Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Mini Köşk Köfte,"Çayırköy, Yeni Kandıra Yolu, 41000 İzmit/Kocaeli",(0262) 367 41 92,info@minikosk.com,http://www.minikosk.com/,https://www.google.com/maps/place/Mini+K%C3%B6%C5%9Fk+K%C3%B6fte/data=!4m7!3m6!1s0x14cb51c6950ade11:0xd9bec258e5fa254!8m2!3d40.7971493!4d29.9927932!16s%2Fg%2F1v0bvzks!19sChIJEd4KlcZRyxQRVKJfjiXsmw0?authuser=0&hl=tr&rclk=1
Maydonoz Döner Kocaeli Kartepe,"İstasyon, Leyla Atakan Cad. NO13/A, 41001 Kartepe/Kocaeli",(0262) 302 00 88,info@maydonozdoner.com,https://www.maydonozdoner.com/,https://www.google.com/maps/place/Maydonoz+D%C3%B6ner+Kocaeli+Kartepe/data=!4m7!3m6!1s0x14cb51e6f69c87c5:0x6105e47535d0b17b!8m2!3d40.7520046!4d30.0230879!16s%2Fg%2F11wwrt48b8!19sChIJxYec9uZRyxQRe7HQNXXkBWE?authuser=0&hl=tr&rclk=1
ipekyolu restaurant kartepe,"Maşukiye, 41250 Kartepe/Kocaeli",0535 935 40 57,bilgi@ipekyolurestaurant.com,http://www.ipekyolurestaurant.com/,https://www.google.com/maps/place/ipekyolu+restaurant+kartepe/data=!4m7!3m6!1s0x14cb58634f12d3a5:0x82f6cc3c68f4661!8m2!3d40.6702444!4d30.1467825!16s%2Fg%2F11c701r8zl!19sChIJpdMST2NYyxQRYUaPxsNsLwg?authuser=0&hl=tr&rclk=1
Safahat Lokantası,"Emekevler, D100 No:110, 41180 Kartepe/Kocaeli",(0262) 371 15 60,info@kafesafahat.com.tr,https://www.safahatlokantasi.com.tr/,https://www.google.com/maps/place/Safahat+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cb50ca6fa781e3:0x480d42cd4a4b5f46!8m2!3d40.7463272!4d30.0635221!16s%2Fg%2F11g6jpsq50!19sChIJ44Gnb8pQyxQRRl9LSs1CDUg?authuser=0&hl=tr&rclk=1
Gecem Yatık Döner (Kartepe Gece Döneri),"Emekevler, Filiz Sk. No:27, 41180 Kartepe/Kocaeli",0501 108 48 29,enteryour@addresshere.com,https://www.instagram.com/gecedoneri_kartepe/,https://www.google.com/maps/place/Gecem+Yat%C4%B1k+D%C3%B6ner+%28Kartepe+Gece+D%C3%B6neri%29/data=!4m7!3m6!1s0x14cb51ef9c0a4375:0x716c263dcd4045a6!8m2!3d40.7412896!4d30.0519231!16s%2Fg%2F11vwp3tv87!19sChIJdUMKnO9RyxQRpkVAzT0mbHE?authuser=0&hl=tr&rclk=1
Packet Burger Kartepe,"İstasyon, Mithatpaşa Cd. No:58, 41250 Kartepe/Kocaeli",0554 700 19 25,info@tikla.com.tr,https://www.tikla.com.tr/packet-burger-kartepe.html,https://www.google.com/maps/place/Packet+Burger+Kartepe/data=!4m7!3m6!1s0x14cb508bde3688e5:0xf0c7472d59105cc8!8m2!3d40.7525616!4d30.0245528!16s%2Fg%2F11g7zf968p!19sChIJ5Yg23otQyxQRyFwQWS1Hx_A?authuser=0&hl=tr&rclk=1
Dane Mantı,"Ataevler, İsmet Paşa Cd. No:102/B, 41180 Kartepe/Kocaeli",0549 559 44 40,danemanti@danemanti.com,http://www.danemanti.com/,https://www.google.com/maps/place/Dane+Mant%C4%B1/data=!4m7!3m6!1s0x14cb511411db175d:0x91da99be14af0e65!8m2!3d40.7466581!4d30.0357291!16s%2Fg%2F11vdhl9c3n!19sChIJXRfbERRRyxQRZQ6vFL6Z2pE?authuser=0&hl=tr&rclk=1
Acara Et Mangal,"Maşukiye, Leyla Atakan Cd. No:49, 41295 Kartepe/Kocaeli",(0262) 312 80 00,info@acaraet.com,https://www.acaraet.com/,https://www.google.com/maps/place/Acara+Et+Mangal/data=!4m7!3m6!1s0x14cb59002fa47d2f:0x3a39e64df40027ab!8m2!3d40.6997619!4d30.1332632!16s%2Fg%2F11y44v9hpt!19sChIJL32kLwBZyxQRqycA9E3mOTo?authuser=0&hl=tr&rclk=1
Laz Oğlu Balık Restaurant,"İstasyon, Ankara Cd. No:127, 41135 Kartepe/Kocaeli",(0262) 373 39 54,webmaster@yenifirma.com.tr,http://www.facebook.com/LazOgluBalikcilikRestaurant,https://www.google.com/maps/place/Laz+O%C4%9Flu+Bal%C4%B1k+Restaurant/data=!4m7!3m6!1s0x14cb506201fd6669:0x40689a2cc266b311!8m2!3d40.7529831!4d30.0235901!16s%2Fg%2F1pp2tl37g!19sChIJaWb9AWJQyxQREbNmwiyaaEA?authuser=0&hl=tr&rclk=1
Yazıcılar Otel,"Alabalık Vadisi, Maşukiye, 41295 Kartepe/Kocaeli",(0262) 354 29 00,"info@yazicilarotel.com.tr, bilgi@yazicilarotel.com.tr",http://www.yazicilarotel.com.tr/,https://www.google.com/maps/place/Yaz%C4%B1c%C4%B1lar+Otel/data=!4m10!3m9!1s0x14cb58384b6bd25b:0xb56db5f93d0ea198!5m2!4m1!1i2!8m2!3d40.6930188!4d30.1261396!16s%2Fg%2F1td__tj2!19sChIJW9JrSzhYyxQRmKEOPfm1bbU?authuser=0&hl=tr&rclk=1
Pasaport Pizza Kartepe,"İstasyon, Hüsnü Efe Cd. No:26/B, 41100 Kartepe/Kocaeli",(0262) 331 44 45,izmir.yesilyurt@pasaportpizza.com,https://www.yemeksepeti.com/restaurant/jrz2/pasaport-pizza-jrz2,https://www.google.com/maps/place/Pasaport+Pizza+Kartepe/data=!4m7!3m6!1s0x14cb5129ffba3ffb:0x7f96c48e2d39ca83!8m2!3d40.7511801!4d30.0263059!16s%2Fg%2F11ns9qgj3_!19sChIJ-z-6_ylRyxQRg8o5LY7Eln8?authuser=0&hl=tr&rclk=1
Acara Et Mangal,"Maşukiye, Leyla Atakan Cd. No:49, 41295 Kartepe/Kocaeli",(0262) 312 80 00,info@acaraet.com,https://www.acaraet.com/,https://www.google.com/maps/place/Acara+Et+Mangal/data=!4m7!3m6!1s0x14cb59002fa47d2f:0x3a39e64df40027ab!8m2!3d40.6997619!4d30.1332632!16s%2Fg%2F11y44v9hpt!19sChIJL32kLwBZyxQRqycA9E3mOTo?authuser=0&hl=tr&rclk=1
Acara Et Mangal,"Maşukiye, Leyla Atakan Cd. No:49, 41295 Kartepe/Kocaeli",(0262) 312 80 00,info@acaraet.com,https://www.acaraet.com/,https://www.google.com/maps/place/Acara+Et+Mangal/data=!4m7!3m6!1s0x14cb59002fa47d2f:0x3a39e64df40027ab!8m2!3d40.6997619!4d30.1332632!16s%2Fg%2F11y44v9hpt!19sChIJL32kLwBZyxQRqycA9E3mOTo?authuser=0&hl=tr&rclk=1
Kartepe Yemek,"Sanayi, Kumluk Sk. No:9, 41040 İzmit/Kocaeli",(0262) 335 52 66,info@kartepeyemek.com.tr,http://www.kartepeyemek.com.tr/,https://www.google.com/maps/place/Kartepe+Yemek/data=!4m7!3m6!1s0x14cb4f66644bfb9d:0x1dd1237bfc8ef0f4!8m2!3d40.7511784!4d29.9546815!16s%2Fg%2F1w3sx0nz!19sChIJnftLZGZPyxQR9PCO_Hsj0R0?authuser=0&hl=tr&rclk=1
Motali Life Hotel,"Kartepe Cad. Çınarlı Mah. No:38, Maşukiye, 41295 Kartepe/Kocaeli",(0262) 354 22 71,info@motalilife.com,http://www.motalilife.com/,https://www.google.com/maps/place/Motali+Life+Hotel/data=!4m7!3m6!1s0x14cb583bf37e9bf5:0x2a9a63c189539ef8!8m2!3d40.692116!4d30.1306424!16s%2Fg%2F1ptwp6twk!19sChIJ9Zt-8ztYyxQR-J5TicFjmio?authuser=0&hl=tr&rclk=1
Dost Yemek Kocaeli | Kocaelinde Yemek | Kocaelinde Catering | Kocaelinde Tabldot Yemek | Kocaelinde Düğün Yemeği,"Çepni, 41080 Kartepe/Kocaeli",0531 617 02 43,"info@dostyemek.com.tr, fevzi@dostyemek.com.tr, huseyin@dostyemek.com.tr",http://dostyemek.com.tr/,https://www.google.com/maps/place/Dost+Yemek+Kocaeli+%7C+Kocaelinde+Yemek+%7C+Kocaelinde+Catering+%7C+Kocaelinde+Tabldot+Yemek+%7C+Kocaelinde+D%C3%BC%C4%9F%C3%BCn+Yeme%C4%9Fi/data=!4m7!3m6!1s0x14cb5bae1510e85d:0xdcfa261b0bbade2a!8m2!3d40.7181229!4d30.0570706!16s%2Fg%2F11fj__0x41!19sChIJXegQFa5byxQRKt66Cxsm-tw?authuser=0&hl=tr&rclk=1
