Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Hoşgör Pastanesi,"Ömerağa, 41040 İzmit/Kocaeli",(0262) 321 35 40,inonu@hosgor.com.tr,https://www.google.com/url?q=http://www.hosgor.com.tr/&opi=79508299&sa=U&ved=0ahUKEwi-6N30kKeMAxW5QvEDHb4ZEhwQ61gIEigO&usg=AOvVaw3-8Ki6yXxVyW54i6YgUn5h,https://www.google.com/maps/place/Ho%C5%9Fg%C3%B6r+Pastanesi/data=!4m7!3m6!1s0x14cb4580122e15a9:0x94d4cbb2149fb575!8m2!3d40.765716!4d29.9266927!16s%2Fg%2F1th463k9!19sChIJqRUuEoBFyxQRdbWfFLLL1JQ?authuser=0&hl=tr&rclk=1
Maide Kafe & Restoran & Düğün Salonu,"Sekapark 2.Etap, Serdar, Güneş Cd., 41100 İzmit/Kocaeli",0536 313 33 11,musterihizmetleri@antikkapi.com.tr,https://www.google.com/url?q=http://www.antikkapi.com.tr/&opi=79508299&sa=U&ved=0ahUKEwj7vtGJkaeMAxW0QfEDHfEfBLcQ61gIFygS&usg=AOvVaw1jYZnI_T56XplKLHQKkYwO,https://www.google.com/maps/place/Maide+Kafe+%26+Restoran+%26+D%C3%BC%C4%9F%C3%BCn+Salonu/data=!4m7!3m6!1s0x14cb454254fa935b:0xf04d8cacb6e27f40!8m2!3d40.7599655!4d29.8909353!16s%2Fg%2F11cs5y2pg5!19sChIJW5P6VEJFyxQRQH_itqyMTfA?authuser=0&hl=tr&rclk=1
Kebapçı Mehmet Usta,"Çenedağ, Denizciler Cd. No:17 D:2a, 41900 Derince/Kocaeli",(0262) 229 87 44,info@kebapcimehmetusta.com,https://www.google.com/url?q=https://instagram.com/kebapcimehmetusta&opi=79508299&sa=U&ved=0ahUKEwjZlY-OkaeMAxUqRvEDHUihBQMQ61gIFSgQ&usg=AOvVaw3gja5t22Q6FVRceTYSULpt,https://www.google.com/maps/place/Kebap%C3%A7%C4%B1+Mehmet+Usta/data=!4m7!3m6!1s0x14cb4654d83a064d:0x2a5b85839fbd870d!8m2!3d40.757589!4d29.836052!16s%2Fg%2F113h7w0zy!19sChIJTQY62FRGyxQRDYe9n4OFWyo?authuser=0&hl=tr&rclk=1
Mahmut Usta Künefe ve Baklava Salonları,"Kemalpaşa, Hürriyet Cd. No:21, 41200 İzmit/Kocaeli",(0262) 321 88 03,info@mahmutustatatlilari.com,https://www.google.com/url?q=https://mahmutustatatlilari.com/&opi=79508299&sa=U&ved=0ahUKEwjt7dehkaeMAxVrS_EDHbtWCEkQ61gIGCgQ&usg=AOvVaw3IV9i3pRWX1iu9Ay4PFF6Z,https://www.google.com/maps/place/Mahmut+Usta+K%C3%BCnefe+ve+Baklava+Salonlar%C4%B1/data=!4m7!3m6!1s0x14cb4583e33924a3:0xfd1365eca1b9b83!8m2!3d40.762723!4d29.9230038!16s%2Fg%2F113fjj8sd!19sChIJoyQ544NFyxQRg5sbyl420Q8?authuser=0&hl=tr&rclk=1
Romano Cafe Restaurant,"Cumhuriyet, Sahil Sk. No:15, 41100 İzmit/Kocaeli",(0262) 226 88 75,info@romanorestorancafe.com,https://www.google.com/url?q=http://www.romanorestorancafe.com/&opi=79508299&sa=U&ved=0ahUKEwixy-OrkaeMAxV1BNsEHfr5Ei8Q61gIFSgQ&usg=AOvVaw2Ywkx9eWypfYzRbwNJrhrt,https://www.google.com/maps/place/Romano+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb446a2336b7d5:0xbbb18e8e21b18115!8m2!3d40.760134!4d29.879708!16s%2Fg%2F1ptwr5_ft!19sChIJ1bc2I2pEyxQRFYGxIY6Osbs?authuser=0&hl=tr&rclk=1
Hoşgör Pastaneleri,"Karabaş, Cumhuriyet Cd. No:190, 41040 İzmit/Kocaeli",(0262) 322 55 35,inonu@hosgor.com.tr,https://www.google.com/url?q=http://www.hosgorpastaneleri.com/&opi=79508299&sa=U&ved=0ahUKEwjm2cevkaeMAxWYQ_EDHZucEp4Q61gIFSgQ&usg=AOvVaw1iTgpdCbUB_l0-hAQBwGLe,https://www.google.com/maps/place/Ho%C5%9Fg%C3%B6r+Pastaneleri/data=!4m7!3m6!1s0x14cb4613fa4f3571:0xb98beb7dbd4230ac!8m2!3d40.7641667!4d29.9341667!16s%2Fg%2F1v86h0r1!19sChIJcTVP-hNGyxQRrDBCvX3ri7k?authuser=0&hl=tr&rclk=1
Masala Kebap,"Körfez Mahallesi, Berk Sokak No:1 - Dolphin AVM Karşısı, 41040 İzmit/Kocaeli",(0262) 324 40 70,info@masalakebap.com,https://www.google.com/url?q=https://www.masalakebap.com/&opi=79508299&sa=U&ved=0ahUKEwiylvXAkaeMAxVvRPEDHYHdDyEQ61gIFCgQ&usg=AOvVaw0QSAMW4nTRRuxFDfMJ_YLt,https://www.google.com/maps/place/Masala+Kebap/data=!4m7!3m6!1s0x14cb4f87d7a3f2eb:0x5953f0cb1e4e4c0f!8m2!3d40.7647183!4d29.9401826!16s%2Fg%2F11bz_vjj_c!19sChIJ6_Kj14dPyxQRD0xOHsvwU1k?authuser=0&hl=tr&rclk=1
Lotus Meat,"Yenişehir, Dönmez Sk., 41040 İzmit/Kocaeli",0506 871 49 28,info@lafloraotel.com,https://www.google.com/url?q=https://lafloraotel.com/restaurant/lotus-1&opi=79508299&sa=U&ved=0ahUKEwi9-6rEkaeMAxXPQPEDHbiuO3sQ61gIGigQ&usg=AOvVaw0UH0BdHIiRb3jKeXhoqD6M,https://www.google.com/maps/place/Lotus+Meat/data=!4m7!3m6!1s0x14cb4f1eb6bbb193:0x9badc0bd4cce3c92!8m2!3d40.7658064!4d29.9660805!16s%2Fg%2F11hdjhm653!19sChIJk7G7th5PyxQRkjzOTL3ArZs?authuser=0&hl=tr&rclk=1
İkilim Tantuni,"Yahyakaptan, Şht. Ergün Köncü Sk. No:11, 41050 İzmit/Kocaeli",(0262) 311 56 85,info@tikla.com.tr,https://www.google.com/url?q=https://www.tikla.com.tr/ikilim-tantuni-izmit.html&opi=79508299&sa=U&ved=0ahUKEwi9v9zTkaeMAxV3bvEDHRJPK_8Q61gIFSgQ&usg=AOvVaw2m9Ku-_KBenvanCeLlc42Z,https://www.google.com/maps/place/%C4%B0kilim+Tantuni/data=!4m7!3m6!1s0x14cb4fe1564ed9b9:0x2e8946ddbf7f2bd2!8m2!3d40.7684534!4d29.9686981!16s%2Fg%2F113gr2y5t!19sChIJudlOVuFPyxQR0it_v91GiS4?authuser=0&hl=tr&rclk=1
Salash Burger,"Yenişehir, Democracy Boulevard No:86, 41050 İzmit/Kocaeli",(0262) 643 54 61,info@salashburger.com,https://www.google.com/url?q=http://www.salashburger.com/&opi=79508299&sa=U&ved=0ahUKEwidrMXekaeMAxX7SPEDHQwyDnsQ61gIGigQ&usg=AOvVaw0VtZZh64sMwnnsZtVP9vXD,https://www.google.com/maps/place/Salash+Burger/data=!4m7!3m6!1s0x14cb4ff0fec7e08d:0xfe2bfd79895fb935!8m2!3d40.7635553!4d29.9598363!16s%2Fg%2F11hb33blxs!19sChIJjeDH_vBPyxQRNblfiXn9K_4?authuser=0&hl=tr&rclk=1
"Saklı Vadi Restaurant - Maşukiye, Kartepe","Kartepe Kayak Merkezi yolu üzeri 5.km Maşukiye, 41295 Kartepe/Kocaeli",(0262) 354 20 30,info@kartepesaklivadi.com,https://www.google.com/url?q=https://kartepesaklivadi.com/&opi=79508299&sa=U&ved=0ahUKEwiHk_XlkaeMAxX7VPEDHemIDDkQ61gIEigO&usg=AOvVaw1ZsxYQCC4L1hhi8Ysknczg,"https://www.google.com/maps/place/Sakl%C4%B1+Vadi+Restaurant+-+Ma%C5%9Fukiye,+Kartepe/data=!4m7!3m6!1s0x14cb58697c598bf7:0x529553bbe6e63582!8m2!3d40.6831094!4d30.1388374!16s%2Fg%2F1yfh_kdwx!19sChIJ94tZfGlYyxQRgjXm5rtTlVI?authuser=0&hl=tr&rclk=1"
Mavi Kayalar Restoran,"Mahallesi, Servetiye Cami, Aşağı Alartı Mevkii 22/1, 41090 Başiskele/Kocaeli",(0262) 345 00 53,info@mavikayalar.com,https://www.google.com/url?q=http://www.mavikayalar.com/&opi=79508299&sa=U&ved=0ahUKEwj9jdvokaeMAxX_BdsEHcKRISYQ61gIFygS&usg=AOvVaw3YDr3YlAMg0L7SRFf_Ze2l,https://www.google.com/maps/place/Mavi+Kayalar+Restoran/data=!4m7!3m6!1s0x14cb431231f87ed5:0x53887c8111f3ab61!8m2!3d40.6337392!4d29.9506154!16s%2Fg%2F11h18dtjzh!19sChIJ1X74MRJDyxQRYavzEYF8iFM?authuser=0&hl=tr&rclk=1
Mahmut Usta Künefe ve Baklava Salonları,"Körfez, Atatürk Blv. No:24, 41040 İzmit/Kocaeli",(0262) 321 07 02,info@mahmutustatatlilari.com,https://www.google.com/url?q=https://mahmutustatatlilari.com/&opi=79508299&sa=U&ved=0ahUKEwi-gYn1kaeMAxXOSfEDHS96OdcQ61gIGCgQ&usg=AOvVaw26Uqgs_WD5k8v1A-tyOFIF,https://www.google.com/maps/place/Mahmut+Usta+K%C3%BCnefe+ve+Baklava+Salonlar%C4%B1/data=!4m7!3m6!1s0x14cb4f888c2a026b:0x4b55d5784040ef9d!8m2!3d40.7651954!4d29.9404705!16s%2Fg%2F113f0rwt8!19sChIJawIqjIhPyxQRne9AQHjVVUs?authuser=0&hl=tr&rclk=1
Midpoint - Symbol AVM,"Symbol, Kocaeli",Telefon Yok,info@tikla.com.tr,https://www.google.com/url?q=https://www.tikla.com.tr/midpoint-symbol-kocaeli-avm.html&opi=79508299&sa=U&ved=0ahUKEwiLnM75kaeMAxXfVfEDHWXrL3IQ61gIDigK&usg=AOvVaw3fxe5F6b4e0001Crw4gtrN,https://www.google.com/maps/place/Midpoint+-+Symbol+AVM/data=!4m7!3m6!1s0x14cb50036a2cb18d:0x7b01956958810603!8m2!3d40.7591603!4d29.9796404!16s%2Fg%2F11c55vzp9q!19sChIJjbEsagNQyxQRAwaBWGmVAXs?authuser=0&hl=tr&rclk=1
Gurme Steak House,"Sarımeşe, Sapanca Yolu Cd., 41100 Kartepe/Kocaeli",0532 628 07 41,info@gurmesteakhouse.com,https://www.google.com/url?q=http://www.gurmesteakhouse.com/&opi=79508299&sa=U&ved=0ahUKEwi9sfaBkqeMAxXXX_EDHfkpF6cQ61gIFCgQ&usg=AOvVaw3zH5QTBIglhz3VSwNamfJ2,https://www.google.com/maps/place/Gurme+Steak+House/data=!4m7!3m6!1s0x14cb51d5b677edf9:0x26545be7c98a3ee4!8m2!3d40.728898!4d30.0691049!16s%2Fg%2F11j3v8c3ny!19sChIJ-e13ttVRyxQR5D6KyedbVCY?authuser=0&hl=tr&rclk=1
Jumbo Künefe İzmit Yahyakaptan,"Yahyakaptan, Şht. Ergün Köncü Sk. No:7, 41050 İzmit/Kocaeli",(0262) 333 33 31,"e.kekliik@gmail.com, burakbektas@jumbokunefe.com, cerenkanberoglu@ilepa.com.tr, ilkeracay@jumbokunefe.com, arif@ilepa.com.tr, info@jumbokunefe.com",https://www.google.com/url?q=http://www.jumbokunefe.com/&opi=79508299&sa=U&ved=0ahUKEwipp8eNkqeMAxWMSPEDHfO_GF4Q61gIFSgQ&usg=AOvVaw3QOnDvqGrwzguEgtxU09Tw,https://www.google.com/maps/place/Jumbo+K%C3%BCnefe+%C4%B0zmit+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fe3fc3507cf:0x5e7216e8cda78fda!8m2!3d40.7682684!4d29.9686663!16s%2Fg%2F11g8vbrnwr!19sChIJzwc1_ONPyxQR2o-nzegWcl4?authuser=0&hl=tr&rclk=1
Çınaraltı Künefe & Kahvaltı,"Yenişehir, Demokrasi Cd. No:76, 41900 İzmit/Kocaeli",(0262) 311 54 61,info@cinaraltikunefe.com,https://www.google.com/url?q=http://www.cinaraltikunefe.com/&opi=79508299&sa=U&ved=0ahUKEwi228GVkqeMAxXZSvEDHfIxK8IQ61gIFSgQ&usg=AOvVaw38EvbG4Q6qAgfFZBMseEmA,https://www.google.com/maps/place/%C3%87%C4%B1naralt%C4%B1+K%C3%BCnefe+%26+Kahvalt%C4%B1/data=!4m7!3m6!1s0x14cb4f24913dc991:0xbfb0195a74f19da8!8m2!3d40.763447!4d29.961749!16s%2Fg%2F11f6514z44!19sChIJkck9kSRPyxQRqJ3xdFoZsL8?authuser=0&hl=tr&rclk=1
Sümela Köfte ve Fırını,"Atakent Mh, Sapanca Yolu Cd. No:44, 41180 Kartepe/Kocaeli",(0262) 371 23 78,iletisim@naiboglusumela.com,https://www.google.com/url?q=http://www.sumelakartepe.com/&opi=79508299&sa=U&ved=0ahUKEwj45f2akqeMAxVqRvEDHe07LjQQ61gIGSgQ&usg=AOvVaw3wFosvO9gUtFXixQDXPJi9,https://www.google.com/maps/place/S%C3%BCmela+K%C3%B6fte+ve+F%C4%B1r%C4%B1n%C4%B1/data=!4m7!3m6!1s0x14cb50bba11a4eb5:0x3d10335fe4258e01!8m2!3d40.742642!4d30.050569!16s%2Fg%2F1thm0p1s!19sChIJtU4aobtQyxQRAY4l5F8zED0?authuser=0&hl=tr&rclk=1
ALO TAKOS,"Yahyakaptan, Şht. Ergün Köncü Sk. NO:23/A, 41050 İzmit/Kocaeli",(0262) 606 19 66,info@alotakos.com,https://www.google.com/url?q=http://alotakos.com/&opi=79508299&sa=U&ved=0ahUKEwjesqKhkqeMAxWgR_EDHdzTB1IQ61gIFCgQ&usg=AOvVaw0sYRQua33PAjbbkfaAK_b1,https://www.google.com/maps/place/ALO+TAKOS/data=!4m7!3m6!1s0x14cb4fcd36ac0765:0x981e287614869c18!8m2!3d40.7692832!4d29.9688817!16s%2Fg%2F11t2d_b86p!19sChIJZQesNs1PyxQRGJyGFHYoHpg?authuser=0&hl=tr&rclk=1
Gölbaşı Restaurant,"Hisareyn Mh. Fatih Cd. No:185, Gölcük / Kocaeli, 41663",(0262) 434 48 00,iletisim@golbasirestaurant.net,https://www.google.com/url?q=http://www.golbasirestaurant.net/&opi=79508299&sa=U&ved=0ahUKEwjwpoukkqeMAxUxX_EDHTqhNewQ61gIFSgQ&usg=AOvVaw2Gyg_9E1QbI5ar48E9gRoE,https://www.google.com/maps/place/G%C3%B6lba%C5%9F%C4%B1+Restaurant/data=!4m7!3m6!1s0x14cb40cbf7721973:0x5c535b03c9927b83!8m2!3d40.6831817!4d29.8660945!16s%2Fg%2F1hc1l_m9w!19sChIJcxly98tAyxQRg3uSyQNbU1w?authuser=0&hl=tr&rclk=1
01 Nöbetçi Ocakbaşı 7/24,"Sopalı Hastahanesi Acil Karşısı, Sırrıpaşa, Çavdar Cd. No:38, 41900 Derince/Kocaeli",0552 462 10 41,01nobetciocakbasi@gmail.com,https://www.google.com/url?q=http://www.01nobetciocakbasi.com/&opi=79508299&sa=U&ved=0ahUKEwilmMG7kqeMAxXxSPEDHe4gMG4Q61gIFigS&usg=AOvVaw1enVeSVMSirhZhALGxCE9V,https://www.google.com/maps/place/01+N%C3%B6bet%C3%A7i+Ocakba%C5%9F%C4%B1+7%2F24/data=!4m7!3m6!1s0x14cb47d4dc1901b5:0x2157cb19e3f535c3!8m2!3d40.76072!4d29.815!16s%2Fg%2F11t3yrrzbv!19sChIJtQEZ3NRHyxQRwzX14xnLVyE?authuser=0&hl=tr&rclk=1
Koçal Çiftliği Kafe&Restoran Yuvacık,"Mahallesi, Yuvacık Yakacık, Önder Sk. No:43, 41090 Başiskele/Kocaeli",0539 841 33 22,kocalciftligirestorant@gmail.com,https://www.google.com/url?q=http://www.kocalciftligi.com/&opi=79508299&sa=U&ved=0ahUKEwjtnoe-kqeMAxWwA9sEHbyqAZwQ61gIFygS&usg=AOvVaw1SDsfRlfxYx5pEsnr2Rii1,https://www.google.com/maps/place/Ko%C3%A7al+%C3%87iftli%C4%9Fi+Kafe%26Restoran+Yuvac%C4%B1k/data=!4m7!3m6!1s0x14cb5d9df3cd0965:0x630e118a86e211f5!8m2!3d40.6713709!4d29.9788658!16s%2Fg%2F11hz3cndc0!19sChIJZQnN851dyxQR9RHihooRDmM?authuser=0&hl=tr&rclk=1
Burger Schön Yahyakaptan,"Ramada Plaza Karşısı, Yahya Kaptan Mahallesi Şehit Ergün Köncü Sokak No:17 Nazerinn İş Merkezi, 41040 İzmit/Kocaeli",(0262) 321 21 01,info@burgerschon.com,https://www.google.com/url?q=http://burgerschon.com/&opi=79508299&sa=U&ved=0ahUKEwizv7LHkqeMAxVHSPEDHaRkOVIQ61gIGSgQ&usg=AOvVaw3SijbQTTNj_OUeQpyFD_QO,https://www.google.com/maps/place/Burger+Sch%C3%B6n+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fa132f91a03:0xe0331131fd7c7740!8m2!3d40.7711181!4d29.9694843!16s%2Fg%2F11ft1tpp62!19sChIJAxr5MqFPyxQRQHd8_TERM-A?authuser=0&hl=tr&rclk=1
