Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Alkan Yemek İzmit,"Ömerağa, Alemdar Cd. No:20, 41300 İzmit/Kocaeli",0546 104 46 41,nfo@alkanyemekizmit.com,https://www.google.com/url?q=http://alkanyemekizmit.com/&opi=79508299&sa=U&ved=0ahUKEwip6LHGx5WMAxWRVfEDHZ-aAi4Q61gIGSgQ&usg=AOvVaw1enPxlxxlRmyWylNTENdav,https://www.google.com/maps/place/Alkan+Yemek+%C4%B0zmit/data=!4m7!3m6!1s0x14cb455abd03d031:0x4b3928708869382b!8m2!3d40.7631269!4d29.9287335!16s%2Fg%2F11shfnd39b!19sChIJMdADvVpFyxQRKzhpiHAoOUs?authuser=0&hl=tr&rclk=1
Hoşgör Pastanesi,"Ömerağa, 41040 İzmit/Kocaeli",(0262) 321 35 40,demiryolu@hosgor.com.tr,https://www.google.com/url?q=http://www.hosgor.com.tr/&opi=79508299&sa=U&ved=0ahUKEwik-KvRx5WMAxWtR_EDHYtjISEQ61gIEigO&usg=AOvVaw3TLHDy4A24UCf3JRDIsr3U,https://www.google.com/maps/place/Ho%C5%9Fg%C3%B6r+Pastanesi/data=!4m7!3m6!1s0x14cb4580122e15a9:0x94d4cbb2149fb575!8m2!3d40.765716!4d29.9266927!16s%2Fg%2F1th463k9!19sChIJqRUuEoBFyxQRdbWfFLLL1JQ?authuser=0&hl=tr&rclk=1
Tamsos Döner İzmit,"İÇ KAPI, KARABAŞ MAH. CENGİZ TOPEL CAD. KÖRFEZ APT. NO: 22, NO: B, 41040 İzmit/Kocaeli",0543 747 01 41,enteryour@addresshere.com,https://www.google.com/url?q=https://www.tamsosdoner.com/&opi=79508299&sa=U&ved=0ahUKEwjO2tvhx5WMAxXpBtsEHW-_OPoQ61gIGigS&usg=AOvVaw1JRwuXmNIJuZYG1WBB2XB6,https://www.google.com/maps/place/Tamsos+D%C3%B6ner+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f151af5684f:0xb96a76d69ac336a4!8m2!3d40.7645239!4d29.9360242!16s%2Fg%2F11w2mjybsy!19sChIJT2j1GhVPyxQRpDbDmtZ2ark?authuser=0&hl=tr&rclk=1
Cafe Kristo İzmit,"Tepecik, Fethiye Cd. No:56, 41200 İzmit/Kocaeli",(0262) 321 14 50,bilgi@cafekristo.com,https://www.google.com/url?q=http://www.cafekristo.com/&opi=79508299&sa=U&ved=0ahUKEwjF3Ibpx5WMAxWcRvEDHV_3NdQQ61gIGigQ&usg=AOvVaw22bTHr2PugpU5hPBTMiIRz,https://www.google.com/maps/place/Cafe+Kristo+%C4%B0zmit/data=!4m7!3m6!1s0x14cb458043f50605:0xd931a34c1f096687!8m2!3d40.7655505!4d29.9259896!16s%2Fg%2F11b808hb70!19sChIJBQb1Q4BFyxQRh2YJH0yjMdk?authuser=0&hl=tr&rclk=1
Masala Kebap,"Körfez Mahallesi, Berk Sokak No:1 - Dolphin AVM Karşısı, 41040 İzmit/Kocaeli",(0262) 324 40 70,info@masalakebap.com,https://www.google.com/url?q=https://www.masalakebap.com/&opi=79508299&sa=U&ved=0ahUKEwiAw6_rx5WMAxWvQ_EDHWoiN6EQ61gIFCgQ&usg=AOvVaw2SS3nqRiRQEYpDEH8PuBXy,https://www.google.com/maps/place/Masala+Kebap/data=!4m7!3m6!1s0x14cb4f87d7a3f2eb:0x5953f0cb1e4e4c0f!8m2!3d40.7647183!4d29.9401826!16s%2Fg%2F11bz_vjj_c!19sChIJ6_Kj14dPyxQRD0xOHsvwU1k?authuser=0&hl=tr&rclk=1
Bursa Kebabçısı,"Ömerağa, Hürriyet Cd. No:91, 41300 İzmit/Kocaeli",(0262) 331 31 19,ybbursakebap@gmail.com,https://www.google.com/url?q=http://bursakebapcisiizmit.com/&opi=79508299&sa=U&ved=0ahUKEwjW6OXux5WMAxV5B9sEHQRwBg4Q61gIFSgQ&usg=AOvVaw3o7E8r8yqzOBpR_x8mk3pn,https://www.google.com/maps/place/Bursa+Kebab%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4581c6a8c559:0x551c7b09afc6066b!8m2!3d40.7634548!4d29.9271169!16s%2Fg%2F1tf90tl9!19sChIJWcWoxoFFyxQRawbGrwl7HFU?authuser=0&hl=tr&rclk=1
Lotus Meat,"Yenişehir, Dönmez Sk., 41040 İzmit/Kocaeli",0506 871 49 28,info@lafloraotel.com,https://www.google.com/url?q=https://lafloraotel.com/restaurant/lotus-1&opi=79508299&sa=U&ved=0ahUKEwilyruHyJWMAxVBSvEDHcOcOCIQ61gIGigQ&usg=AOvVaw0fvDhvBM_ZFCfNbmj4VFsH,https://www.google.com/maps/place/Lotus+Meat/data=!4m7!3m6!1s0x14cb4f1eb6bbb193:0x9badc0bd4cce3c92!8m2!3d40.7658064!4d29.9660805!16s%2Fg%2F11hdjhm653!19sChIJk7G7th5PyxQRkjzOTL3ArZs?authuser=0&hl=tr&rclk=1
Hoşgör Pastaneleri,"Karabaş, Cumhuriyet Cd. No:190, 41040 İzmit/Kocaeli",(0262) 322 55 35,demiryolu@hosgor.com.tr,https://www.google.com/url?q=http://www.hosgorpastaneleri.com/&opi=79508299&sa=U&ved=0ahUKEwiF_LCLyJWMAxW3QPEDHQRVLb0Q61gIFSgQ&usg=AOvVaw2MXK-xIf2YHtx0TVjXs5wo,https://www.google.com/maps/place/Ho%C5%9Fg%C3%B6r+Pastaneleri/data=!4m7!3m6!1s0x14cb4613fa4f3571:0xb98beb7dbd4230ac!8m2!3d40.7641667!4d29.9341667!16s%2Fg%2F1v86h0r1!19sChIJcTVP-hNGyxQRrDBCvX3ri7k?authuser=0&hl=tr&rclk=1
İntiba Döner - İzmit,"Körfez, İstanbul İzmit Yanyolu No:137 No:137, 41040 İzmit/Kocaeli",0850 644 5775,info@intiba.com.tr,https://www.google.com/url?q=http://www.intiba.com.tr/&opi=79508299&sa=U&ved=0ahUKEwiN9OKNyJWMAxXvRPEDHRSKGrgQ61gIFSgQ&usg=AOvVaw0WBOyIUztAhVZlLzQfFSWQ,https://www.google.com/maps/place/%C4%B0ntiba+D%C3%B6ner+-+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f8ba9fa58c7:0xe62851d5e7327ad0!8m2!3d40.7629711!4d29.9478727!16s%2Fg%2F11by_ldj2t!19sChIJx1j6qYtPyxQR0Hoy59VRKOY?authuser=0&hl=tr&rclk=1
Seka Pilavcısı Yürüyüş Yolu,"Karabaş, Cengiz Topel Cd. NO:26-D D:E, 41040 İzmit/Kocaeli",(0262) 322 58 58,busrakosesoy@gmail.com,https://www.google.com/url?q=https://sekapilavcisi.com/&opi=79508299&sa=U&ved=0ahUKEwjgzNa6yJWMAxUSRfEDHVPjCCgQ61gIGCgQ&usg=AOvVaw0pFpaot5IdYiCwHIfNvnJ5,https://www.google.com/maps/place/Seka+Pilavc%C4%B1s%C4%B1+Y%C3%BCr%C3%BCy%C3%BC%C5%9F+Yolu/data=!4m7!3m6!1s0x14cb4f879feb1999:0x4933351683ae91f0!8m2!3d40.7646185!4d29.9366906!16s%2Fg%2F11c1xjm759!19sChIJmRnrn4dPyxQR8JGugxY1M0k?authuser=0&hl=tr&rclk=1
Özkılıç Aspava Lounge,"Yenişehir, Demokrasi Cd. No:65, 41040, 41200 İzmit/Kocaeli",(0262) 311 46 46,iletisim@ozkilicaspava.com.tr,https://www.google.com/url?q=https://www.ozkilicaspava.com.tr/&opi=79508299&sa=U&ved=0ahUKEwjoocrOyJWMAxV8RvEDHSsiFLIQ61gIFCgQ&usg=AOvVaw1Vkq7B2MSWQ_3amskRVYA9,https://www.google.com/maps/place/%C3%96zk%C4%B1l%C4%B1%C3%A7+Aspava+Lounge/data=!4m7!3m6!1s0x14cb4fb3b12f19a7:0xf61d4637eed58170!8m2!3d40.7632347!4d29.9599681!16s%2Fg%2F11l6j4rdww!19sChIJpxkvsbNPyxQRcIHV7jdGHfY?authuser=0&hl=tr&rclk=1
Jumbo Künefe İzmit Yahyakaptan,"Yahyakaptan, Şht. Ergün Köncü Sk. No:7, 41050 İzmit/Kocaeli",(0262) 333 33 31,"cerenkanberoglu@ilepa.com.tr, burakbektas@jumbokunefe.com, info@jumbokunefe.com, arif@ilepa.com.tr, e.kekliik@gmail.com, ilkeracay@jumbokunefe.com",https://www.google.com/url?q=http://www.jumbokunefe.com/&opi=79508299&sa=U&ved=0ahUKEwiK8Z7RyJWMAxU3S_EDHe6aF9QQ61gIFSgQ&usg=AOvVaw22Vit1TWmMqcsnk_JK7GcX,https://www.google.com/maps/place/Jumbo+K%C3%BCnefe+%C4%B0zmit+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fe3fc3507cf:0x5e7216e8cda78fda!8m2!3d40.7682684!4d29.9686663!16s%2Fg%2F11g8vbrnwr!19sChIJzwc1_ONPyxQR2o-nzegWcl4?authuser=0&hl=tr&rclk=1
Gırnata Kocaeli - Adaplı Meyhane,"Ömerağa, Oramiral Salim Dervişoğlu Cd. 76/A, 41100 İzmit/Kocaeli",0538 095 14 17,girnatakocaeli@gmail.com,https://www.google.com/url?q=https://girnatakocaeli.com/&opi=79508299&sa=U&ved=0ahUKEwi4o4LlyJWMAxXyRPEDHUGwAfQQ61gIGSgQ&usg=AOvVaw2ChCsB4HnCAuqfA7xTnd7o,https://www.google.com/maps/place/G%C4%B1rnata+Kocaeli+-+Adapl%C4%B1+Meyhane/data=!4m7!3m6!1s0x14cb45abbb78bb99:0x67412acb53d6022a!8m2!3d40.7607423!4d29.9298664!16s%2Fg%2F11j8lzskqz!19sChIJmbt4u6tFyxQRKgLWU8sqQWc?authuser=0&hl=tr&rclk=1
Chinese&Sushi Express İzmit,"Körfez, Berk Sk. No:6/1, 41040 İzmit/Kocaeli",0530 471 12 46,info@sushiexpress.com.tr,https://www.google.com/url?q=https://www.sushiexpress.com.tr/&opi=79508299&sa=U&ved=0ahUKEwiOyNrtyJWMAxWHSvEDHYVYONYQ61gIFCgQ&usg=AOvVaw0WO0n7oFMZvfVJGI43WXC0,https://www.google.com/maps/place/Chinese%26Sushi+Express+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f19002fbc0f:0xf09a9955ee49b67f!8m2!3d40.7647525!4d29.9404145!16s%2Fg%2F11y3s6m0nc!19sChIJD7wvABlPyxQRf7ZJ7lWZmvA?authuser=0&hl=tr&rclk=1
Malikarna,"Karabaş, Cebesoy Sk. 5/B, 41040 İzmit/Kocaeli",0534 209 07 08,kisiselveriler@getir.com,https://www.google.com/url?q=http://malikarna.com/&opi=79508299&sa=U&ved=0ahUKEwj96bnwyJWMAxUFSvEDHd9BOOkQ61gIGCgQ&usg=AOvVaw1RKBFN29kZH3IsUFrtgrcd,https://www.google.com/maps/place/Malikarna/data=!4m7!3m6!1s0x14cb454b62fbcfb9:0x1ba64279961b0bd5!8m2!3d40.7633507!4d29.9324873!16s%2Fg%2F11s8lfnv1v!19sChIJuc_7YktFyxQR1QsblnlCphs?authuser=0&hl=tr&rclk=1
Pizza Piece İzmit,"İÇ KAPI, Ömerağa, Şahabettin Bilgisu Cd. NO: 62 NO: A, 41300 İzmit/Kocaeli",(0262) 323 25 25,info@pizza-piece.com,https://www.google.com/url?q=http://www.pizza-piece.com/&opi=79508299&sa=U&ved=0ahUKEwjh6pv7yJWMAxWkR_EDHY2FICUQ61gIGygS&usg=AOvVaw2oOasaxESh7kTLt9CVCXS3,https://www.google.com/maps/place/Pizza+Piece+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4ff6385b58b3:0x58d65f5d71c6f44e!8m2!3d40.7623576!4d29.9286666!16s%2Fg%2F11p5mcw_6_!19sChIJs1hbOPZPyxQRTvTGcV1f1lg?authuser=0&hl=tr&rclk=1
