Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Cafe Kristo İzmit,"Tepecik, Fethiye Cd. No:56, 41200 İzmit/Kocaeli",(0262) 321 14 50,bilgi@cafekristo.com,http://www.cafekristo.com/,https://www.google.com/maps/place/Cafe+Kristo+%C4%B0zmit/data=!4m7!3m6!1s0x14cb458043f50605:0xd931a34c1f096687!8m2!3d40.7655505!4d29.9259896!16s%2Fg%2F11b808hb70!19sChIJBQb1Q4BFyxQRh2YJH0yjMdk?authuser=0&hl=tr&rclk=1
Ciğerci Bahattin,"Yenişehir, Gazi Mustafa Kemal Blv. No:135 D:A, 41050 İzmit/Kocaeli",(0262) 325 41 33,info@cigercibahattin.com,https://instagram.com/cigercibahattinizmit,https://www.google.com/maps/place/Ci%C4%9Ferci+Bahattin/data=!4m7!3m6!1s0x14cb4fe5974ce983:0xe2f0bf8011cf0e26!8m2!3d40.7680831!4d29.9634451!16s%2Fg%2F11cn9mj43_!19sChIJg-lMl-VPyxQRJg7PEYC_8OI?authuser=0&hl=tr&rclk=1
Lalus Steak Restaurant,"Symbol AVM, Ovacık, D100 No:34, 41140 İzmit/Kocaeli",0537 569 53 67,info@lalus.com.tr,http://www.lalus.com.tr/,https://www.google.com/maps/place/Lalus+Steak+Restaurant/data=!4m7!3m6!1s0x14cb5112692a44b5:0xf6e333a8bb9cc5ce!8m2!3d40.7585913!4d29.9790307!16s%2Fg%2F11v0nr7d4g!19sChIJtUQqaRJRyxQRzsWcu6gz4_Y?authuser=0&hl=tr&rclk=1
Yeşildağlar Et,"D-130 KARAYOLU CADDESİ NO:183, 41030 Başiskele/Kocaeli",(0262) 343 43 46,info@tikla.com.tr,http://www.yesildaglar.com/,https://www.google.com/maps/place/Ye%C5%9Filda%C4%9Flar+Et/data=!4m7!3m6!1s0x14cb445e6d314589:0x2cec06428d195c5c!8m2!3d40.7133558!4d29.9225622!16s%2Fg%2F11b_3fwx0b!19sChIJiUUxbV5EyxQRXFwZjUIG7Cw?authuser=0&hl=tr&rclk=1
Romano Cafe Restaurant,"Cumhuriyet, Sahil Sk. No:15, 41100 İzmit/Kocaeli",(0262) 226 88 75,info@romanorestorancafe.com,http://www.romanorestorancafe.com/,https://www.google.com/maps/place/Romano+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb446a2336b7d5:0xbbb18e8e21b18115!8m2!3d40.760134!4d29.879708!16s%2Fg%2F1ptwr5_ft!19sChIJ1bc2I2pEyxQRFYGxIY6Osbs?authuser=0&hl=tr&rclk=1
Masala Kebap,"Körfez Mahallesi, Berk Sokak No:1 - Dolphin AVM Karşısı, 41040 İzmit/Kocaeli",(0262) 324 40 70,info@masalakebap.com,https://www.masalakebap.com/,https://www.google.com/maps/place/Masala+Kebap/data=!4m7!3m6!1s0x14cb4f87d7a3f2eb:0x5953f0cb1e4e4c0f!8m2!3d40.7647183!4d29.9401826!16s%2Fg%2F11bz_vjj_c!19sChIJ6_Kj14dPyxQRD0xOHsvwU1k?authuser=0&hl=tr&rclk=1
"Refiye Restoran - Cağ Kebap , Izgara , Serpme Kahvaltı , İzmit","Yahyakaptan, Kara Yolu Cd. No:21/B, 41050 İzmit/Kocaeli",(0262) 333 11 12,bilgi@refiyerestaurant.com,https://www.refiyerestaurant.com/,"https://www.google.com/maps/place/Refiye+Restoran+-+Ca%C4%9F+Kebap+,+Izgara+,+Serpme+Kahvalt%C4%B1+,+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f5acc34e273:0x75da875d03438e1f!8m2!3d40.7798403!4d29.9727987!16s%2Fg%2F11g1qj706h!19sChIJc-I0zFpPyxQRH45DA12H2nU?authuser=0&hl=tr&rclk=1"
Lotus Meat,"Yenişehir, Dönmez Sk., 41040 İzmit/Kocaeli",0506 871 49 28,info@lafloraotel.com,https://lafloraotel.com/restaurant/lotus-1,https://www.google.com/maps/place/Lotus+Meat/data=!4m7!3m6!1s0x14cb4f1eb6bbb193:0x9badc0bd4cce3c92!8m2!3d40.7658064!4d29.9660805!16s%2Fg%2F11hdjhm653!19sChIJk7G7th5PyxQRkjzOTL3ArZs?authuser=0&hl=tr&rclk=1
İntiba Döner - İzmit,"Körfez, İstanbul İzmit Yanyolu No:137 No:137, 41040 İzmit/Kocaeli",0850 644 5775,info@intiba.com.tr,http://www.intiba.com.tr/,https://www.google.com/maps/place/%C4%B0ntiba+D%C3%B6ner+-+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f8ba9fa58c7:0xe62851d5e7327ad0!8m2!3d40.7629711!4d29.9478727!16s%2Fg%2F11by_ldj2t!19sChIJx1j6qYtPyxQR0Hoy59VRKOY?authuser=0&hl=tr&rclk=1
Anıt Park Köftecisi,"Kadıköy, Atatürk Blv. No:45, 41050 İzmit/Kocaeli",0541 804 31 09,info@kocaeli-de.com,http://www.kocaeli-de.com/Yerler/anitpark-koftecisi,https://www.google.com/maps/place/An%C4%B1t+Park+K%C3%B6ftecisi/data=!4m7!3m6!1s0x14cb4f893828a995:0xf1291d08340bcac5!8m2!3d40.7658942!4d29.9435318!16s%2Fg%2F113gg2krv!19sChIJlakoOIlPyxQRxcoLNAgdKfE?authuser=0&hl=tr&rclk=1
Mini Köşk Köfte,"Çayırköy, Yeni Kandıra Yolu, 41000 İzmit/Kocaeli",(0262) 367 41 92,info@minikosk.com,http://www.minikosk.com/,https://www.google.com/maps/place/Mini+K%C3%B6%C5%9Fk+K%C3%B6fte/data=!4m7!3m6!1s0x14cb51c6950ade11:0xd9bec258e5fa254!8m2!3d40.7971493!4d29.9927932!16s%2Fg%2F1v0bvzks!19sChIJEd4KlcZRyxQRVKJfjiXsmw0?authuser=0&hl=tr&rclk=1
Koçal Çiftliği Kafe&Restoran Yuvacık,"Mahallesi, Yuvacık Yakacık, Önder Sk. No:43, 41090 Başiskele/Kocaeli",0539 841 33 22,kocalciftligirestorant@gmail.com,http://www.kocalciftligi.com/,https://www.google.com/maps/place/Ko%C3%A7al+%C3%87iftli%C4%9Fi+Kafe%26Restoran+Yuvac%C4%B1k/data=!4m7!3m6!1s0x14cb5d9df3cd0965:0x630e118a86e211f5!8m2!3d40.6713709!4d29.9788658!16s%2Fg%2F11hz3cndc0!19sChIJZQnN851dyxQR9RHihooRDmM?authuser=0&hl=tr&rclk=1
Chinese&Sushi Express İzmit,"Körfez, Berk Sk. No:6/1, 41040 İzmit/Kocaeli",0530 471 12 46,info@sushiexpress.com.tr,https://www.sushiexpress.com.tr/,https://www.google.com/maps/place/Chinese%26Sushi+Express+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f19002fbc0f:0xf09a9955ee49b67f!8m2!3d40.7647525!4d29.9404145!16s%2Fg%2F11y3s6m0nc!19sChIJD7wvABlPyxQRf7ZJ7lWZmvA?authuser=0&hl=tr&rclk=1
Dünya Yemek Catering,"Kozluk Mah.Mustafa Karakaş Sk, Atlas Sk. No: 14, 41860 İzmit/Kocaeli",0544 125 57 00,"satis@dunyayemek.com, info@dunyayemek.com",https://dunyayemek.com/iletisim,https://www.google.com/maps/place/D%C3%BCnya+Yemek+Catering/data=!4m7!3m6!1s0x14cb458995dd8821:0x7edee551596dfbbb!8m2!3d40.7664425!4d29.9109966!16s%2Fg%2F11flz3xrqc!19sChIJIYjdlYlFyxQRu_ttWVHl3n4?authuser=0&hl=tr&rclk=1
Hoşgör Pastaneleri,"Ömerağa, İnönü Cd. No:148, 41060 İzmit/Kocaeli",(0262) 322 96 30,demiryolu@hosgor.com.tr,http://www.hosgorpastaneleri.com/,https://www.google.com/maps/place/Ho%C5%9Fg%C3%B6r+Pastaneleri/data=!4m7!3m6!1s0x14cb4580125c8f8b:0xf17095da32967601!8m2!3d40.7756916!4d29.9789843!16s%2Fg%2F1vnn3nf6!19sChIJi49cEoBFyxQRAXaWMtqVcPE?authuser=0&hl=tr&rclk=1
Midpoint - Symbol AVM,"Symbol, Kocaeli",Telefon Yok,info@tikla.com.tr,https://www.tikla.com.tr/midpoint-symbol-kocaeli-avm.html,https://www.google.com/maps/place/Midpoint+-+Symbol+AVM/data=!4m7!3m6!1s0x14cb50036a2cb18d:0x7b01956958810603!8m2!3d40.7591603!4d29.9796404!16s%2Fg%2F11c55vzp9q!19sChIJjbEsagNQyxQRAwaBWGmVAXs?authuser=0&hl=tr&rclk=1
Kolibri Coffee Yenişehir,"Yenişehir, Demokrasi Cd. No:31, 41100 İzmit/Kocaeli",Telefon Yok,info@kolibricoffee.com.tr,https://kolibricoffee.com.tr/,https://www.google.com/maps/place/Kolibri+Coffee+Yeni%C5%9Fehir/data=!4m7!3m6!1s0x14cb4fb23516cf7d:0x238bf74907bdea9f!8m2!3d40.7628273!4d29.9629419!16s%2Fg%2F11w997f0w4!19sChIJfc8WNbJPyxQRn-q9B0n3iyM?authuser=0&hl=tr&rclk=1
Salash Burger,"Yenişehir, Democracy Boulevard No:86, 41050 İzmit/Kocaeli",(0262) 643 54 61,info@salashburger.com,http://www.salashburger.com/,https://www.google.com/maps/place/Salash+Burger/data=!4m7!3m6!1s0x14cb4ff0fec7e08d:0xfe2bfd79895fb935!8m2!3d40.7635553!4d29.9598363!16s%2Fg%2F11hb33blxs!19sChIJjeDH_vBPyxQRNblfiXn9K_4?authuser=0&hl=tr&rclk=1
Garniture Cafe Restaurant Patisserie,"Fethiye Caddesi No:45 Tarihi Osmanlı Hamamı Karşısı, 41200 İzmit/Kocaeli",(0262) 322 52 00,info@garniture.com.tr,http://www.garniture.com.tr/,https://www.google.com/maps/place/Garniture+Cafe+Restaurant+Patisserie/data=!4m7!3m6!1s0x14cb4580439ef93f:0xc3b99b418cae87a3!8m2!3d40.7653356!4d29.9257476!16s%2Fg%2F113fkdc5t!19sChIJP_meQ4BFyxQRo4eujEGbucM?authuser=0&hl=tr&rclk=1
Köfteci Yusuf,"Ovacık, D100 No:18, 41140 Başiskele/Kocaeli",444 6 162,musterihizmetleri@kofteciyusuf.com.tr,https://www.kofteciyusuf.com/,https://www.google.com/maps/place/K%C3%B6fteci+Yusuf/data=!4m7!3m6!1s0x408703b02dc8c6cd:0x9195ea3dcd417229!8m2!3d40.7598112!4d29.9742297!16s%2Fg%2F11clwj6t6q!19sChIJzcbILbADh0ARKXJBzT3qlZE?authuser=0&hl=tr&rclk=1
Hoşgör Pastanesi,"Ömerağa, 41040 İzmit/Kocaeli",(0262) 321 35 40,demiryolu@hosgor.com.tr,http://www.hosgor.com.tr/,https://www.google.com/maps/place/Ho%C5%9Fg%C3%B6r+Pastanesi/data=!4m7!3m6!1s0x14cb4580122e15a9:0x94d4cbb2149fb575!8m2!3d40.765716!4d29.9266927!16s%2Fg%2F1th463k9!19sChIJqRUuEoBFyxQRdbWfFLLL1JQ?authuser=0&hl=tr&rclk=1
Makarnam,"Sanayi, Ömer Türkçakal Blv. No:7, 41040 İzmit/Kocaeli",(0262) 504 73 31,info@makarnam.com.tr,https://www.makarnam.com.tr/,https://www.google.com/maps/place/Makarnam/data=!4m7!3m6!1s0x14cb4f5677c476d5:0x1236545d1573231e!8m2!3d40.7642375!4d29.9410152!16s%2Fg%2F11txf739p7!19sChIJ1XbEd1ZPyxQRHiNzFV1UNhI?authuser=0&hl=tr&rclk=1
Gırnata Kocaeli - Adaplı Meyhane,"Ömerağa, Oramiral Salim Dervişoğlu Cd. 76/A, 41100 İzmit/Kocaeli",0538 095 14 17,girnatakocaeli@gmail.com,https://girnatakocaeli.com/,https://www.google.com/maps/place/G%C4%B1rnata+Kocaeli+-+Adapl%C4%B1+Meyhane/data=!4m7!3m6!1s0x14cb45abbb78bb99:0x67412acb53d6022a!8m2!3d40.7607423!4d29.9298664!16s%2Fg%2F11j8lzskqz!19sChIJmbt4u6tFyxQRKgLWU8sqQWc?authuser=0&hl=tr&rclk=1
Özkılıç Aspava Lounge,"Yenişehir, Demokrasi Cd. No:65, 41040, 41200 İzmit/Kocaeli",(0262) 311 46 46,iletisim@ozkilicaspava.com.tr,https://www.ozkilicaspava.com.tr/,https://www.google.com/maps/place/%C3%96zk%C4%B1l%C4%B1%C3%A7+Aspava+Lounge/data=!4m7!3m6!1s0x14cb4fb3b12f19a7:0xf61d4637eed58170!8m2!3d40.7632347!4d29.9599681!16s%2Fg%2F11l6j4rdww!19sChIJpxkvsbNPyxQRcIHV7jdGHfY?authuser=0&hl=tr&rclk=1
Sümela Köfte ve Fırını,"Atakent Mh, Sapanca Yolu Cd. No:44, 41180 Kartepe/Kocaeli",(0262) 371 23 78,iletisim@naiboglusumela.com,http://www.sumelakartepe.com/,https://www.google.com/maps/place/S%C3%BCmela+K%C3%B6fte+ve+F%C4%B1r%C4%B1n%C4%B1/data=!4m7!3m6!1s0x14cb50bba11a4eb5:0x3d10335fe4258e01!8m2!3d40.742642!4d30.050569!16s%2Fg%2F1thm0p1s!19sChIJtU4aobtQyxQRAY4l5F8zED0?authuser=0&hl=tr&rclk=1
Vadi Restaurant,"Çınarlı Mahallesi, Vadisi, Maşukiye, Alabalık Sk. No:22, 41295 Kartepe/Kocaeli",(0262) 354 22 02,info@vadirestaurant.com,http://www.vadirestaurant.com/,https://www.google.com/maps/place/Vadi+Restaurant/data=!4m7!3m6!1s0x14cb50369618c7e9:0x9a5f3b688c5f113!8m2!3d40.6914024!4d30.1258525!16s%2Fg%2F1tht3p7z!19sChIJ6ccYljZQyxQRE_HFiLbzpQk?authuser=0&hl=tr&rclk=1
Mavi Kayalar Restoran,"Mahallesi, Servetiye Cami, Aşağı Alartı Mevkii 22/1, 41090 Başiskele/Kocaeli",(0262) 345 00 53,info@mavikayalar.com,http://www.mavikayalar.com/,https://www.google.com/maps/place/Mavi+Kayalar+Restoran/data=!4m7!3m6!1s0x14cb431231f87ed5:0x53887c8111f3ab61!8m2!3d40.6337392!4d29.9506154!16s%2Fg%2F11h18dtjzh!19sChIJ1X74MRJDyxQRYavzEYF8iFM?authuser=0&hl=tr&rclk=1
Katmışlar Yemek Hizmetleri,"Karadenizliler, Sayı Sk. No:5, 41300 Başiskele/Kocaeli",(0262) 335 49 09,"katmislaryemek@hotmail.com, info@katmislaryemek.com",http://www.katmislaryemek.com/,https://www.google.com/maps/place/Katm%C4%B1%C5%9Flar+Yemek+Hizmetleri/data=!4m7!3m6!1s0x14cb457cf7f44079:0x4644a06c286ea995!8m2!3d40.7513542!4d29.9610469!16s%2Fg%2F11fqhbw7qh!19sChIJeUD093xFyxQRlaluKGygREY?authuser=0&hl=tr&rclk=1
Lokanta Boşnak Tayfur Usta,"Sanayi, 41040 İzmit/Kocaeli",0530 546 56 49,iletisim@multinet.com.tr,http://instagram.com/lokantabosnak,https://www.google.com/maps/place/Lokanta+Bo%C5%9Fnak+Tayfur+Usta/data=!4m7!3m6!1s0x14cb45698ff06fb3:0x2d1e7d29f8e7851a!8m2!3d40.7468642!4d29.9489133!16s%2Fg%2F1ts2lw0h!19sChIJs2_wj2lFyxQRGoXn-Cl9Hi0?authuser=0&hl=tr&rclk=1
Seyir 360 Cafe Restaurant,"ışıltı sok. Mikav, Yuvacık Yakacık, mesire alanı 16/33, 41090 Başiskele/Kocaeli",0530 341 53 60,bilgi@mikav.org,https://www.seyir360.com/qr-menu/,https://www.google.com/maps/place/Seyir+360+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb5d1fb2372987:0x4d3d6eb308327c54!8m2!3d40.6879521!4d29.9502844!16s%2Fg%2F11sh4bwcw6!19sChIJhyk3sh9dyxQRVHwyCLNuPU0?authuser=0&hl=tr&rclk=1
Monte Air Cafe,"Karabaş, Şahabettin Bilgisu Cd. No:24, 41040, 41040 İzmit/Kocaeli",(0262) 332 00 10,info@monteair.com,http://monteair.com/,https://www.google.com/maps/place/Monte+Air+Cafe/data=!4m7!3m6!1s0x14cb45259430dcbd:0x59d6c1bc01759803!8m2!3d40.7626636!4d29.9317799!16s%2Fg%2F11flhs070v!19sChIJvdwwlCVFyxQRA5h1AbzB1lk?authuser=0&hl=tr&rclk=1
Gölbaşı Restaurant,"Hisareyn Mh. Fatih Cd. No:185, Gölcük / Kocaeli, 41663",(0262) 434 48 00,iletisim@golbasirestaurant.net,http://www.golbasirestaurant.net/,https://www.google.com/maps/place/G%C3%B6lba%C5%9F%C4%B1+Restaurant/data=!4m7!3m6!1s0x14cb40cbf7721973:0x5c535b03c9927b83!8m2!3d40.6831817!4d29.8660945!16s%2Fg%2F1hc1l_m9w!19sChIJcxly98tAyxQRg3uSyQNbU1w?authuser=0&hl=tr&rclk=1
KASAPHAN STEAK HOUSE,"Yazlık Yeni, Atilla Han Cd. No:7, 41650 Gölcük/Kocaeli",(0262) 433 24 24,"info@kasaphan.com.tr, info@kasaphan.com",http://www.kasaphan.com.tr/,https://www.google.com/maps/place/KASAPHAN+STEAK+HOUSE/data=!4m7!3m6!1s0x14cb41496f29f14b:0x7b193edf0ba60ae9!8m2!3d40.705283!4d29.862323!16s%2Fg%2F11fxcxgm8h!19sChIJS_Epb0lByxQR6QqmC98-GXs?authuser=0&hl=tr&rclk=1
The Hunger İzmit Symbol Avm,"Ovacık Mahallesi D100 Karayolu Caddesi No: 48 GF Başiskele, 41190 Başiiskele/Kocaeli",0537 569 53 68,thehunger@thehunger.com.tr,https://www.thehunger.com.tr/,https://www.google.com/maps/place/The+Hunger+%C4%B0zmit+Symbol+Avm/data=!4m7!3m6!1s0x14cb51a59095ae37:0x9f1888c27f4cc476!8m2!3d40.7572302!4d29.9791631!16s%2Fg%2F11tj6gh0hw!19sChIJN66VkKVRyxQRdsRMf8KIGJ8?authuser=0&hl=tr&rclk=1
Maçka İşkembe,"Yenişehir, Demokrasi Cd. No:74, 41050 İzmit/Kocaeli",(0262) 313 00 11,info@macka.com.tr,http://www.macka.com.tr/,https://www.google.com/maps/place/Ma%C3%A7ka+%C4%B0%C5%9Fkembe/data=!4m7!3m6!1s0x14cb4ff07dc91143:0x9af16d88cbc1dcf8!8m2!3d40.763416!4d29.962055!16s%2Fg%2F1q66xsn89!19sChIJQxHJffBPyxQR-NzBy4ht8Zo?authuser=0&hl=tr&rclk=1
"Loco Lounge & Hookah - İzmit Nargile, Maç","Duo Life Residence Symbol AVM Arkası, Ovacık, Kavakçılık Sok No:31/D, 41300 Başiskele/Kocaeli",0536 706 58 07,info@locolounge.com.tr,http://www.locolounge.com.tr/,"https://www.google.com/maps/place/Loco+Lounge+%26+Hookah+-+%C4%B0zmit+Nargile,+Ma%C3%A7/data=!4m7!3m6!1s0x14cb4f57181a2e71:0x1036ea09ee36c1ed!8m2!3d40.7555281!4d29.9775218!16s%2Fg%2F11s1l6kb2k!19sChIJcS4aGFdPyxQR7cE27gnqNhA?authuser=0&hl=tr&rclk=1"
Maide Kafe & Restoran & Düğün Salonu,"Sekapark 2.Etap, Serdar, Güneş Cd., 41100 İzmit/Kocaeli",0536 313 33 11,musterihizmetleri@antikkapi.com.tr,http://www.antikkapi.com.tr/,https://www.google.com/maps/place/Maide+Kafe+%26+Restoran+%26+D%C3%BC%C4%9F%C3%BCn+Salonu/data=!4m7!3m6!1s0x14cb454254fa935b:0xf04d8cacb6e27f40!8m2!3d40.7599655!4d29.8909353!16s%2Fg%2F11cs5y2pg5!19sChIJW5P6VEJFyxQRQH_itqyMTfA?authuser=0&hl=tr&rclk=1
Seka Pilavcısı Yürüyüş Yolu,"Karabaş, Cengiz Topel Cd. NO:26-D D:E, 41040 İzmit/Kocaeli",(0262) 322 58 58,busrakosesoy@gmail.com,https://sekapilavcisi.com/,https://www.google.com/maps/place/Seka+Pilavc%C4%B1s%C4%B1+Y%C3%BCr%C3%BCy%C3%BC%C5%9F+Yolu/data=!4m7!3m6!1s0x14cb4f879feb1999:0x4933351683ae91f0!8m2!3d40.7646185!4d29.9366906!16s%2Fg%2F11c1xjm759!19sChIJmRnrn4dPyxQR8JGugxY1M0k?authuser=0&hl=tr&rclk=1
