Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Giriftar Cafe,"Demirtaş, Yüksekler Sk. No:4, 34134 Fatih/İstanbul",(0212) 520 01 07,"info@giriftarcafe.com, yalcineren@gmail.com",http://www.giriftarcafe.com/,https://www.google.com/maps/place/Giriftar+Cafe/data=!4m7!3m6!1s0x14cab9ed0e329eb3:0x2318447355b1a25c!8m2!3d41.0170203!4d28.9659815!16s%2Fg%2F11b_2yld2r!19sChIJs54yDu25yhQRXKKxVXNEGCM?authuser=0&hl=tr&rclk=1
Divella Bistro Restaurant,"Cankurtaran mah. akbıyık caddesi, Adliye Sk. no:11, 34122 Fatih/İstanbul",0552 880 21 31,"info@divellabistro.net, info@divella.com",https://www.divellabistro.net/,https://www.google.com/maps/place/Divella+Bistro+Restaurant/data=!4m7!3m6!1s0x14cab9e1a405fee1:0xf3d6a4a861b3fcc5!8m2!3d41.006464!4d28.9807498!16s%2Fg%2F11j15jf6hn!19sChIJ4f4FpOG5yhQRxfyzYaik1vM?authuser=0&hl=tr&rclk=1
Buyruk Esnaf Lokantası | 1980'den Bugüne | Lezzet Adresi | Osmanlı Mutfağı | Sirkeci Lokanta,"Hoca Paşa, Hoca Paşa Sk. No:12 D:12, 34112 Fatih/İstanbul",0542 118 00 37,hello@sirkecilokanta.com.tr,https://www.sirkecilokanta.com.tr/,https://www.google.com/maps/place/Buyruk+Esnaf+Lokantas%C4%B1+%7C+1980%27den+Bug%C3%BCne+%7C+Lezzet+Adresi+%7C+Osmanl%C4%B1+Mutfa%C4%9F%C4%B1+%7C+Sirkeci+Lokanta/data=!4m7!3m6!1s0x14cab9eabacf3df5:0x160a7fdece796ee3!8m2!3d41.0138267!4d28.9760457!16s%2Fg%2F1tgdwnjc!19sChIJ9T3Puuq5yhQR4255zt5_ChY?authuser=0&hl=tr&rclk=1
Sultanahmet Buhara Kebab House Restaurant,"Alemdar, Ç. Nuruosmaniye Cd. No:7, 34120 Fatih/İstanbul",(0212) 513 74 24,info@buhara93restaurant.com,https://www.facebook.com/buhararestaurant/,https://www.google.com/maps/place/Sultanahmet+Buhara+Kebab+House+Restaurant/data=!4m7!3m6!1s0x14cab9914e995891:0x30c461083a8602c8!8m2!3d41.010274!4d28.97518!16s%2Fg%2F11c67vk_q4!19sChIJkViZTpG5yhQRyAKGOghhxDA?authuser=0&hl=tr&rclk=1
Seher Restaurant,"Hoca Paşa, İbni Kemal Cd. No:18, 34110 Fatih/İstanbul",0538 580 40 70,info@seherrestaurant.com,https://www.seherrestaurant.com/,https://www.google.com/maps/place/Seher+Restaurant/data=!4m7!3m6!1s0x14cab9bff3c65a9b:0xef54853dd9960687!8m2!3d41.0133246!4d28.9766168!16s%2Fg%2F11c2lb07tx!19sChIJm1rG87-5yhQRhwaW2T2FVO8?authuser=0&hl=tr&rclk=1
By Kinyas Restaurant,"Cankurtaran, Tevkifhane Sk. No:18, 34122 Fatih/İstanbul",(0212) 516 44 02,info@bykinyasrestaurant.com,http://bykinyasrestaurant.com/,https://www.google.com/maps/place/By+Kinyas+Restaurant/data=!4m7!3m6!1s0x14cab9cf7cdcb12f:0xdfa057201375f2df!8m2!3d41.0061787!4d28.9799959!16s%2Fg%2F11flgdrpb6!19sChIJL7HcfM-5yhQR3_J1EyBXoN8?authuser=0&hl=tr&rclk=1
Şerbethane Cafe & Restaurant,"Sultanahmet Mahallesi Arasta Çarşısı Sokağı No:98, 34122 Fatih/İstanbul",(0212) 517 00 04,info@serbethane.com.tr,https://serbethane.net/,https://www.google.com/maps/place/%C5%9Eerbethane+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cab9bd52627a13:0x4965295265fd2fdd!8m2!3d41.0042721!4d28.9767969!16s%2Fg%2F11cjkq2mzq!19sChIJE3piUr25yhQR3S_9ZVIpZUk?authuser=0&hl=tr&rclk=1
Queb Rooftop Restaurant,"The Byzantium Hotel Teras, Cankurtaran, Akbıyık Cd. No:29 D:Kat, 34122 Fatih/İstanbul",(0212) 458 08 80,info@queblounge.com,https://queblounge.com/,https://www.google.com/maps/place/Queb+Rooftop+Restaurant/data=!4m7!3m6!1s0x14cab964004bdc2b:0x4bcdf78a054123ad!8m2!3d41.0055509!4d28.9803879!16s%2Fg%2F11h4zflnpv!19sChIJK9xLAGS5yhQRrSNBBYr3zUs?authuser=0&hl=tr&rclk=1
Panoramic Restaurant,"Alemdar, Yerebatan Cd. No:37, 34110 Fatih/İstanbul",(0212) 511 19 37,info@panoramicrestaurant.com,https://panoramicrestaurant.com/,https://www.google.com/maps/place/Panoramic+Restaurant/data=!4m7!3m6!1s0x14cab9be1a70e9a1:0xcd8716e15724d04!8m2!3d41.0096468!4d28.9764206!16s%2Fg%2F1wn79qyy!19sChIJoelwGr65yhQRBE1yFW5x2Aw?authuser=0&hl=tr&rclk=1
Dükkan Galata,"Müeyyetzade, Tatar Beyi Sk. No:15/B, 34425 Beyoğlu/İstanbul",0537 427 90 30,info@webimonline.com,https://instagram.com/dukkangalata?utm_medium=copy_link,https://www.google.com/maps/place/D%C3%BCkkan+Galata/data=!4m7!3m6!1s0x14cab9b43983f1f5:0xa7da6c8337211fde!8m2!3d41.0259924!4d28.975319!16s%2Fg%2F11j07v2ktf!19sChIJ9fGDObS5yhQR3h8hN4Ns2qc?authuser=0&hl=tr&rclk=1
Pleasure Terrace Roof Restaurant in Istanbul,"Hocapaşa Mah, Hüdavendigar Cd. No:4 Kat:5, 34112 Fatih/İstanbul",0539 377 07 43,terracepleasure@gmail.com,https://pleasureterracerooftop.com/,https://www.google.com/maps/place/Pleasure+Terrace+Roof+Restaurant+in+Istanbul/data=!4m7!3m6!1s0x14cab9be12fd21e9:0xdea984776133276d!8m2!3d41.012584!4d28.9783271!16s%2Fg%2F11t04czzbh!19sChIJ6SH9Er65yhQRbSczYXeEqd4?authuser=0&hl=tr&rclk=1
Lokanta 1741,"Alemdar, Prof. Kazım İsmail Gürkan Cd. No:34, 34110 Fatih/İstanbul",0533 145 17 41,info@lokanta1741.com,https://www.lokanta1741.com/,https://www.google.com/maps/place/Lokanta+1741/data=!4m7!3m6!1s0x14cab97f4e3e2b35:0x55a7f0a361ca425a!8m2!3d41.0106091!4d28.9753116!16s%2Fg%2F11flvvmb7_!19sChIJNSs-Tn-5yhQRWkLKYaPwp1U?authuser=0&hl=tr&rclk=1
Seyr-i İstanbul Haliç Cafe,"Demirtaş, Ayrancı Sk. No:9, 34134 Fatih/İstanbul",0538 487 77 14,info@thehalicbosphorus.com,https://thehalicbosphorus.com/,https://www.google.com/maps/place/Seyr-i+%C4%B0stanbul+Hali%C3%A7+Cafe/data=!4m7!3m6!1s0x14cab9f28d684f83:0xa2666fdf8f02d1b2!8m2!3d41.0188571!4d28.9632056!16s%2Fg%2F1tj5hg_r!19sChIJg09ojfK5yhQRstECj99vZqI?authuser=0&hl=tr&rclk=1
Esto Restaurant,"Alemdar, Çatalçeşme Sk. 29/E, 34110 Fatih/İstanbul",0536 929 70 69,info@estorestaurant.com,https://www.estorestaurant.com/,https://www.google.com/maps/place/Esto+Restaurant/data=!4m7!3m6!1s0x14cab9f166ee6fbd:0x77dc0da113acf5ca!8m2!3d41.0097927!4d28.9762471!16s%2Fg%2F11f8fsqbdc!19sChIJvW_uZvG5yhQRyvWsE6EN3Hc?authuser=0&hl=tr&rclk=1
Yeni Lokanta,"Tomtom, Kumbaracı Ykş. No:66/B, 34433 Beyoğlu/İstanbul",(0212) 292 25 50,info@yenilokanta.com,http://www.yenilokanta.com/,https://www.google.com/maps/place/Yeni+Lokanta/data=!4m7!3m6!1s0x14cab9e0851af0a5:0x4ea7cd502d773958!8m2!3d41.0295319!4d28.9756319!16s%2Fg%2F1ptz3rm_z!19sChIJpfAaheC5yhQRWDl3LVDNp04?authuser=0&hl=tr&rclk=1
Hamdi Restaurant - Eminönü,"Rüstem Paşa Mah Tahmis Caddesi, Kalçin Sk. No:11, 34116",(0212) 528 03 90,info@hamdirestorant.com.tr,http://hamdi.com.tr/tr/eminonu,https://www.google.com/maps/place/Hamdi+Restaurant+-+Emin%C3%B6n%C3%BC/data=!4m7!3m6!1s0x14cab9ec83cac31d:0xe3c65d9af8d24110!8m2!3d41.017173!4d28.969859!16s%2Fg%2F1tp5nxv1!19sChIJHcPKg-y5yhQREEHS-JpdxuM?authuser=0&hl=tr&rclk=1
Pino Gare Roof Restaurant,"Orient Express Hotel, Hoca Paşa, Hüdavendigar Cd. No : 24, 34120 sirkeci/İstanbul",0546 950 36 36,pinogarerestaurant6@gmail.com,https://pinogareroofrestaurant.com/,https://www.google.com/maps/place/Pino+Gare+Roof+Restaurant/data=!4m7!3m6!1s0x14cab9eb250e49f5:0x68a38a0fbb83d33a!8m2!3d41.0132713!4d28.9776074!16s%2Fg%2F11v0j7w3x9!19sChIJ9UkOJeu5yhQROtODuw-Ko2g?authuser=0&hl=tr&rclk=1
Menbat Cafe,"İmrahor Cd, Sütlüce, Sivaseli Sk No:1, 34445 Beyoğlu",(0212) 314 04 40,info@menbat.cafe,http://menbat.cafe/,https://www.google.com/maps/place/Menbat+Cafe/data=!4m7!3m6!1s0x14cab13d652e4351:0xb36c29775f1730fa!8m2!3d41.0589996!4d28.950879!16s%2Fg%2F11h3m7mf6v!19sChIJUUMuZT2xyhQR-jAXX3cpbLM?authuser=0&hl=tr&rclk=1
"Sultan Doner Kebab Restaurant /Grand Bazaar İstanbul ,","Grand Bazaar Gate 1 Nuru Osmaniye, Mollafenari Çarşı Kapı, çarşıkapı cad Caddesi No:19, 34120 Fatih/İstanbul",(0212) 522 44 15,info@tadar.app,https://www.sultandoner.com/,"https://www.google.com/maps/place/Sultan+Doner+Kebab+Restaurant+%2FGrand+Bazaar+%C4%B0stanbul+,/data=!4m7!3m6!1s0x14cab996a5555555:0xbc6765ed20bfe46d!8m2!3d41.0100161!4d28.9699888!16s%2Fg%2F11h3vk7hzs!19sChIJVVVVpZa5yhQRbeS_IO1lZ7w?authuser=0&hl=tr&rclk=1"
Ortaklar Kebap Restaurant,"Binbirdirek, Peykhane Cd. No:27/a, 34122 Fatih/İstanbul",(0212) 517 61 98,ortaklaryt1997@gmail.com,https://ortaklarkebaprestaurant.com/,https://www.google.com/maps/place/Ortaklar+Kebap+Restaurant/data=!4m7!3m6!1s0x14cab9f6dccdc703:0x64b18fa727e7f483!8m2!3d41.0072314!4d28.9721228!16s%2Fg%2F11sqw7chhj!19sChIJA8fN3Pa5yhQRg_TnJ6ePsWQ?authuser=0&hl=tr&rclk=1
Orient Express Restaurant,"Hoca Paşa, Sirkeci İstasyon Cd. No:2, 34110 Fatih/İstanbul",(0212) 522 22 80,info@orientexpressrestaurant.net,https://orientexpressrestaurant.net/,https://www.google.com/maps/place/Orient+Express+Restaurant/data=!4m7!3m6!1s0x14cab9c036a104eb:0x69bbcc7c42d23572!8m2!3d41.0153017!4d28.9772955!16s%2Fg%2F11ddy1fb93!19sChIJ6wShNsC5yhQRcjXSQnzMu2k?authuser=0&hl=tr&rclk=1
The Ottomans Kitchen Cafe Restaurant,"Sultan Ahmet, Akbıyık Cd. No:70, 34122 Fatih/İstanbul",0531 639 30 18,theottomanskitchen@gmail.com,https://theottomanskitchencaferestaurant.com/,https://www.google.com/maps/place/The+Ottomans+Kitchen+Cafe+Restaurant/data=!4m7!3m6!1s0x14cab90687f59b7b:0x6fb48abc1063f7fc!8m2!3d41.0045626!4d28.9790628!16s%2Fg%2F11sfr96cgp!19sChIJe5v1hwa5yhQR_PdjELyKtG8?authuser=0&hl=tr&rclk=1
Ali Ocakbaşı Karaköy,"Grifin Han, Tersane Caddesi, Kardeşim Sk. No:45, 34420 Beyoğlu/İstanbul",(0212) 293 10 11,kurucesme@aliocakbasi.com,http://www.aliocakbasi.com/,https://www.google.com/maps/place/Ali+Ocakba%C5%9F%C4%B1+Karak%C3%B6y/data=!4m7!3m6!1s0x14cab9e8f30c7905:0xb2c87d51a4ed4815!8m2!3d41.0224857!4d28.9727743!16s%2Fg%2F11b5pjl390!19sChIJBXkM8-i5yhQRFUjtpFF9yLI?authuser=0&hl=tr&rclk=1
Turgut Kebab Restaurant -Sultanahmet-,"Sultan Ahmet, Akbıyık Cd. No:64, 34122 Fatih/İstanbul",0554 012 12 02,turgutdurumpide@hotmail.com,https://www.turgutkebap.com/,https://www.google.com/maps/place/Turgut+Kebab+Restaurant+-Sultanahmet-/data=!4m7!3m6!1s0x14cab9bce057739d:0xfc3349384daf02f9!8m2!3d41.004723!4d28.979098!16s%2Fg%2F11hbprfx4v!19sChIJnXNX4Ly5yhQR-QKvTThJM_w?authuser=0&hl=tr&rclk=1
Matbah Restaurant,"Cankurtaran, Caferiye Sk. No:6 D:1, 34122 Fatih/İstanbul",(0212) 514 61 51,info@matbahrestaurant.com,https://www.matbahrestaurant.com/,https://www.google.com/maps/place/Matbah+Restaurant/data=!4m7!3m6!1s0x14cab9be61a3118b:0xbe72239e4a62fce7!8m2!3d41.0092761!4d28.979114!16s%2Fg%2F1tfn5k5r!19sChIJixGjYb65yhQR5_xiSp4jcr4?authuser=0&hl=tr&rclk=1
Constantines Ark,"Hoca Paşa, İbni Kemal Cd. No:13, 34110 Fatih/İstanbul",(0212) 522 34 21,info@constantinesark.istanbul,https://constantinesark.istanbul/,https://www.google.com/maps/place/Constantines+Ark/data=!4m7!3m6!1s0x14cab9bff2526c9d:0x9b97b142d440e6c3!8m2!3d41.0129705!4d28.9770832!16s%2Fg%2F11clvtf_x1!19sChIJnWxS8r-5yhQRw-ZA1EKxl5s?authuser=0&hl=tr&rclk=1
Deraliye Ottoman Cuisine Restaurant,"Alemdar Mahallesi Ticaret Hane Sokak Giriş Kat No 10, 34122",(0212) 520 77 78,info@deraliyerestaurant.com,https://deraliyerestaurant.com/,https://www.google.com/maps/place/Deraliye+Ottoman+Cuisine+Restaurant/data=!4m7!3m6!1s0x14cab996011ea127:0xfcefecb3d43b2028!8m2!3d41.008827!4d28.9761024!16s%2Fg%2F11b8789m0g!19sChIJJ6EeAZa5yhQRKCA71LPs7_w?authuser=0&hl=tr&rclk=1
Seven Hills Restaurant,"Cankurtaran, Tevkifhane Sk. No:8 Kat:3, 34122 Fatih/İstanbul",0534 522 37 93,info@sevenhillsrestaurant.com,https://www.sevenhillsrestaurant.com/,https://www.google.com/maps/place/Seven+Hills+Restaurant/data=!4m7!3m6!1s0x14cab9bc4a57a37d:0xd36133b24b2fdc0a!8m2!3d41.0063995!4d28.9797043!16s%2Fg%2F11b6t6t100!19sChIJfaNXSry5yhQRCtwvS7IzYdM?authuser=0&hl=tr&rclk=1
Abdi Bey Lokantası,"Arap Cami, Bankalar Cd. No: 21, 34421 Beyoğlu/İstanbul",0531 783 33 33,"info@abdibey.com.tr, hello@abdibey.com.tr",https://abdibey.com.tr/,https://www.google.com/maps/place/Abdi+Bey+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cab9dd86268b01:0x6856c88988ebdfd!8m2!3d41.0240731!4d28.9725351!16s%2Fg%2F11w319jyrp!19sChIJAYsmht25yhQR_b2OmIhshQY?authuser=0&hl=tr&rclk=1
Kaktüs Cihangir,"Pürtelaş Hasan Efendi, Cihangir Cd. No:16/A, 34343 Beyoğlu/İstanbul",(0212) 243 57 31,info@kaktuscihangir.com,http://www.kaktuscihangir.com/,https://www.google.com/maps/place/Kakt%C3%BCs+Cihangir/data=!4m7!3m6!1s0x14cab762dc1a5431:0xc3636cc823573543!8m2!3d41.0316158!4d28.9866232!16s%2Fg%2F1tcwzj_9!19sChIJMVQa3GK3yhQRQzVXI8hsY8M?authuser=0&hl=tr&rclk=1
İstanbull Cafe,"Caferağa, Miralay Nazım Sk. no:15, 34714 Kadıköy/İstanbul",0506 271 07 17,info@istanbullcafe.com,http://istanbullcafe.com/,https://www.google.com/maps/place/%C4%B0stanbull+Cafe/data=!4m7!3m6!1s0x14cab86f37c5bc65:0xf18f7014a173410d!8m2!3d40.9879085!4d29.0280797!16s%2Fg%2F11b7xmvhwc!19sChIJZbzFN2-4yhQRDUFzoRRwj_E?authuser=0&hl=tr&rclk=1
Moss Lounge The Bosphorus,"Demirtaş, Fetva Ykş. no:18A, 34116 Fatih/İstanbul",(0212) 514 65 78,info@mossloungethebosphorus.com,http://www.mossloungethebosphorus.com/,https://www.google.com/maps/place/Moss+Lounge+The+Bosphorus/data=!4m7!3m6!1s0x14cab9de9befa9e9:0x679626bd824700a!8m2!3d41.0166986!4d28.9656625!16s%2Fg%2F11kv34lk72!19sChIJ6anvm965yhQRCnAk2GtieQY?authuser=0&hl=tr&rclk=1
Nova Şantiye Cafe,"Süleymaniye, Siyavuş Paşa Sk. No: 24, 34116 Fatih/İstanbul",(0212) 513 06 81,info@novasantiyecafe.com,https://www.novasantiyecafe.com/,https://www.google.com/maps/place/Nova+%C5%9Eantiye+Cafe/data=!4m7!3m6!1s0x14cab9ed342ef3ad:0xfdde93b44a080174!8m2!3d41.0165331!4d28.9661588!16s%2Fg%2F11by_xh0kl!19sChIJrfMuNO25yhQRdAEISrST3v0?authuser=0&hl=tr&rclk=1
Beyaz İnci Restaurant Galata Köprüsü,"Haliç Tarafı, Rüstem Paşa, Galata Köprüsü altı No:5, 34116 Fatih/İstanbul",0531 919 19 09,info@beyazincirestaurant.com,https://www.beyazinci-restaurant.com/,https://www.google.com/maps/place/Beyaz+%C4%B0nci+Restaurant+Galata+K%C3%B6pr%C3%BCs%C3%BC/data=!4m7!3m6!1s0x14cab9e962a36e8d:0xab11f0631e74461d!8m2!3d41.0191566!4d28.9724094!16s%2Fg%2F11d_z7cm48!19sChIJjW6jYum5yhQRHUZ0HmPwEas?authuser=0&hl=tr&rclk=1
Hidden Garden Restaurant Sultanahmet,"Binbirdirek, Peykhane Cd. No: 14/A, 34122 Fatih/İstanbul",0532 067 48 13,"hiddengardensultanahmett@gmail.com, info@mshiddengarden.com",https://mshiddengarden.com/,https://www.google.com/maps/place/Hidden+Garden+Restaurant+Sultanahmet/data=!4m7!3m6!1s0x14cab96c9d63641b:0x6d7a0fe832213f66!8m2!3d41.006749!4d28.9724282!16s%2Fg%2F11mv20mk1n!19sChIJG2RjnWy5yhQRZj8hMugPem0?authuser=0&hl=tr&rclk=1
Garden 1897 Restaurant,"Inside of Garden House Hotel, Küçük Ayasofya, Şht. Mehmet Paşa Sk. No5, 34122 Fatih/İstanbul",0530 186 23 59,info@garden1897.com,https://www.garden1897.com/,https://www.google.com/maps/place/Garden+1897+Restaurant/data=!4m7!3m6!1s0x14cab9d65bfb8111:0x29da03127cb377b!8m2!3d41.0040252!4d28.9725597!16s%2Fg%2F11h_bwzsb6!19sChIJEYH7W9a5yhQRezfLJzGgnQI?authuser=0&hl=tr&rclk=1
Luco Restaurant Rooftop Sirkeci,"Hoca Paşa, Ebussuud Cd. No:21, 34112 Fatih/İstanbul",0538 017 84 74,restaurantlucoroof@gmail.com,https://restaurantluco.com/,https://www.google.com/maps/place/Luco+Restaurant+Rooftop+Sirkeci/data=!4m7!3m6!1s0x14cab9772d258bb1:0xeb33231be10241c6!8m2!3d41.0126627!4d28.9769354!16s%2Fg%2F11smqk15pz!19sChIJsYslLXe5yhQRxkEC4RsjM-s?authuser=0&hl=tr&rclk=1
Roof Mezze 360 Restaurant,"Seres old city hotel, Hoca Paşa, Hüdavendigar Cd. No:25, 34420 Fatih/İstanbul",0536 418 50 25,roofmezze@gmail.com,http://roofmezze360.com/,https://www.google.com/maps/place/Roof+Mezze+360+Restaurant/data=!4m7!3m6!1s0x14cab9c00f19ee23:0x32d44de0eea80503!8m2!3d41.0137159!4d28.9769003!16s%2Fg%2F11fzf6ckmt!19sChIJI-4ZD8C5yhQRAwWo7uBN1DI?authuser=0&hl=tr&rclk=1
Carlos Terrace Restaurant İstanbul,"Sultan Ahmet, Akbıyık Cd. No:75, 34140 Fatih/İstanbul",0542 475 45 72,info@carlosterrace.com,http://www.carlosterrace.com/,https://www.google.com/maps/place/Carlos+Terrace+Restaurant+%C4%B0stanbul/data=!4m7!3m6!1s0x14cab98358c1025b:0x38cadb825db2d93c!8m2!3d41.0039248!4d28.9790421!16s%2Fg%2F11r3mjfwjx!19sChIJWwLBWIO5yhQRPNmyXYLbyjg?authuser=0&hl=tr&rclk=1
