Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Masala Kebap,"Körfez Mahallesi, Berk Sokak No:1 - Dolphin AVM Karşısı, 41040 İzmit/Kocaeli",(0262) 324 40 70,info@masalakebap.com,https://www.masalakebap.com/,https://www.google.com/maps/place/Masala+Kebap/data=!4m7!3m6!1s0x14cb4f87d7a3f2eb:0x5953f0cb1e4e4c0f!8m2!3d40.7647183!4d29.9401826!16s%2Fg%2F11bz_vjj_c!19sChIJ6_Kj14dPyxQRD0xOHsvwU1k?authuser=0&hl=tr&rclk=1
Lotus Meat,"Yenişehir, Dönmez Sk., 41040 İzmit/Kocaeli",0506 871 49 28,info@lafloraotel.com,https://lafloraotel.com/restaurant/lotus-1,https://www.google.com/maps/place/Lotus+Meat/data=!4m7!3m6!1s0x14cb4f1eb6bbb193:0x9badc0bd4cce3c92!8m2!3d40.7658064!4d29.9660805!16s%2Fg%2F11hdjhm653!19sChIJk7G7th5PyxQRkjzOTL3ArZs?authuser=0&hl=tr&rclk=1
İkilim Tantuni,"Yahyakaptan, Şht. Ergün Köncü Sk. No:11, 41050 İzmit/Kocaeli",(0262) 311 56 85,info@tikla.com.tr,https://www.tikla.com.tr/ikilim-tantuni-izmit.html,https://www.google.com/maps/place/%C4%B0kilim+Tantuni/data=!4m7!3m6!1s0x14cb4fe1564ed9b9:0x2e8946ddbf7f2bd2!8m2!3d40.7684534!4d29.9686981!16s%2Fg%2F113gr2y5t!19sChIJudlOVuFPyxQR0it_v91GiS4?authuser=0&hl=tr&rclk=1
"Saklı Vadi Restaurant - Maşukiye, Kartepe","Kartepe Kayak Merkezi yolu üzeri 5.km Maşukiye, 41295 Kartepe/Kocaeli",(0262) 354 20 30,info@kartepesaklivadi.com,https://kartepesaklivadi.com/,"https://www.google.com/maps/place/Sakl%C4%B1+Vadi+Restaurant+-+Ma%C5%9Fukiye,+Kartepe/data=!4m7!3m6!1s0x14cb58697c598bf7:0x529553bbe6e63582!8m2!3d40.6831094!4d30.1388374!16s%2Fg%2F1yfh_kdwx!19sChIJ94tZfGlYyxQRgjXm5rtTlVI?authuser=0&hl=tr&rclk=1"
Mahmut Usta Künefe ve Baklava Salonları,"Körfez, Atatürk Blv. No:24, 41040 İzmit/Kocaeli",(0262) 321 07 02,info@mahmutustatatlilari.com,https://mahmutustatatlilari.com/,https://www.google.com/maps/place/Mahmut+Usta+K%C3%BCnefe+ve+Baklava+Salonlar%C4%B1/data=!4m7!3m6!1s0x14cb4f888c2a026b:0x4b55d5784040ef9d!8m2!3d40.7651954!4d29.9404705!16s%2Fg%2F113f0rwt8!19sChIJawIqjIhPyxQRne9AQHjVVUs?authuser=0&hl=tr&rclk=1
Midpoint - Symbol AVM,"Symbol, Kocaeli",Telefon Yok,info@tikla.com.tr,https://www.tikla.com.tr/midpoint-symbol-kocaeli-avm.html,https://www.google.com/maps/place/Midpoint+-+Symbol+AVM/data=!4m7!3m6!1s0x14cb50036a2cb18d:0x7b01956958810603!8m2!3d40.7591603!4d29.9796404!16s%2Fg%2F11c55vzp9q!19sChIJjbEsagNQyxQRAwaBWGmVAXs?authuser=0&hl=tr&rclk=1
Jumbo Künefe İzmit Yahyakaptan,"Yahyakaptan, Şht. Ergün Köncü Sk. No:7, 41050 İzmit/Kocaeli",(0262) 333 33 31,"cerenkanberoglu@ilepa.com.tr, arif@ilepa.com.tr, ilkeracay@jumbokunefe.com, burakbektas@jumbokunefe.com, e.kekliik@gmail.com, info@jumbokunefe.com",http://www.jumbokunefe.com/,https://www.google.com/maps/place/Jumbo+K%C3%BCnefe+%C4%B0zmit+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fe3fc3507cf:0x5e7216e8cda78fda!8m2!3d40.7682684!4d29.9686663!16s%2Fg%2F11g8vbrnwr!19sChIJzwc1_ONPyxQR2o-nzegWcl4?authuser=0&hl=tr&rclk=1
Sümela Köfte ve Fırını,"Atakent Mh, Sapanca Yolu Cd. No:44, 41180 Kartepe/Kocaeli",(0262) 371 23 78,iletisim@naiboglusumela.com,http://www.sumelakartepe.com/,https://www.google.com/maps/place/S%C3%BCmela+K%C3%B6fte+ve+F%C4%B1r%C4%B1n%C4%B1/data=!4m7!3m6!1s0x14cb50bba11a4eb5:0x3d10335fe4258e01!8m2!3d40.742642!4d30.050569!16s%2Fg%2F1thm0p1s!19sChIJtU4aobtQyxQRAY4l5F8zED0?authuser=0&hl=tr&rclk=1
Çınaraltı Künefe & Kahvaltı,"Yenişehir, Demokrasi Cd. No:76, 41900 İzmit/Kocaeli",(0262) 311 54 61,info@cinaraltikunefe.com,http://www.cinaraltikunefe.com/,https://www.google.com/maps/place/%C3%87%C4%B1naralt%C4%B1+K%C3%BCnefe+%26+Kahvalt%C4%B1/data=!4m7!3m6!1s0x14cb4f24913dc991:0xbfb0195a74f19da8!8m2!3d40.763447!4d29.961749!16s%2Fg%2F11f6514z44!19sChIJkck9kSRPyxQRqJ3xdFoZsL8?authuser=0&hl=tr&rclk=1
ALO TAKOS,"Yahyakaptan, Şht. Ergün Köncü Sk. NO:23/A, 41050 İzmit/Kocaeli",(0262) 606 19 66,info@alotakos.com,http://alotakos.com/,https://www.google.com/maps/place/ALO+TAKOS/data=!4m7!3m6!1s0x14cb4fcd36ac0765:0x981e287614869c18!8m2!3d40.7692832!4d29.9688817!16s%2Fg%2F11t2d_b86p!19sChIJZQesNs1PyxQRGJyGFHYoHpg?authuser=0&hl=tr&rclk=1
Gölbaşı Restaurant,"Hisareyn Mh. Fatih Cd. No:185, Gölcük / Kocaeli, 41663",(0262) 434 48 00,iletisim@golbasirestaurant.net,http://www.golbasirestaurant.net/,https://www.google.com/maps/place/G%C3%B6lba%C5%9F%C4%B1+Restaurant/data=!4m7!3m6!1s0x14cb40cbf7721973:0x5c535b03c9927b83!8m2!3d40.6831817!4d29.8660945!16s%2Fg%2F1hc1l_m9w!19sChIJcxly98tAyxQRg3uSyQNbU1w?authuser=0&hl=tr&rclk=1
01 Nöbetçi Ocakbaşı 7/24,"Sopalı Hastahanesi Acil Karşısı, Sırrıpaşa, Çavdar Cd. No:38, 41900 Derince/Kocaeli",0552 462 10 41,01nobetciocakbasi@gmail.com,http://www.01nobetciocakbasi.com/,https://www.google.com/maps/place/01+N%C3%B6bet%C3%A7i+Ocakba%C5%9F%C4%B1+7%2F24/data=!4m7!3m6!1s0x14cb47d4dc1901b5:0x2157cb19e3f535c3!8m2!3d40.76072!4d29.815!16s%2Fg%2F11t3yrrzbv!19sChIJtQEZ3NRHyxQRwzX14xnLVyE?authuser=0&hl=tr&rclk=1
Koçal Çiftliği Kafe&Restoran Yuvacık,"Mahallesi, Yuvacık Yakacık, Önder Sk. No:43, 41090 Başiskele/Kocaeli",0539 841 33 22,kocalciftligirestorant@gmail.com,http://www.kocalciftligi.com/,https://www.google.com/maps/place/Ko%C3%A7al+%C3%87iftli%C4%9Fi+Kafe%26Restoran+Yuvac%C4%B1k/data=!4m7!3m6!1s0x14cb5d9df3cd0965:0x630e118a86e211f5!8m2!3d40.6713709!4d29.9788658!16s%2Fg%2F11hz3cndc0!19sChIJZQnN851dyxQR9RHihooRDmM?authuser=0&hl=tr&rclk=1
Burger Schön Yahyakaptan,"Ramada Plaza Karşısı, Yahya Kaptan Mahallesi Şehit Ergün Köncü Sokak No:17 Nazerinn İş Merkezi, 41040 İzmit/Kocaeli",(0262) 321 21 01,info@burgerschon.com,http://burgerschon.com/,https://www.google.com/maps/place/Burger+Sch%C3%B6n+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fa132f91a03:0xe0331131fd7c7740!8m2!3d40.7711181!4d29.9694843!16s%2Fg%2F11ft1tpp62!19sChIJAxr5MqFPyxQRQHd8_TERM-A?authuser=0&hl=tr&rclk=1
