Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Terra Pizza Başiskele,"Yeşilyurt, Hoca Ahmet Yesevi Cd. NO:310/A, 41190 Başiskele/Kocaeli",(0262) 324 42 20,ornek@terrapizza.com,https://www.terrapizza.com.tr/restoranlarimiz,https://www.google.com/maps/place/Terra+Pizza+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb457c1058898f:0x648bfaa636212b23!8m2!3d40.7190851!4d29.9481634!16s%2Fg%2F11b6j01dph!19sChIJj4lYEHxFyxQRIyshNqb6i2Q?authuser=0&hl=tr&rclk=1
Terra Pizza - Kocaeli Symbol Avm,"Ovacık, D100 No:34, 41140 Başiskele/Kocaeli",(0262) 502 26 92,ornek@terrapizza.com,https://www.terrapizza.com.tr/,https://www.google.com/maps/place/Terra+Pizza+-+Kocaeli+Symbol+Avm/data=!4m7!3m6!1s0x40870284a8289bd5:0xedb9ac5c134e64c9!8m2!3d40.759105!4d29.980239!16s%2Fg%2F11ltzw2ds2!19sChIJ1ZsoqIQCh0ARyWROE1ysue0?authuser=0&hl=tr&rclk=1
Üzüm Kızı,"Yahyakaptan, Şht. Ergün Köncü Sk. No:33, 41050 İzmit/Kocaeli",0532 691 08 18,info@uzumkizi.com,https://uzumkizi.com/,https://www.google.com/maps/place/%C3%9Cz%C3%BCm+K%C4%B1z%C4%B1/data=!4m7!3m6!1s0x14cb4f5c9641087b:0x14700bf0c853354f!8m2!3d40.7701158!4d29.9690851!16s%2Fg%2F11lydt9pdn!19sChIJewhBllxPyxQRTzVTyPALcBQ?authuser=0&hl=tr&rclk=1
Bir Buket Sanat Hobi Atölyeleri ve Hobi Market,"Yeşilyurt, Tınaztepe Cd. 145B, 41190 Başiskele/Kocaeli",0530 225 35 13,info@birbuketsanat.com.tr,http://www.birbuketsanat.com.tr/,https://www.google.com/maps/place/Bir+Buket+Sanat+Hobi+At%C3%B6lyeleri+ve+Hobi+Market/data=!4m7!3m6!1s0x14cb456c48f6935f:0xe419ae95bd812b06!8m2!3d40.7112847!4d29.9596934!16s%2Fg%2F11tnwd7569!19sChIJX5P2SGxFyxQRBiuBvZWuGeQ?authuser=0&hl=tr&rclk=1
Another Cafe Restaurant,"Kerpe Sahil Yolu, Kandıra Merkez, Kandıra, Kocaeli (İzmit)",(0262) 561 26 28,"kerpeanother@hotmail.com, info@kerpeanother.com, kerpeanother@gmail.com",http://www.kerpeanother.com/,https://www.google.com/maps/place/Another+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb467548ea4fab:0xb4279db45214a095!8m2!3d40.76061!4d29.880336!16s%2Fg%2F1ptv_zlbp!19sChIJq0_qSHVGyxQRlaAUUrSdJ7Q?authuser=0&hl=tr&rclk=1
HD İskender,"SYMBOL OVACIK MAHALLESİ D 100 KARAYOLU CADDESİ NO:34 SF BLOK NO:6 BAŞİSKELE / KOCAELİ (2. KAT, 41100 Başiskele/Kocaeli",444 1 262,bilgi@hdiskender.com,http://hdiskender.com/,https://www.google.com/maps/place/HD+%C4%B0skender/data=!4m7!3m6!1s0x14cb500366ecf527:0xa73b88031b1aeb7e!8m2!3d40.758029!4d29.9795779!16s%2Fg%2F11cmtyzfbl!19sChIJJ_XsZgNQyxQRfusaGwOIO6c?authuser=0&hl=tr&rclk=1
Tatlıcı Mahmut Usta BAŞİSKELE,"Körfez mah, karşıyaka, Mahmut Çavuş Cd. No :28, 41245 Başiskele/Kocaeli",0542 528 46 93,info@tatlicimahmutusta.com,http://www.tatlicimahmutusta.com/,https://www.google.com/maps/place/Tatl%C4%B1c%C4%B1+Mahmut+Usta+BA%C5%9E%C4%B0SKELE/data=!4m7!3m6!1s0x14cb45271a88083d:0x6d826918d85a94fb!8m2!3d40.7095263!4d29.9232752!16s%2Fg%2F11p04tvhbf!19sChIJPQiIGidFyxQR-5Ra2Bhpgm0?authuser=0&hl=tr&rclk=1
Kolibri Coffee Yenişehir,"Yenişehir, Demokrasi Cd. No:31, 41100 İzmit/Kocaeli",,info@kolibricoffee.com.tr,https://kolibricoffee.com.tr/,https://www.google.com/maps/place/Kolibri+Coffee+Yeni%C5%9Fehir/data=!4m7!3m6!1s0x14cb4fb23516cf7d:0x238bf74907bdea9f!8m2!3d40.7628273!4d29.9629419!16s%2Fg%2F11w997f0w4!19sChIJfc8WNbJPyxQRn-q9B0n3iyM?authuser=0&hl=tr&rclk=1
Livadi Cafe & Restaurant,"Cephanelik Mesire Alanı Tesisleri içinde, 28 Haziran, 41060 İzmit/Kocaeli",(0262) 322 80 00,"info@LivadiCafe.com, info@LivadiCafeWeb.com",http://www.livadicafe.com/,https://www.google.com/maps/place/Livadi+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cb4fbf2702a423:0xd486bbd46d602f0c!8m2!3d40.7826178!4d29.9480714!16s%2Fg%2F11cjkq136t!19sChIJI6QCJ79PyxQRDC9gbdS7htQ?authuser=0&hl=tr&rclk=1
Pizza Piece Yeşilova,"Yeşilova, İrade Sk. No:1, 41060 İzmit/Kocaeli",(0262) 325 53 53,info@pizza-piece.com,http://www.pizza-piece.com/,https://www.google.com/maps/place/Pizza+Piece+Ye%C5%9Filova/data=!4m7!3m6!1s0x14cb4ffb01edfa8f:0xc7f46eb586eb556f!8m2!3d40.7868542!4d29.9735821!16s%2Fg%2F11qqkl1sy2!19sChIJj_rtAftPyxQRb1XrhrVu9Mc?authuser=0&hl=tr&rclk=1
Midpoint - Symbol AVM,"Symbol, Kocaeli",,info@tikla.com.tr,https://www.tikla.com.tr/midpoint-symbol-kocaeli-avm.html,https://www.google.com/maps/place/Midpoint+-+Symbol+AVM/data=!4m7!3m6!1s0x14cb50036a2cb18d:0x7b01956958810603!8m2!3d40.7591603!4d29.9796404!16s%2Fg%2F11c55vzp9q!19sChIJjbEsagNQyxQRAwaBWGmVAXs?authuser=0&hl=tr&rclk=1
Pizzabulls İzmit Merkez,"Cedit, Turan Güneş Cd. No:21, 41300 İzmit/Kocaeli",(0262) 515 00 21,info@pizzabulls.com,https://www.pizzabulls.com/,https://www.google.com/maps/place/Pizzabulls+%C4%B0zmit+Merkez/data=!4m7!3m6!1s0x14cb4f3df714f259:0x57621248a106a14e!8m2!3d40.7674229!4d29.9359471!16s%2Fg%2F11m6xhr7v_!19sChIJWfIU9z1PyxQRTqEGoUgSYlc?authuser=0&hl=tr&rclk=1
Terra Pizza Topçular,"Topçular, Şht. Naki Önder Sk. No:25/C, 41100 İzmit/Kocaeli",(0262) 502 02 52,ornek@terrapizza.com,https://www.terrapizza.com.tr/,https://www.google.com/maps/place/Terra+Pizza+Top%C3%A7ular/data=!4m7!3m6!1s0x14cb4fec45ae8665:0x225e26e995071a2a!8m2!3d40.7795153!4d29.9338637!16s%2Fg%2F11wjlky08n!19sChIJZYauRexPyxQRKhoHlekmXiI?authuser=0&hl=tr&rclk=1
"Pure Black Coffee, Başiskele Sahil","Sahil, Gün Batımı Sk. No: 9/1, 41090 Başiskele/Kocaeli",0553 248 91 83,info@pureblack.coffee,https://www.pureblack.coffee/,"https://www.google.com/maps/place/Pure+Black+Coffee,+Ba%C5%9Fiskele+Sahil/data=!4m7!3m6!1s0x14cb45abb7a3f9f3:0x771597e1a3e674eb!8m2!3d40.716235!4d29.9248671!16s%2Fg%2F11w9w9jmnz!19sChIJ8_mjt6tFyxQR63Tmo-GXFXc?authuser=0&hl=tr&rclk=1"
CRESPO®️ | Made In Argentina,"Alikahya Fatih, Kural Sk. No:11/A, 41300 İzmit/Kocaeli",0850 522 0000,info@crespoburger.com,http://www.crespobbq.com/,https://www.google.com/maps/place/CRESPO%C2%AE%EF%B8%8F+%7C+Made+In+Argentina/data=!4m7!3m6!1s0x14cb4f7c74138899:0x3850c9a35b2897da!8m2!3d40.772181!4d29.9794662!16s%2Fg%2F11mvqz0mhz!19sChIJmYgTdHxPyxQR2pcoW6PJUDg?authuser=0&hl=tr&rclk=1
Çınaraltı Künefe & Kahvaltı,"Yenişehir, Demokrasi Cd. No:76, 41900 İzmit/Kocaeli",(0262) 311 54 61,info@cinaraltikunefe.com,http://www.cinaraltikunefe.com/,https://www.google.com/maps/place/%C3%87%C4%B1naralt%C4%B1+K%C3%BCnefe+%26+Kahvalt%C4%B1/data=!4m7!3m6!1s0x14cb4f24913dc991:0xbfb0195a74f19da8!8m2!3d40.763447!4d29.9617489!16s%2Fg%2F11f6514z44!19sChIJkck9kSRPyxQRqJ3xdFoZsL8?authuser=0&hl=tr&rclk=1
Özkılıç Aspava Lounge,"Yenişehir, Demokrasi Cd. No:65, 41040, 41200 İzmit/Kocaeli",(0262) 311 46 46,iletisim@ozkilicaspava.com.tr,https://www.ozkilicaspava.com.tr/,https://www.google.com/maps/place/%C3%96zk%C4%B1l%C4%B1%C3%A7+Aspava+Lounge/data=!4m7!3m6!1s0x14cb4fb3b12f19a7:0xf61d4637eed58170!8m2!3d40.7632347!4d29.9599681!16s%2Fg%2F11l6j4rdww!19sChIJpxkvsbNPyxQRcIHV7jdGHfY?authuser=0&hl=tr&rclk=1
Katmışlar Yemek Hizmetleri,"Karadenizliler, Sayı Sk. No:5, 41300 Başiskele/Kocaeli",(0262) 335 49 09,"katmislaryemek@hotmail.com, info@katmislaryemek.com",http://www.katmislaryemek.com/,https://www.google.com/maps/place/Katm%C4%B1%C5%9Flar+Yemek+Hizmetleri/data=!4m7!3m6!1s0x14cb457cf7f44079:0x4644a06c286ea995!8m2!3d40.7513542!4d29.9610469!16s%2Fg%2F11fqhbw7qh!19sChIJeUD093xFyxQRlaluKGygREY?authuser=0&hl=tr&rclk=1
Maçka İşkembe,"Yenişehir, Demokrasi Cd. No:74, 41050 İzmit/Kocaeli",(0262) 313 00 11,info@macka.com.tr,http://www.macka.com.tr/,https://www.google.com/maps/place/Ma%C3%A7ka+%C4%B0%C5%9Fkembe/data=!4m7!3m6!1s0x14cb4ff07dc91143:0x9af16d88cbc1dcf8!8m2!3d40.763416!4d29.962055!16s%2Fg%2F1q66xsn89!19sChIJQxHJffBPyxQR-NzBy4ht8Zo?authuser=0&hl=tr&rclk=1
İntiba Döner - İzmit,"Körfez, İstanbul İzmit Yanyolu No:137 No:137, 41040 İzmit/Kocaeli",0850 644 5775,info@intiba.com.tr,http://www.intiba.com.tr/,https://www.google.com/maps/place/%C4%B0ntiba+D%C3%B6ner+-+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f8ba9fa58c7:0xe62851d5e7327ad0!8m2!3d40.7629711!4d29.9478727!16s%2Fg%2F11by_ldj2t!19sChIJx1j6qYtPyxQR0Hoy59VRKOY?authuser=0&hl=tr&rclk=1
Pasaport Pizza - Yeşilova,"Tepeköy, Turan Güneş Cd. No:809 D:A, 41060 İzmit/Kocaeli",(0262) 290 92 92,"info@smartmetrics.com.tr, info@smartmetrics.com.tr.",http://www.pasaportpizza.com/,https://www.google.com/maps/place/Pasaport+Pizza+-+Ye%C5%9Filova/data=!4m7!3m6!1s0x14cb51fc49e87b6b:0xde523dd427da4ea9!8m2!3d40.7946027!4d29.9782765!16s%2Fg%2F11vp_nh092!19sChIJa3voSfxRyxQRqU7aJ9Q9Ut4?authuser=0&hl=tr&rclk=1
Koçal Çiftliği Kafe&Restoran Yuvacık,"Mahallesi, Yuvacık Yakacık, Önder Sk. No:43, 41090 Başiskele/Kocaeli",0539 841 33 22,kocalciftligirestorant@gmail.com,http://www.kocalciftligi.com/,https://www.google.com/maps/place/Ko%C3%A7al+%C3%87iftli%C4%9Fi+Kafe%26Restoran+Yuvac%C4%B1k/data=!4m7!3m6!1s0x14cb5d9df3cd0965:0x630e118a86e211f5!8m2!3d40.6713709!4d29.9788658!16s%2Fg%2F11hz3cndc0!19sChIJZQnN851dyxQR9RHihooRDmM?authuser=0&hl=tr&rclk=1
Trakya börekçisi,"Sanayi, 28 Mart Sk., 41140 Başiskele/Kocaeli",0532 450 74 64,"info@trakyaborekcisi.com, trakyaborekcisi@gmail.com",http://trakyaborekcisi.com.tr/,https://www.google.com/maps/place/Trakya+b%C3%B6rek%C3%A7isi/data=!4m7!3m6!1s0x14cb4543c226c345:0x7b187f4227bc0ff7!8m2!3d40.7452203!4d29.9549499!16s%2Fg%2F11g9m5f4dm!19sChIJRcMmwkNFyxQR9w-8J0J_GHs?authuser=0&hl=tr&rclk=1
Jumbo Künefe Başiskele Sahil,"Körfez, Liman Cd. No: 70, 41245 Başiskele/Kocaeli",(0262) 343 43 42,"info@jumbokunefe.com, cerenkanberoglu@ilepa.com.tr, burakbektas@jumbokunefe.com, e.kekliik@gmail.com, ilkeracay@jumbokunefe.com, arif@ilepa.com.tr",https://jumbokunefe.com/,https://www.google.com/maps/place/Jumbo+K%C3%BCnefe+Ba%C5%9Fiskele+Sahil/data=!4m7!3m6!1s0x14cb455089b9075d:0x599248a3e3fa37dc!8m2!3d40.713712!4d29.916774!16s%2Fg%2F11v097zmc_!19sChIJXQe5iVBFyxQR3Df646NIklk?authuser=0&hl=tr&rclk=1
Terra Pizza - 41 Burda Avm,"Sanayi, Ömer Türkçakal Blv., 41040 İzmit/Kocaeli",,ornek@terrapizza.com,https://www.terrapizza.com.tr/,https://www.google.com/maps/place/Terra+Pizza+-+41+Burda+Avm/data=!4m7!3m6!1s0x14cb4566ab44d4f1:0x7bd77415615e2176!8m2!3d40.7572!4d29.9454!16s%2Fg%2F11wjhjt6hm!19sChIJ8dREq2ZFyxQRdiFeYRV013s?authuser=0&hl=tr&rclk=1
Maide Kafe & Restoran & Düğün Salonu,"Sekapark 2.Etap, Serdar, Güneş Cd., 41100 İzmit/Kocaeli",0536 313 33 11,musterihizmetleri@antikkapi.com.tr,http://www.antikkapi.com.tr/,https://www.google.com/maps/place/Maide+Kafe+%26+Restoran+%26+D%C3%BC%C4%9F%C3%BCn+Salonu/data=!4m7!3m6!1s0x14cb454254fa935b:0xf04d8cacb6e27f40!8m2!3d40.7599655!4d29.8909353!16s%2Fg%2F11cs5y2pg5!19sChIJW5P6VEJFyxQRQH_itqyMTfA?authuser=0&hl=tr&rclk=1
Makarnam,"Sanayi, Ömer Türkçakal Blv. No:7, 41040 İzmit/Kocaeli",(0262) 504 73 31,info@makarnam.com.tr,https://www.makarnam.com.tr/,https://www.google.com/maps/place/Makarnam/data=!4m7!3m6!1s0x14cb4f5677c476d5:0x1236545d1573231e!8m2!3d40.7642375!4d29.9410152!16s%2Fg%2F11txf739p7!19sChIJ1XbEd1ZPyxQRHiNzFV1UNhI?authuser=0&hl=tr&rclk=1
Burger Schön Başiskele,"Seymen, Liman Cd. No:30/A, 41900 Başiskele/Kocaeli",(0262) 342 28 28,info@burgerschon.com,http://burgerschon.com/,https://www.google.com/maps/place/Burger+Sch%C3%B6n+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45c2490bfd8b:0xacd60251fe047324!8m2!3d40.7139663!4d29.9101273!16s%2Fg%2F11ks0drpj_!19sChIJi_0LScJFyxQRJHME_lEC1qw?authuser=0&hl=tr&rclk=1
Burger Schön Yahyakaptan,"Ramada Plaza Karşısı, Yahya Kaptan Mahallesi Şehit Ergün Köncü Sokak No:17 Nazerinn İş Merkezi, 41040 İzmit/Kocaeli",(0262) 321 21 01,info@burgerschon.com,http://burgerschon.com/,https://www.google.com/maps/place/Burger+Sch%C3%B6n+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fa132f91a03:0xe0331131fd7c7740!8m2!3d40.7711181!4d29.9694843!16s%2Fg%2F11ft1tpp62!19sChIJAxr5MqFPyxQRQHd8_TERM-A?authuser=0&hl=tr&rclk=1
Tuzla Balıkçısı Mars Kocaeli,"Yahyakaptan, Kara Yolu Cd. No:28/C, 41050 İzmit/Kocaeli",0530 663 95 41,"info@tuzlabalikcisi.com, basaksehir@tuzlabalikcisi.com, izmit@tuzlabalikcisi.com, umraniye@tuzlabalikcisi.com",https://tuzlabalikcisi.com/,https://www.google.com/maps/place/Tuzla+Bal%C4%B1k%C3%A7%C4%B1s%C4%B1+Mars+Kocaeli/data=!4m7!3m6!1s0x14cb4fcd87a69ed5:0x30419331e08a11ce!8m2!3d40.781279!4d29.973413!16s%2Fg%2F11x03vpnwb!19sChIJ1Z6mh81PyxQRzhGK4DGTQTA?authuser=0&hl=tr&rclk=1
Maraton Döner,"Körfez Sanayi Sitesi 408. Blok D:6-7, İzmit Merkez, İzmit, Kocaeli (İzmit)",(0262) 335 18 08,info@tikla.com.tr,https://www.tikla.com.tr/maraton-doner-izmit-sanayi.html,https://www.google.com/maps/place/Maraton+D%C3%B6ner/data=!4m7!3m6!1s0x14cb4ffd0f6debfb:0xda2056de2b10c724!8m2!3d40.7608675!4d29.9719575!16s%2Fg%2F1pv1c0_l4!19sChIJ--ttD_1PyxQRJMcQK95WINo?authuser=0&hl=tr&rclk=1
MAZİ Plak&Cafe İzmit,"Karabaş, Cebesoy Sk. No: 5/A, 41041 İzmit/Kocaeli",,info@maziplak.com,http://maziplak.com/,https://www.google.com/maps/place/MAZ%C4%B0+Plak%26Cafe+%C4%B0zmit/data=!4m7!3m6!1s0x14cb457e6c9ce47f:0xfbc4ab738ee1204d!8m2!3d40.763357!4d29.9324873!16s%2Fg%2F11g9j4tlx9!19sChIJf-ScbH5FyxQRTSDhjnOrxPs?authuser=0&hl=tr&rclk=1
Terra Pizza | Kocaeli Kuruçeşme,"Doğan, Barış Cd. No:11/A, 41100 İzmit/Kocaeli",(0262) 226 50 50,ornek@terrapizza.com,https://www.terrapizza.com.tr/restoranlarimiz?c=41&r=2062&z=&keyword=,https://www.google.com/maps/place/Terra+Pizza+%7C+Kocaeli+Kuru%C3%A7e%C5%9Fme/data=!4m7!3m6!1s0x14cb471f296cdcb1:0xde0ce604573f5258!8m2!3d40.7647133!4d29.8754446!16s%2Fg%2F11rhsyg0k9!19sChIJsdxsKR9HyxQRWFI_VwTmDN4?authuser=0&hl=tr&rclk=1
Doyuyo! 41 Burda AVM,"Sanayi, Ömer Türkçakal Blv. No:7, 41040 İzmit/Kocaeli",,bilgi@sirius.com.tr,http://www.doyuyo.com/,https://www.google.com/maps/place/Doyuyo!+41+Burda+AVM/data=!4m7!3m6!1s0x14cb4f948d9b3d6d:0x1ac77e9d9fe61d8!8m2!3d40.7642375!4d29.9410152!16s%2Fg%2F11vs0wtkq2!19sChIJbT2bjZRPyxQR2GH-2el3rAE?authuser=0&hl=tr&rclk=1
Pasaport Pizza Başiskele,"Sahil, D130 Üzeri Sanberk İş Merkezi Altı NO:30 B/10, 41090 Başiskele/Kocaeli",(0262) 502 00 33,"info@smartmetrics.com.tr, info@smartmetrics.com.tr.",https://www.pasaportpizza.com/,https://www.google.com/maps/place/Pasaport+Pizza+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45e30a55cb7b:0x1f42109f8a071c65!8m2!3d40.7131126!4d29.9283382!16s%2Fg%2F11m6ynjgg7!19sChIJe8tVCuNFyxQRZRwHip8QQh8?authuser=0&hl=tr&rclk=1
Maydonoz Döner Kocaeli Başiskele,"Yaylacık, Hürler Cd. no: 270/A, 41190 Başiskele/Kocaeli",(0262) 302 00 15,info@maydonozdoner.com,https://www.maydonozdoner.com/,https://www.google.com/maps/place/Maydonoz+D%C3%B6ner+Kocaeli+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb4571ec7211bd:0x8a8b0a6b25376eb5!8m2!3d40.7212991!4d29.9681845!16s%2Fg%2F11vxjx_pj1!19sChIJvRFy7HFFyxQRtW43JWsKi4o?authuser=0&hl=tr&rclk=1
Pizzabulls Yahyakaptan - İzmit,"Yenişehir, Derya Sk. No:2A, 41050 İzmit/Kocaeli",(0262) 324 21 21,info@pizzabulls.com,https://www.pizzabulls.com/,https://www.google.com/maps/place/Pizzabulls+Yahyakaptan+-+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4faff4dd6761:0xc6e94899ff2c6d1e!8m2!3d40.768213!4d29.964378!16s%2Fg%2F11y3mx1gx2!19sChIJYWfd9K9PyxQRHm0s_5lI6cY?authuser=0&hl=tr&rclk=1
Captain Morgan Roof Bar & Bistro,"Körfez, Cevher Dudayev Cd. No: 53 Kat:6, 41245 Başiskele/Kocaeli",444 0 670,info@wellbornhotel.com,http://www.wellbornhotel.com/,https://www.google.com/maps/place/Captain+Morgan+Roof+Bar+%26+Bistro/data=!4m7!3m6!1s0x14cb45880c4906e3:0xde5e142be56a2231!8m2!3d40.7160168!4d29.9233648!16s%2Fg%2F11j4cr5fy6!19sChIJ4wZJDIhFyxQRMSJq5SsUXt4?authuser=0&hl=tr&rclk=1
Pizza Piece Yeniköy,"Karaköprü, Başöğretmen Cd. No:10A, 41650 Gölcük/Kocaeli",0552 462 41 41,info@pizza-piece.com,https://www.pizza-piece.com/,https://www.google.com/maps/place/Pizza+Piece+Yenik%C3%B6y/data=!4m7!3m6!1s0x14cb4f4d83fb0e93:0x862d683b36b95e23!8m2!3d40.7030155!4d29.8598829!16s%2Fg%2F11hyk46lk2!19sChIJkw77g01PyxQRI165NjtoLYY?authuser=0&hl=tr&rclk=1
Diva,"Körfez mahallesi liman caddesi, Hacı Ramazan Sk., 41030 Başiskele/Kocaeli",0850 888 8841,divaizmit@hotmail.com,https://divagarden.com/,https://www.google.com/maps/place/Diva/data=!4m7!3m6!1s0x14cb451e43b28d89:0x3aebb5a86615532!8m2!3d40.7140877!4d29.9146071!16s%2Fg%2F11g0nkb63d!19sChIJiY2yQx5FyxQRMlVhhlq7rgM?authuser=0&hl=tr&rclk=1
Köseoğlu Pide,"Yenişehir Mh., Yeni Yahya Kaptan Yolu, Demokrasi Bulvarı No:29, 41050 Bekirpaşa/İzmit/Kocaeli",(0262) 332 02 25,info@koseogluekmek.com,http://www.koseogluekmek.com/,https://www.google.com/maps/place/K%C3%B6seo%C4%9Flu+Pide/data=!4m7!3m6!1s0x14cb4ff11d2886bf:0x170272e5e5dd6adc!8m2!3d40.7633333!4d29.9594444!16s%2Fg%2F1tj825qr!19sChIJv4YoHfFPyxQR3Grd5eVyAhc?authuser=0&hl=tr&rclk=1
Karaaslan Kamping & Bungalow Otel & Restaurant,"Servetiye Cami Köyü, Yuvacık Yakacık, Baraj Yolu 8. Km, 41090 Başiskele/Kocaeli",(0262) 345 01 07,bilgi@karaaslankamping.com,https://www.karaaslankamping.com/,https://www.google.com/maps/place/Karaaslan+Kamping+%26+Bungalow+Otel+%26+Restaurant/data=!4m10!3m9!1s0x14cb429555555555:0xe809652244943cd9!5m2!4m1!1i2!8m2!3d40.640505!4d29.941586!16s%2Fg%2F1tg83_4x!19sChIJVVVVVZVCyxQR2TyURCJlCeg?authuser=0&hl=tr&rclk=1
