Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Yeşilbaşiskele Lokantası,"Barbaros, Atatürk Cd. No:28, 41090 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Muhte%C5%9Fem+kebap+ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45663a51d2e7:0x3009d5bac72dd235!8m2!3d40.7135696!4d29.9277515!16s%2Fg%2F11h79nb_x5!19sChIJ59JROmZFyxQRNdItx7rVCTA?authuser=0&hl=tr&rclk=1
TEKNOPARK ® Playstation cafe,"Körfez, Atatürk Blv. no:16, 41040 İzmit/Kocaeli",0535 218 31 41,,N/A,https://www.google.com/maps/place/Cilve+Yeni+Nesil+Meyhane/data=!4m7!3m6!1s0x14cb4ff467563a49:0x35c18a7c33a41036!8m2!3d40.7629815!4d29.9637085!16s%2Fg%2F11s9y4t79q!19sChIJSTpWZ_RPyxQRNhCkM3yKwTU?authuser=0&hl=tr&rclk=1
Alaçatı Muhallebicisi Kocaeli Symbol AVM,"Symbol Avm, Ovacık, D100 Üzeri No:34, 41140 Başiskele/Kocaeli",(0216) 325 10 79,,http://www.alacatimuhallebicisi.com/,https://www.google.com/maps/place/Ye%C5%9Filba%C5%9Fiskele+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cb44f569fd58b7:0x9327c5cbf15158a5!8m2!3d40.711429!4d29.928838!16s%2Fg%2F113dy7wtr!19sChIJt1j9afVEyxQRpVhR8cvFJ5M?authuser=0&hl=tr&rclk=1
Yuvacık şelalesi,"Servetiye Karşı, 41090 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/TEKNOPARK+%C2%AE+Playstation+cafe/data=!4m7!3m6!1s0x14cb4f88e18183ad:0x2d0942f5e9daa691!8m2!3d40.7650924!4d29.9398548!16s%2Fg%2F11hbmdfkj5!19sChIJrYOB4YhPyxQRkaba6fVCCS0?authuser=0&hl=tr&rclk=1
Okka Cafe,"Cedit, Atatürk Blv. No:9, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Ala%C3%A7at%C4%B1+Muhallebicisi+Kocaeli+Symbol+AVM/data=!4m7!3m6!1s0x14cb5002ee37e145:0xc0be0dad79b9e5f6!8m2!3d40.758992!4d29.979131!16s%2Fg%2F11c558kjkm!19sChIJReE37gJQyxQR9uW5ea0NvsA?authuser=0&hl=tr&rclk=1
Best Simit Cafe,"Karabaş, Cengiz Topel Cd. No:36, 41900 İzmit/Kocaeli",(0262) 324 00 00,,N/A,https://www.google.com/maps/place/Yuvac%C4%B1k+%C5%9Felalesi/data=!4m7!3m6!1s0x14cb43c367ce2465:0xaa86ebca0c273ed0!8m2!3d40.6431628!4d29.9440353!16s%2Fg%2F11j8z_31l6!19sChIJZSTOZ8NDyxQR0D4nDMrrhqo?authuser=0&hl=tr&rclk=1
ÇINAR FAST SYMBOL AVM,"Ovacık, Adapazarı No:34, Symbol Avm, Çayırköy/, Rahmiye, İzmit Cd., 41140 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Okka+Cafe/data=!4m7!3m6!1s0x14cb4f862df55ec1:0xc0f9287a488469ce!8m2!3d40.7655636!4d29.938639!16s%2Fg%2F11c51vqq8m!19sChIJwV71LYZPyxQRzmmESHoo-cA?authuser=0&hl=tr&rclk=1
Han Çay & Kahve,"Karabaş, Şht. Musa Sk. No:4, 41040 İzmit/Kocaeli",0532 262 40 53,,N/A,https://www.google.com/maps/place/Best+Simit+Cafe/data=!4m7!3m6!1s0x14cb4f87bcc398e3:0x3322fa10d4d79a58!8m2!3d40.7647281!4d29.9374017!16s%2Fg%2F1tsyxwnv!19sChIJ45jDvIdPyxQRWJrX1BD6IjM?authuser=0&hl=tr&rclk=1
BY UNLU BÖREK BAKLAVA,"Mehmetalipaşa Mah, Demokrasi Cd. No:81, 41050 İzmit/Kocaeli",0549 311 71 70,,N/A,https://www.google.com/maps/place/%C3%87INAR+FAST+SYMBOL+AVM/data=!4m7!3m6!1s0x14cb500367236a71:0xde0f8135ba3bbe00!8m2!3d40.7593937!4d29.9794009!16s%2Fg%2F11c37pk9_b!19sChIJcWojZwNQyxQRAL47ujWBD94?authuser=0&hl=tr&rclk=1
MADO,"AVM Ovacık D100 No:34, D:1, 41140 Başiskele/Kocaeli",(0262) 502 05 60,,N/A,https://www.google.com/maps/place/Han+%C3%87ay+%26+Kahve/data=!4m7!3m6!1s0x14cb4f87bec00005:0x49e65f59a06caf30!8m2!3d40.764513!4d29.9375148!16s%2Fg%2F11c6044n8f!19sChIJBQDAvodPyxQRMK9soFlf5kk?authuser=0&hl=tr&rclk=1
Avrasya cafe Restorant,"Yenişehir, Dönmez Sk. No.1, 41050 İzmit/Kocaeli",0533 659 78 54,,N/A,https://www.google.com/maps/place/BY+UNLU+B%C3%96REK+BAKLAVA/data=!4m7!3m6!1s0x14cb4ff055555555:0x95fee16efa43be2f!8m2!3d40.7634629!4d29.9583148!16s%2Fg%2F11f24x3fjv!19sChIJVVVVVfBPyxQRL75D-m7h_pU?authuser=0&hl=tr&rclk=1
Kitap Pastası,"Karabaş mah Müneccim Arif Sokak Kısmet Ap D:No:1-1A, 41000 İzmit/Kocaeli",(0262) 321 77 25,,http://www.kitappastasi.com/,https://www.google.com/maps/place/MADO/data=!4m7!3m6!1s0x14cb51fbad9e917f:0xd14c9c45928a9bee!8m2!3d40.7577572!4d29.9791823!16s%2Fg%2F11gtggrrfz!19sChIJf5GerftRyxQR7puKkkWcTNE?authuser=0&hl=tr&rclk=1
Kahve Dükkanı Yürüyüş Yolu,"Karabaş, Cengiz Topel Cd. No:24/A, 41040 İzmit/Kocaeli",0534 722 35 06,,https://www.kahvedukkani.com.tr/,https://www.google.com/maps/place/Avrasya+cafe+Restorant/data=!4m7!3m6!1s0x14cb4f155e81fc6b:0xd0396ff8ee35de49!8m2!3d40.7673373!4d29.9665586!16s%2Fg%2F11px38s412!19sChIJa_yBXhVPyxQRSd417vhvOdA?authuser=0&hl=tr&rclk=1
Özkılıç Aspava Lounge,"Yenişehir, Demokrasi Cd. No:65, 41040, 41200 İzmit/Kocaeli",(0262) 311 46 46,iletisim@ozkilicaspava.com.tr,https://www.ozkilicaspava.com.tr/,https://www.google.com/maps/place/Kitap+Pastas%C4%B1/data=!4m7!3m6!1s0x14cb4f8799f5a4cd:0x1d7a9e40092a9676!8m2!3d40.7644503!4d29.9370828!16s%2Fg%2F1ptyrx9fh!19sChIJzaT1mYdPyxQRdpYqCUCeeh0?authuser=0&hl=tr&rclk=1
Oğuzlar Cafe Restorant,"Cedit, Turan Güneş Cd. no:53/4, 41100 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Kahve+D%C3%BCkkan%C4%B1+Y%C3%BCr%C3%BCy%C3%BC%C5%9F+Yolu/data=!4m7!3m6!1s0x14cb4f4ea107f01d:0x99dea53c213fc651!8m2!3d40.7645853!4d29.9363531!16s%2Fg%2F11w9yykfn2!19sChIJHfAHoU5PyxQRUcY_ITyl3pk?authuser=0&hl=tr&rclk=1
Lezzet Dünyası,"Yeşilyurt, Çuhadar Cd. No:16, 41190 Başiskele/Kocaeli",(0262) 344 40 10,,N/A,https://www.google.com/maps/place/%C3%96zk%C4%B1l%C4%B1%C3%A7+Aspava+Lounge/data=!4m7!3m6!1s0x14cb4fb3b12f19a7:0xf61d4637eed58170!8m2!3d40.7632347!4d29.9599681!16s%2Fg%2F11l6j4rdww!19sChIJpxkvsbNPyxQRcIHV7jdGHfY?authuser=0&hl=tr&rclk=1
Dessss Cafe,"No:5, Karabaş, Asım Efendi Sk., 41040 İzmit/Kocaeli",(0262) 324 46 11,,N/A,https://www.google.com/maps/place/O%C4%9Fuzlar+Cafe+Restorant/data=!4m7!3m6!1s0x14cb4fcff28a1485:0xf8c12345150f3653!8m2!3d40.7678214!4d29.9374913!16s%2Fg%2F11vsvz7cpx!19sChIJhRSK8s9PyxQRUzYPFUUjwfg?authuser=0&hl=tr&rclk=1
Şahane Restaurant,"Yenişehir, Gazi Mustafa Kemal Blv. NO:157, 41100 İzmit/Kocaeli",(0262) 311 10 00,,http://sahaneiskembe.com/,https://www.google.com/maps/place/Lezzet+D%C3%BCnyas%C4%B1/data=!4m7!3m6!1s0x14cb44e0423cc971:0x44d3cc48e82dffdc!8m2!3d40.7212958!4d29.9492534!16s%2Fg%2F1td8168w!19sChIJcck8QuBEyxQR3P8t6EjM00Q?authuser=0&hl=tr&rclk=1
Şahane Restaurant,"Yenişehir, Gazi Mustafa Kemal Blv. NO:157, 41100 İzmit/Kocaeli",(0262) 311 10 00,,http://sahaneiskembe.com/,https://www.google.com/maps/place/Dessss+Cafe/data=!4m7!3m6!1s0x14cb4f8763663909:0x134fade4a5a3191f!8m2!3d40.7641652!4d29.9363228!16s%2Fg%2F11gfgv32b4!19sChIJCTlmY4dPyxQRHxmjpeStTxM?authuser=0&hl=tr&rclk=1
Adanalı Kebapçı Namık Usta,"Ömerağa, Şahabettin Bilgisu Cd. 101/A, 41200 İzmit/Kocaeli",0530 770 41 01,,N/A,https://www.google.com/maps/place/%C5%9Eahane+Restaurant/data=!4m7!3m6!1s0x14cb4fe448fb1fe3:0x4b1ebdab40b8babf!8m2!3d40.767862!4d29.9663132!16s%2Fg%2F1tf21f3b!19sChIJ4x_7SORPyxQRv7q4QKu9Hks?authuser=0&hl=tr&rclk=1
Cafe Semaver,"Kadıköy, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Masala+Kebap/data=!4m7!3m6!1s0x14cb4f87d7a3f2eb:0x5953f0cb1e4e4c0f!8m2!3d40.7647183!4d29.9401826!16s%2Fg%2F11bz_vjj_c!19sChIJ6_Kj14dPyxQRD0xOHsvwU1k?authuser=0&hl=tr&rclk=1
BAŞİSKELE GECE DÖNERİ,"Körfez, Oğuzhan Sk. No:11, 41245 Başiskele/Kocaeli",0538 662 41 00,,N/A,https://www.google.com/maps/place/Adanal%C4%B1+Kebap%C3%A7%C4%B1+Nam%C4%B1k+Usta/data=!4m7!3m6!1s0x14cb4f7b2d3acd5b:0x490d6b3327dc0895!8m2!3d40.7620968!4d29.926563!16s%2Fg%2F11qp0hrxyp!19sChIJW806LXtPyxQRlQjcJzNrDUk?authuser=0&hl=tr&rclk=1
PAŞA SOFRASI,"Alsancak Caddesi No 226 Kocaeli Meyve Sebze Hali Üst Kat No, Alsancak Cd. 70, 41140 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Cafe+Semaver/data=!4m7!3m6!1s0x14cb4fbb3ecc0855:0x61778801f79257dd!8m2!3d40.7652753!4d29.9491304!16s%2Fg%2F11j4ng_n_q!19sChIJVQjMPrtPyxQR3VeS9wGId2E?authuser=0&hl=tr&rclk=1
Satuti Restaurant Cafe,"Kılıçarslan, Hürriyet Cd. No:127, 41030 Başiskele/Kocaeli",(0262) 412 41 41,,N/A,https://www.google.com/maps/place/BA%C5%9E%C4%B0SKELE+GECE+D%C3%96NER%C4%B0/data=!4m7!3m6!1s0x14cb450042526369:0x4cd4933c7b8272a!8m2!3d40.7133387!4d29.9154359!16s%2Fg%2F11y4krqgdn!19sChIJaWNSQgBFyxQRKie4xzNJzQQ?authuser=0&hl=tr&rclk=1
Balıkçı Selim,"Kız Kulesi Restoran, Mehmetağa, Dereboyu Sk. No: 6, 41030 Başiskele/Kocaeli",0535 219 04 25,,N/A,https://www.google.com/maps/place/PA%C5%9EA+SOFRASI/data=!4m7!3m6!1s0x14cb5aae0a75605b:0xe61f4b5341b6eeb7!8m2!3d40.7429777!4d29.9798352!16s%2Fg%2F11gf8hxfqy!19sChIJW2B1Cq5ayxQRt-62QVNLH-Y?authuser=0&hl=tr&rclk=1
,,,,N/A,https://www.google.com/maps/place/Satuti+Restaurant+Cafe/data=!4m7!3m6!1s0x14cb43922867aabb:0xbc9ca3f232735055!8m2!3d40.679644!4d29.911642!16s%2Fg%2F11g7z094q7!19sChIJu6pnKJJDyxQRVVBzMvKjnLw?authuser=0&hl=tr&rclk=1
Packet Burger,"Ovacık, 41140 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Bal%C4%B1k%C3%A7%C4%B1+Selim/data=!4m7!3m6!1s0x14cb5b76c015845f:0x4c0b9824d584913c!8m2!3d40.7259365!4d29.9927687!16s%2Fg%2F11lx4w2rgf!19sChIJX4QVwHZbyxQRPJGE1SSYC0w?authuser=0&hl=tr&rclk=1
HD İskender,"SYMBOL OVACIK MAHALLESİ D 100 KARAYOLU CADDESİ NO:34 SF BLOK NO:6 BAŞİSKELE / KOCAELİ (2. KAT, 41100 Başiskele/Kocaeli",444 1 262,bilgi@hdiskender.com,http://hdiskender.com/,https://www.google.com/maps/place/Marangoz+Bah%C3%A7e+Kafe/data=!4m7!3m6!1s0x14cb435a63cb254b:0x785f2d2ec81894ce!8m2!3d40.6757373!4d29.9634115!16s%2Fg%2F11f03vv7jx!19sChIJSyXLY1pDyxQRzpQYyC4tX3g?authuser=0&hl=tr&rclk=1
Cafe in cafe,"Ovacık, 41140 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Packet+Burger/data=!4m7!3m6!1s0x14cb512140bfdab5:0x1513562a66dc370e!8m2!3d40.7579636!4d29.9795393!16s%2Fg%2F11fj_knr6s!19sChIJtdq_QCFRyxQRDjfcZipWExU?authuser=0&hl=tr&rclk=1
Simitli Cafe,"Karabaş, Hafız Binbaşı Cd., 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/HD+%C4%B0skender/data=!4m7!3m6!1s0x14cb500366ecf527:0xa73b88031b1aeb7e!8m2!3d40.758029!4d29.9795779!16s%2Fg%2F11cmtyzfbl!19sChIJJ_XsZgNQyxQRfusaGwOIO6c?authuser=0&hl=tr&rclk=1
clan cafe,"eda apartmanı, Karabaş, Müneccim Arif Sk. no:22, 41000 İzmit/Kocaeli",0538 274 84 30,,N/A,https://www.google.com/maps/place/Cafe+in+cafe/data=!4m7!3m6!1s0x14cb4f8ae2bbd209:0xae29f88703a9d94c!8m2!3d40.7590897!4d29.9674395!16s%2Fg%2F11h5vrk56f!19sChIJCdK74opPyxQRTNmpA4f4Ka4?authuser=0&hl=tr&rclk=1
CRESPO®️ | Made In Argentina,"Alikahya Fatih, Kural Sk. No:11/A, 41300 İzmit/Kocaeli",0850 522 0000,"focus-within-polyfill@5.0.9, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, core-js-bundle@3.2.1, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, react-dom@18.3.1, react@18.3.1, lodash@4.17.21, info@crespoburger.com, 8c4075d5481d476e945486754f783364@sentry.io, e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com",http://www.crespobbq.com/,https://www.google.com/maps/place/Simitli+Cafe/data=!4m7!3m6!1s0x14cb4fd8ee6cf625:0xb0e7dec7205e511a!8m2!3d40.7633674!4d29.9387625!16s%2Fg%2F11kc710yy8!19sChIJJfZs7thPyxQRGlFeIMfe57A?authuser=0&hl=tr&rclk=1
Antepkale Kebap,"Yenişehir, Demokrasi Cd. No:66, 41050 İzmit/Kocaeli",(0262) 313 00 33,,N/A,https://www.google.com/maps/place/clan+cafe/data=!4m7!3m6!1s0x14cb4f1232bf7215:0xda18b75064220efa!8m2!3d40.7636858!4d29.9370082!16s%2Fg%2F11y4n9ng2s!19sChIJFXK_MhJPyxQR-g4iZFC3GNo?authuser=0&hl=tr&rclk=1
Crespo Burger Argentina Başiskele,"Fatih, Galip Erenoğlu Cd. No:12E, 41190 Başiskele/Kocaeli",(0262) 504 41 41,"focus-within-polyfill@5.0.9, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, core-js-bundle@3.2.1, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, react-dom@18.3.1, react@18.3.1, lodash@4.17.21, info@crespoburger.com, 8c4075d5481d476e945486754f783364@sentry.io, e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com",https://www.crespobbq.com/,https://www.google.com/maps/place/CRESPO%C2%AE%EF%B8%8F+%7C+Made+In+Argentina/data=!4m7!3m6!1s0x14cb4f7c74138899:0x3850c9a35b2897da!8m2!3d40.772181!4d29.9794662!16s%2Fg%2F11mvqz0mhz!19sChIJmYgTdHxPyxQR2pcoW6PJUDg?authuser=0&hl=tr&rclk=1
Pizza V Başiskele,"Fatih, Galip Erenoğlu Cd. No:20, 41190 Başiskele/Kocaeli",(0262) 504 71 11,,https://v.pizza/,https://www.google.com/maps/place/Antepkale+Kebap/data=!4m7!3m6!1s0x14cb4f087e8748d9:0x42fa3ecaec0a6cca!8m2!3d40.7633955!4d29.9633406!16s%2Fg%2F11p5qlx2m2!19sChIJ2UiHfghPyxQRymwK7Mo--kI?authuser=0&hl=tr&rclk=1
Pizza V Başiskele,"Fatih, Galip Erenoğlu Cd. No:20, 41190 Başiskele/Kocaeli",,wght@400..500,https://restaurantguru.com/Basiskele-Kiz-Kulesi-Parki-Golcuk,https://www.google.com/maps/place/Crespo+Burger+Argentina+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb456dca16e17f:0xff5c1398aeebe549!8m2!3d40.7100783!4d29.9654158!16s%2Fg%2F11t9r03gtq!19sChIJf-EWym1FyxQRSeXrrpgTXP8?authuser=0&hl=tr&rclk=1
Kız Kulesi Restaurant,"Mehmetağa, Dereboyu Sk., 41140 Başiskele/Kocaeli",,wght@400..500,https://restaurantguru.com/Basiskele-Kiz-Kulesi-Parki-Golcuk,https://www.google.com/maps/place/Pizza+V+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45c5e2e65fb3:0x692d8f346261a7ef!8m2!3d40.7104956!4d29.9657073!16s%2Fg%2F11s7q0n_n9!19sChIJs1_m4sVFyxQR76dhYjSPLWk?authuser=0&hl=tr&rclk=1
