Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Kebapçı Mehmet Usta,"Çenedağ, Denizciler Cd. No:17 D:2a, 41900 Derince/Kocaeli",(0262) 229 87 44,info@kebapcimehmetusta.com,https://www.google.com/url?q=https://instagram.com/kebapcimehmetusta&opi=79508299&sa=U&ved=0ahUKEwiHhYnR05WMAxU7SPEDHfsrA6oQ61gIFSgQ&usg=AOvVaw1_OfDukjR6zIeq9VR1YVoN,https://www.google.com/maps/place/Kebap%C3%A7%C4%B1+Mehmet+Usta/data=!4m7!3m6!1s0x14cb4654d83a064d:0x2a5b85839fbd870d!8m2!3d40.757589!4d29.836052!16s%2Fg%2F113h7w0zy!19sChIJTQY62FRGyxQRDYe9n4OFWyo?authuser=0&hl=tr&rclk=1
Pehlivan Restaurant,"Kemalpaşa, 41200 İzmit/Kocaeli",(0262) 339 46 60,No Website,,https://www.google.com/maps/place/Pehlivan+Restaurant/data=!4m7!3m6!1s0x14cb4584c56889f7:0xcdd3871ec6d8f3fb!8m2!3d40.7597155!4d29.9199443!16s%2Fg%2F11c2pf11sd!19sChIJ94loxYRFyxQR-_PYxh6H080?authuser=0&hl=tr&rclk=1
INIIS,"Yahyakaptan, Yahyakaptan mah.sarı mimoza Cad.ayçiceği Sokak, Ilgın Sk. no:11, 41040 İzmit/Kocaeli",(0262) 333 34 44,No Website,,https://www.google.com/maps/place/INIIS/data=!4m7!3m6!1s0x14cb51f36a73aa47:0x6f79316a4380e2d3!8m2!3d40.769607!4d29.9764374!16s%2Fg%2F11tsybwnpb!19sChIJR6pzavNRyxQR0-KAQ2oxeW8?authuser=0&hl=tr&rclk=1
Maşşa Ocakbaşı,"M.Ali Pasa Mah. Erkan Sok. No:3 (Teona Otel Altı), 41050 İzmit/Kocaeli",(0262) 322 40 40,No Email Found,https://www.google.com/url?q=http://facebook.com/massaocakbasi&opi=79508299&sa=U&ved=0ahUKEwihoO_X05WMAxW4UMMIHQWBLRQQ61gIFigO&usg=AOvVaw2_rvtQoguICEPCJMJjwAlv,https://www.google.com/maps/place/Ma%C5%9F%C5%9Fa+Ocakba%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb4ff3e727bfbf:0x5b9e406c2327e5e5!8m2!3d40.7636425!4d29.9562956!16s%2Fg%2F11c5rq2532!19sChIJv78n5_NPyxQR5eUnI2xAnls?authuser=0&hl=tr&rclk=1
ÇADIR KANDIRA SOFRASI,"Kandıra Yolu Üzeri 3. Km Çayırköy Mevkii, 41060 İzmit/Kocaeli",(0262) 332 11 11,No Email Found,https://www.google.com/url?q=http://cadirkandirasofrasi.com/&opi=79508299&sa=U&ved=0ahUKEwjK1rfa05WMAxUwSfEDHbGgIqMQ61gIGCgO&usg=AOvVaw2ImJwzPCONL1s0S-9yRB25,https://www.google.com/maps/place/%C3%87ADIR+KANDIRA+SOFRASI/data=!4m7!3m6!1s0x14cb51c6806a74bd:0xca1dd81b09b0532b!8m2!3d40.7964515!4d29.9917984!16s%2Fg%2F11bztrq7ch!19sChIJvXRqgMZRyxQRK1OwCRvYHco?authuser=0&hl=tr&rclk=1
Özler Restoran,"Körfez, Atatürk Blv. No:10, 41040 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/%C3%96zler+Restoran/data=!4m7!3m6!1s0x14cb4f88807b398d:0x51bb164e08e601e9!8m2!3d40.7651058!4d29.9395298!16s%2Fg%2F113g7j971!19sChIJjTl7gIhPyxQR6QHmCE4Wu1E?authuser=0&hl=tr&rclk=1
Tarif Cağ Kebap,"Mehmet Ali Paşa Mahallesi, Adnan Menderes Blv. No:3, 41050 İzmit/Kocaeli",0530 773 61 06,No Website,,https://www.google.com/maps/place/Tarif+Ca%C4%9F+Kebap/data=!4m7!3m6!1s0x14cb4fccaad6dfed:0x6cbf5e003094d3b!8m2!3d40.7637451!4d29.9591348!16s%2Fg%2F11h24rvl8d!19sChIJ7d_WqsxPyxQRO00JA-D1ywY?authuser=0&hl=tr&rclk=1
Garniture Cafe Restaurant Patisserie,"Fethiye Caddesi No:45 Tarihi Osmanlı Hamamı Karşısı, 41200 İzmit/Kocaeli",(0262) 322 52 00,info@garniture.com.tr,https://www.google.com/url?q=http://www.garniture.com.tr/&opi=79508299&sa=U&ved=0ahUKEwjk-N_g05WMAxWBSfEDHZb-DPAQ61gIFygO&usg=AOvVaw0yUXRupu2qBiRO-tfdylMr,https://www.google.com/maps/place/Garniture+Cafe+Restaurant+Patisserie/data=!4m7!3m6!1s0x14cb4580439ef93f:0xc3b99b418cae87a3!8m2!3d40.7653356!4d29.9257476!16s%2Fg%2F113fkdc5t!19sChIJP_meQ4BFyxQRo4eujEGbucM?authuser=0&hl=tr&rclk=1
Ciğerci Bahattin,"Yenişehir, Gazi Mustafa Kemal Blv. No:135 D:A, 41050 İzmit/Kocaeli",(0262) 325 41 33,info@cigercibahattin.com,https://www.google.com/url?q=https://instagram.com/cigercibahattinizmit&opi=79508299&sa=U&ved=0ahUKEwjllvTi05WMAxUxavEDHVLjN9QQ61gIGCgQ&usg=AOvVaw2LwguIRp_8cVBAxNgUZGln,https://www.google.com/maps/place/Ci%C4%9Ferci+Bahattin/data=!4m7!3m6!1s0x14cb4fe5974ce983:0xe2f0bf8011cf0e26!8m2!3d40.7680831!4d29.9634451!16s%2Fg%2F11cn9mj43_!19sChIJg-lMl-VPyxQRJg7PEYC_8OI?authuser=0&hl=tr&rclk=1
Beytül Bahçe,"Karabaş mah. ömer türkçakal bulvarı no:2 Fuariçi, 41040 İzmit/Kocaeli",(0262) 291 01 00,No Website,,https://www.google.com/maps/place/Beyt%C3%BCl+Bah%C3%A7e/data=!4m7!3m6!1s0x14cb4562e3cb306d:0xc94cdfdc3945da39!8m2!3d40.7576231!4d29.9422552!16s%2Fg%2F11byyd_6_h!19sChIJbTDL42JFyxQROdpFOdzfTMk?authuser=0&hl=tr&rclk=1
Maide Kafe & Restoran & Düğün Salonu,"Sekapark 2.Etap, Serdar, Güneş Cd., 41100 İzmit/Kocaeli",0536 313 33 11,No Website,,https://www.google.com/maps/place/Maide+Kafe+%26+Restoran+%26+D%C3%BC%C4%9F%C3%BCn+Salonu/data=!4m7!3m6!1s0x14cb454254fa935b:0xf04d8cacb6e27f40!8m2!3d40.7599655!4d29.8909353!16s%2Fg%2F11cs5y2pg5!19sChIJW5P6VEJFyxQRQH_itqyMTfA?authuser=0&hl=tr&rclk=1
Mavi Körfez Tarihi Eminönü Balıkçısı,"Kemalpaşa Mahallesi Oramiral Salim Dervişoğlu Caddesi, İzmit Marina, 41200 İzmit/Kocaeli",(0262) 339 40 33,No Website,,https://www.google.com/maps/place/Mavi+K%C3%B6rfez+Tarihi+Emin%C3%B6n%C3%BC+Bal%C4%B1k%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4584f1878597:0x94d27ff0afd9f2db!8m2!3d40.759405!4d29.920038!16s%2Fg%2F11b7q0ggzr!19sChIJl4WH8YRFyxQR2_LZr_B_0pQ?authuser=0&hl=tr&rclk=1
AliBaba Kocaeli,"Körfez, Liman Cd. No:54, 41245 Başiskele/Kocaeli",0537 501 03 49,No Website,,https://www.google.com/maps/place/AliBaba+Kocaeli/data=!4m7!3m6!1s0x14cb45d7f93ed019:0x754c576a73ad8eff!8m2!3d40.7140887!4d29.9146421!16s%2Fg%2F11sj663lgg!19sChIJGdA--ddFyxQR_46tc2pXTHU?authuser=0&hl=tr&rclk=1
Olta Balık,"Ömerağa, Salim Dervişoğlu Cd (Oramiral Salim Dervişoğlu Cd.), 41300 İzmit/Kocaeli",(0262) 322 90 96,No Website,,https://www.google.com/maps/place/Olta+Bal%C4%B1k/data=!4m7!3m6!1s0x14cb458ff4d8b283:0x5583f2535e80f83d!8m2!3d40.760812!4d29.930585!16s%2Fg%2F1tj4_y6d!19sChIJg7LY9I9FyxQRPfiAXlPyg1U?authuser=0&hl=tr&rclk=1
Bursa Kebabçısı,"Ömerağa, Hürriyet Cd. No:91, 41300 İzmit/Kocaeli",(0262) 331 31 19,ybbursakebap@gmail.com,https://www.google.com/url?q=http://bursakebapcisiizmit.com/&opi=79508299&sa=U&ved=0ahUKEwib7_Hw05WMAxVHQvEDHewGM9MQ61gIFSgQ&usg=AOvVaw0Kl05xz1PX4fj16c4Fb3BI,https://www.google.com/maps/place/Bursa+Kebab%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4581c6a8c559:0x551c7b09afc6066b!8m2!3d40.7634548!4d29.9271169!16s%2Fg%2F1tf90tl9!19sChIJWcWoxoFFyxQRawbGrwl7HFU?authuser=0&hl=tr&rclk=1
Happymoon's Cafe,"Arastapark AVM, Yahyakaptan, Akasyalar Cd. No:24 kat:2, 41050 İzmit/Kocaeli",(0262) 311 75 32,webmaps-revolution@yandex-team.ru,https://www.google.com/url?q=http://www.happymoons.com.tr/&opi=79508299&sa=U&ved=0ahUKEwjn243z05WMAxW_SfEDHdWWEBkQ61gIFygS&usg=AOvVaw0btJ1yWMkzmcOq2HV0Thkp,https://www.google.com/maps/place/Happymoon%27s+Cafe/data=!4m7!3m6!1s0x14cb501e7d5a2ad5:0x6232f163c2079d25!8m2!3d40.7671045!4d29.975776!16s%2Fg%2F11cjlw7f28!19sChIJ1SpafR5QyxQRJZ0HwmPxMmI?authuser=0&hl=tr&rclk=1
MehmET kebap ciğer,"Yenişehir, Dönmez Sk. No:40, 41050 İzmit/Kocaeli",0537 795 56 66,No Website,,https://www.google.com/maps/place/MehmET+kebap+ci%C4%9Fer/data=!4m7!3m6!1s0x14cb4ffadef6b607:0xa1b274eb616b556d!8m2!3d40.7636415!4d29.9651126!16s%2Fg%2F11clygwg1n!19sChIJB7b23vpPyxQRbVVrYet0sqE?authuser=0&hl=tr&rclk=1
Mavi Kayalar Restoran,"Mahallesi, Servetiye Cami, Aşağı Alartı Mevkii 22/1, 41090 Başiskele/Kocaeli",(0262) 345 00 53,info@mavikayalar.com,https://www.google.com/url?q=http://www.mavikayalar.com/&opi=79508299&sa=U&ved=0ahUKEwiS_K7305WMAxVrX_EDHW_BGgoQ61gIFygS&usg=AOvVaw3k_OACbVoTY_kfaM8WSYhK,https://www.google.com/maps/place/Mavi+Kayalar+Restoran/data=!4m7!3m6!1s0x14cb431231f87ed5:0x53887c8111f3ab61!8m2!3d40.6337392!4d29.9506154!16s%2Fg%2F11h18dtjzh!19sChIJ1X74MRJDyxQRYavzEYF8iFM?authuser=0&hl=tr&rclk=1
Ala Restaurant,"metropol avn, Kemalpaşa, Cumhuriyet Cd. Kat:4, 41200 İzmit/Kocaeli",0541 485 54 70,No Website,,https://www.google.com/maps/place/Ala+Restaurant/data=!4m7!3m6!1s0x14cb457993e198b5:0x24bb292a43189934!8m2!3d40.7622974!4d29.9205501!16s%2Fg%2F11pv372y63!19sChIJtZjhk3lFyxQRNJkYQyopuyQ?authuser=0&hl=tr&rclk=1
Kavuret Kebap Ciğer Salonu,"Yenişehir Mahallesi Gazi Mustafa Kemal Bulvarı No:122 D:1d, 41050 İzmit",(0262) 311 17 13,No Website,,https://www.google.com/maps/place/Kavuret+Kebap+Ci%C4%9Fer+Salonu/data=!4m7!3m6!1s0x14cb4fef83cc14ef:0xc2149b32a34085db!8m2!3d40.7676456!4d29.9620444!16s%2Fg%2F11bzrgtlxr!19sChIJ7xTMg-9PyxQR24VAozKbFMI?authuser=0&hl=tr&rclk=1
Marifet Restaurant,"Körfez Mahallesi Birlik iş hanı Denizbank yanı, 41000",(0262) 323 67 38,No Website,,https://www.google.com/maps/place/Marifet+Restaurant/data=!4m7!3m6!1s0x14cb4f88334ad0dd:0x1da7e8722a4c50e2!8m2!3d40.762827!4d29.9422497!16s%2Fg%2F1pp2vgch6!19sChIJ3dBKM4hPyxQR4lBMKnLopx0?authuser=0&hl=tr&rclk=1
"Saklı Vadi Restaurant - Maşukiye, Kartepe","Kartepe Kayak Merkezi yolu üzeri 5.km Maşukiye, 41295 Kartepe/Kocaeli",(0262) 354 20 30,info@kartepesaklivadi.com,https://www.google.com/url?q=https://kartepesaklivadi.com/&opi=79508299&sa=U&ved=0ahUKEwjumfqC1JWMAxW0QPEDHSqJNI8Q61gIEigO&usg=AOvVaw1zoGkFDFoBI1K_iB7xwllC,"https://www.google.com/maps/place/Sakl%C4%B1+Vadi+Restaurant+-+Ma%C5%9Fukiye,+Kartepe/data=!4m7!3m6!1s0x14cb58697c598bf7:0x529553bbe6e63582!8m2!3d40.6831094!4d30.1388374!16s%2Fg%2F1yfh_kdwx!19sChIJ94tZfGlYyxQRgjXm5rtTlVI?authuser=0&hl=tr&rclk=1"
Maşukiye Şelale Restaurant,"Maşukiye Şelale Restaurant Dere İçi Mevki, 41290 İzmit, Kocaeli, 41110 İzmit/Kocaeli",(0262) 354 33 25,No Website,,https://www.google.com/maps/place/Ma%C5%9Fukiye+%C5%9Eelale+Restaurant/data=!4m7!3m6!1s0x14cb5845d645aebf:0x9f5ae8e3ddd49ed8!8m2!3d40.686044!4d30.126686!16s%2Fg%2F11f33hmzjw!19sChIJv65F1kVYyxQR2J7U3ePoWp8?authuser=0&hl=tr&rclk=1
YUVACİK KAZLI BAHCE,"Yuvacık Yakacık, Hamdi Taşdemir Cd. No:58, 41190 Başiskele/Kocaeli",0532 550 05 41,"78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com",https://www.google.com/url?q=https://www.yuvacikkazlibahce.com/&opi=79508299&sa=U&ved=0ahUKEwidj_SH1JWMAxXGefEDHbLTLvgQ61gIFCgQ&usg=AOvVaw0qcNSFOHVs-hBomUo7ihcr,https://www.google.com/maps/place/YUVAC%C4%B0K+KAZLI+BAHCE/data=!4m10!3m9!1s0x14cb43f6b4c69b53:0x594d44f446e3daf1!5m2!4m1!1i2!8m2!3d40.6789538!4d29.9649692!16s%2Fg%2F11vd88_m1r!19sChIJU5vGtPZDyxQR8drjRvRETVk?authuser=0&hl=tr&rclk=1
Sümela Köfte ve Fırını,"Atakent Mh, Sapanca Yolu Cd. No:44, 41180 Kartepe/Kocaeli",(0262) 371 23 78,iletisim@naiboglusumela.com,https://www.google.com/url?q=http://www.sumelakartepe.com/&opi=79508299&sa=U&ved=0ahUKEwiK-7KK1JWMAxX_BdsEHVlGO3kQ61gIGSgQ&usg=AOvVaw1stmWUFwkdR2Ioih0mAaJ7,https://www.google.com/maps/place/S%C3%BCmela+K%C3%B6fte+ve+F%C4%B1r%C4%B1n%C4%B1/data=!4m7!3m6!1s0x14cb50bba11a4eb5:0x3d10335fe4258e01!8m2!3d40.742642!4d30.050569!16s%2Fg%2F1thm0p1s!19sChIJtU4aobtQyxQRAY4l5F8zED0?authuser=0&hl=tr&rclk=1
Barista Plus - 41 Burda AVM,"Sanayi, Ömer Türkçekal BUlvarı 41 Burda AVM No:7, 41040 İzmit/Kocaeli",(0262) 332 33 77,No Website,,https://www.google.com/maps/place/Barista+Plus+-+41+Burda+AVM/data=!4m7!3m6!1s0x14cb457d00000001:0x9d809320d7f73cca!8m2!3d40.7561547!4d29.946276!16s%2Fg%2F11f3cn9hnb!19sChIJAQAAAH1FyxQRyjz31yCTgJ0?authuser=0&hl=tr&rclk=1
