Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Derviş Cafe 2,"Binbirdirek, Peykhane Cd. No:5, 34122 Fatih/İstanbul",(0212) 638 27 79,No Website,,https://www.google.com/maps/place/Dervi%C5%9F+Cafe+2/data=!4m7!3m6!1s0x14cab9bdaf0baffd:0xa6ec5cbe983df8af!8m2!3d41.0080641!4d28.9717171!16s%2Fg%2F1tgv9n7c!19sChIJ_a8Lr725yhQRr_g9mL5c7KY?authuser=0&hl=tr&rclk=1
İstanbul Kitap Kahve,"Akşemsettin, Halıcılar Cd. No: 72, 34080 Fatih/İstanbul",0552 671 34 34,iletisim@yakalamac.com.tr,http://www.istanbulkitapkahve.com.tr/,https://www.google.com/maps/place/%C4%B0stanbul+Kitap+Kahve/data=!4m7!3m6!1s0x14cabb5d993eb671:0xbc132a51769bb86b!8m2!3d41.016329!4d28.944845!16s%2Fg%2F11fkds9wf5!19sChIJcbY-mV27yhQRa7ibdlEqE7w?authuser=0&hl=tr&rclk=1
Çağrı Restaurant & Cafe Bar,"Katip Kasım, Aksaray Cd. No:49, 34130 Fatih/İstanbul",0532 247 69 47,No Website,,https://www.google.com/maps/place/%C3%87a%C4%9Fr%C4%B1+Restaurant+%26+Cafe+Bar/data=!4m7!3m6!1s0x14cab9874202ed6f:0xc6a942d94b34587e!8m2!3d41.0068377!4d28.9539765!16s%2Fg%2F1tcz04sc!19sChIJb-0CQoe5yhQRflg0S9lCqcY?authuser=0&hl=tr&rclk=1
Well Breakfast & Coffee,"Katip Mustafa Çelebi, Maç Çk Sk No: 6, 34000 Beyoğlu/İstanbul",0530 861 83 94,No Website,,https://www.google.com/maps/place/Well+Breakfast+%26+Coffee/data=!4m7!3m6!1s0x14cab7e5472f9241:0xc919580cb4bbe177!8m2!3d41.0331172!4d28.9824546!16s%2Fg%2F11h_vvq1ry!19sChIJQZIvR-W3yhQRd-G7tAxYGck?authuser=0&hl=tr&rclk=1
Mr Cook Restaurant,"Mr Cook Restaurant, Alemdar, Molla Fenari Sk. No:33 A 34122, 34110 Fatih/İstanbul",(0212) 512 92 04,No Website,,https://www.google.com/maps/place/Mr+Cook+Restaurant/data=!4m7!3m6!1s0x14cab995967b9ec1:0x787858fdb0b63284!8m2!3d41.0106315!4d28.9748165!16s%2Fg%2F1tht94tj!19sChIJwZ57lpW5yhQRhDK2sP1YeHg?authuser=0&hl=tr&rclk=1
MY TERRACE CAFE & RESTAURANT,"Küçük Ayasofya, Şht. Mehmet Paşa Sk. No:9, 34122 Fatih/İstanbul",0535 931 88 17,No Email Found,https://wa.me/905359318817,https://www.google.com/maps/place/MY+TERRACE+CAFE+%26+RESTAURANT/data=!4m7!3m6!1s0x14cab96975be215d:0x311b6ae3c31ebee6!8m2!3d41.004901!4d28.9730385!16s%2Fg%2F11gmtvdl5p!19sChIJXSG-dWm5yhQR5r4ew-NqGzE?authuser=0&hl=tr&rclk=1
Bistro Hippodrome Restaurant,"Küçükayasofya sok. Küçük Ayasofya Mahallesi 41/A, 34122 Fatih/İstanbul",0536 251 41 56,No Website,,https://www.google.com/maps/place/Bistro+Hippodrome+Restaurant/data=!4m7!3m6!1s0x14cab99814ec9037:0xed488b4a2095a65c!8m2!3d41.0035344!4d28.9749235!16s%2Fg%2F11g6js167w!19sChIJN5DsFJi5yhQRXKaVIEqLSO0?authuser=0&hl=tr&rclk=1
Fiyort Restaurant Karaköy ( Eski Peninsula Teras Restaurant ),"Arap Cami, Tersane Cd. No:111, 34420 Beyoğlu/İstanbul",0549 254 70 32,No Website,,https://www.google.com/maps/place/Fiyort+Restaurant+Karak%C3%B6y+%28+Eski+Peninsula+Teras+Restaurant+%29/data=!4m7!3m6!1s0x14cab9e8be3c2d2b:0xa55da12f8483247d!8m2!3d41.023905!4d28.970141!16s%2Fg%2F1td8g027!19sChIJKy08vui5yhQRfSSDhC-hXaU?authuser=0&hl=tr&rclk=1
Fine Dine İstanbul,"Binbirdirek, İmran Öktem Cd. No:4, 34440 Fatih/İstanbul",(0212) 516 96 96,basak@hotelarcadiablue.com,https://menufast.net/m/246/finedineistanbul,https://www.google.com/maps/place/Fine+Dine+%C4%B0stanbul/data=!4m7!3m6!1s0x14cab997adbfdc49:0xf8f6f66d5d30d257!8m2!3d41.006856!4d28.973634!16s%2Fg%2F12vsqgz7y!19sChIJSdy_rZe5yhQRV9IwXW329vg?authuser=0&hl=tr&rclk=1
ERHAN Fish & Meat Cafe Restaurant,"Binbirdirek, Klodfarer Cd. Servet Han No:29 D:29/E, 34122 Fatih/İstanbul",0544 953 06 21,No Website,,https://www.google.com/maps/place/ERHAN+Fish+%26+Meat+Cafe+Restaurant/data=!4m7!3m6!1s0x14cab9970ab9f3dd:0x3cac83dde9cce6b4!8m2!3d41.0061829!4d28.9731949!16s%2Fg%2F11bxfw_853!19sChIJ3fO5Cpe5yhQRtObM6d2DrDw?authuser=0&hl=tr&rclk=1
İstanbul Cafe,"Değirmiçem, Nişantaşı Sk., 27090 Şehitkamil/Gaziantep",0533 481 27 79,"e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com",http://www.cafeistanbulorganizasyon.com/,https://www.google.com/maps/place/%C4%B0stanbul+Cafe/data=!4m7!3m6!1s0x1531e145cf70b2eb:0xbd12c9201cd6d22e!8m2!3d37.067919!4d37.369991!16s%2Fg%2F11b7q0vry7!19sChIJ67Jwz0XhMRURLtLWHCDJEr0?authuser=0&hl=tr&rclk=1
North Art Coffee & Breakfast,"Cankurtaran, Utangaç Sk. No:21, 34122 Fatih/İstanbul",0538 832 48 64,No Website,,https://www.google.com/maps/place/North+Art+Coffee+%26+Breakfast/data=!4m7!3m6!1s0x14cab9619e48f68b:0xead4f4767582bee5!8m2!3d41.0059925!4d28.9792313!16s%2Fg%2F11fn1h8tmg!19sChIJi_ZInmG5yhQR5b6CdXb01Oo?authuser=0&hl=tr&rclk=1
OSH SOPHIA BEER GARDEN,"Cankurtaran, Alemdar Cd. No:2, 34122 Fatih/İstanbul",(0212) 528 09 73,No Email Found,https://qr.finedinemenu.com/boutique-st-sophia/menu/65ddb5f6744df100152effd0,https://www.google.com/maps/place/OSH+SOPHIA+BEER+GARDEN/data=!4m7!3m6!1s0x14cab9be669e4877:0xad7cd159b1cd9c6d!8m2!3d41.0090874!4d28.9786423!16s%2Fg%2F11f2xp7cty!19sChIJd0ieZr65yhQRbZzNsVnRfK0?authuser=0&hl=tr&rclk=1
FÜLANE RESTAURANT,"Hoca Paşa, Dervişler Sokağı No:7 D:2, 34110 Fatih/İstanbul",0535 455 12 12,rezervasyon@fulanrestaurant.com,https://www.fulanerestaurant.com/,https://www.google.com/maps/place/F%C3%9CLANE+RESTAURANT/data=!4m7!3m6!1s0x14cab9c03ac4fc8b:0x59cbc7b303b25814!8m2!3d41.0137753!4d28.9774708!16s%2Fg%2F11swdsf6x2!19sChIJi_zEOsC5yhQRFFiyA7PHy1k?authuser=0&hl=tr&rclk=1
BYZANTİON Bistro Restaurant,"Ordu Cad, Kemal Paşa, Yeşil Tulumba Sk. No:9/1, 34134 Fatih/İstanbul",(0212) 522 74 96,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.byzantionbistro.net/,https://www.google.com/maps/place/BYZANT%C4%B0ON+Bistro+Restaurant/data=!4m7!3m6!1s0x14cab987e04dc333:0x8282a7af349beede!8m2!3d41.0101279!4d28.9543791!16s%2Fg%2F11b77hgpmr!19sChIJM8NN4Ie5yhQR3u6bNK-ngoI?authuser=0&hl=tr&rclk=1
Valley Hills Cafe & Restaurant,"Cankurtaran, Cankurtaran Cd. 20/A, 34122 Fatih/İstanbul",0534 550 34 59,No Website,,https://www.google.com/maps/place/Valley+Hills+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cab9f0ca62e605:0xc5712eed742f1691!8m2!3d41.0051618!4d28.9811504!16s%2Fg%2F11j31dr9nz!19sChIJBeZiyvC5yhQRkRYvdO0uccU?authuser=0&hl=tr&rclk=1
İstanbul Cafe,"Cumhuriyet, 34180 Bahçelievler/İstanbul",Telefon Yok,No Website,,https://www.google.com/maps/place/%C4%B0stanbul+Cafe/data=!4m7!3m6!1s0x14cabb32bbb83445:0x3b0aebbd28a1a224!8m2!3d41.0165148!4d28.8606409!16s%2Fg%2F11gk8qvgb2!19sChIJRTS4uzK7yhQRJKKhKL3rCjs?authuser=0&hl=tr&rclk=1
Yemek Nerede Yenir,"İcadiye, Akdarı Sokağı No:3, 34674 Üsküdar/İstanbul",0545 177 77 35,erkan.cinar@narpos.com.tr,http://www.yemekneredeyenir.com/,https://www.google.com/maps/place/Yemek+Nerede+Yenir/data=!4m7!3m6!1s0x14cac977bac95cd1:0xac6cbc8e2b34ee30!8m2!3d41.0264255!4d29.0345381!16s%2Fg%2F11f6r0v9x4!19sChIJ0VzJunfJyhQRMO40K468bKw?authuser=0&hl=tr&rclk=1
three partners cafe & restaurant,"Küçük Ayasofya, Kaleci Sk. No:7, 34000 Fatih/İstanbul",0544 198 13 21,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, three.partners.cafe.restaurant@gmail.com",https://threepartners.wixsite.com/sitem,https://www.google.com/maps/place/three+partners+cafe+%26+restaurant/data=!4m7!3m6!1s0x14cab9b17564bc51:0xe2a7186997ac9178!8m2!3d41.0035029!4d28.9736352!16s%2Fg%2F11g_rwcls_!19sChIJUbxkdbG5yhQReJGsl2kYp-I?authuser=0&hl=tr&rclk=1
Sultan Palace Cafe Restaurant,"Alemdar, Biçki Yurdu Sk. No:1, 34122 Fatih/İstanbul",0533 553 74 78,info@sultanpalace.tr,http://www.sultanpalace.tr/,https://www.google.com/maps/place/Sultan+Palace+Cafe+Restaurant/data=!4m7!3m6!1s0x14cab98e619ebdf3:0x522ea2a97073e816!8m2!3d41.0085053!4d28.9750403!16s%2Fg%2F11rwphwx97!19sChIJ872eYY65yhQRFuhzcKmiLlI?authuser=0&hl=tr&rclk=1
Zerzevan Fish & Kebab Restaurant,"Cankurtaran, Akbıyık Cd. 13A, 34122 Fatih/İstanbul",0531 209 34 21,enteryour@addresshere.com,https://www.facebook.com/Zerzevan-restaurantpub-102534235851775,https://www.google.com/maps/place/Zerzevan+Fish+%26+Kebab+Restaurant/data=!4m7!3m6!1s0x14cab9f89e82fbfd:0xd716b8fce1b6febb!8m2!3d41.0058645!4d28.980727!16s%2Fg%2F11t27ngjrz!19sChIJ_fuCnvi5yhQRu_624fy4Ftc?authuser=0&hl=tr&rclk=1
İstanbul Kahvehanesi,"Cankurtaran, Kabasakal Cd. No:5, 34122 Fatih/İstanbul",Telefon Yok,turing@turing.tr,http://www.turing.org.tr/,https://www.google.com/maps/place/%C4%B0stanbul+Kahvehanesi/data=!4m7!3m6!1s0x14cab9bdadc42581:0x6a0c7dc3c76c2038!8m2!3d41.0063788!4d28.9789064!16s%2Fg%2F11dxq2sc8t!19sChIJgSXErb25yhQROCBsx8N9DGo?authuser=0&hl=tr&rclk=1
Şehr-i Saadet Cafe Restaurant,"Demirtaş, Ord. Prof. Dr. Cemil Birsel Cd No:22, 34134 Fatih/İstanbul",(0212) 511 51 54,No Website,,https://www.google.com/maps/place/%C5%9Eehr-i+Saadet+Cafe+Restaurant/data=!4m7!3m6!1s0x14cab9ed3ab70b0b:0x96a3599ad623a3ee!8m2!3d41.0168403!4d28.9665554!16s%2Fg%2F11c6w026tl!19sChIJCwu3Ou25yhQR7qMj1ppZo5Y?authuser=0&hl=tr&rclk=1
Giriftar Cafe,"Demirtaş, Yüksekler Sk. No:4, 34134 Fatih/İstanbul",(0212) 520 01 07,"info@giriftarcafe.com, yalcineren@gmail.com, logo@2x.png",http://www.giriftarcafe.com/,https://www.google.com/maps/place/Giriftar+Cafe/data=!4m7!3m6!1s0x14cab9ed0e329eb3:0x2318447355b1a25c!8m2!3d41.0170203!4d28.9659815!16s%2Fg%2F11b_2yld2r!19sChIJs54yDu25yhQRXKKxVXNEGCM?authuser=0&hl=tr&rclk=1
İstanbul Kebab Cafe Restaurant,"Alemdar, Biçki Yurdu Sk. No:5, 34122 Fatih/İstanbul",0537 982 73 95,No Email Found,https://istanbulkebabcaferestaurant.com/,https://www.google.com/maps/place/%C4%B0stanbul+Kebab+Cafe+Restaurant/data=!4m7!3m6!1s0x14cab96b072c388f:0x5c2e4d7a2cb9143d!8m2!3d41.0085446!4d28.9748034!16s%2Fg%2F11h6k_8526!19sChIJjzgsB2u5yhQRPRS5LHpNLlw?authuser=0&hl=tr&rclk=1
CAMP İSTANBUL TAKSİM Cafe-Bar,"Asmalı Mescit, Tütüncü Çk. No:3, 34430 Beyoğlu/İstanbul",0532 713 90 50,No Website,,https://www.google.com/maps/place/CAMP+%C4%B0STANBUL+TAKS%C4%B0M+Cafe-Bar/data=!4m7!3m6!1s0x14cab7607062674b:0xca96db4e91fdb2e2!8m2!3d41.033597!4d28.976703!16s%2Fg%2F11c206j4pb!19sChIJS2dicGC3yhQR4rL9kU7blso?authuser=0&hl=tr&rclk=1
Cafe ES,"Atikali, Ninni Sk. No:7, 34087 Fatih/İstanbul",0534 344 16 16,iletisim@yakalamac.com.tr,https://m.facebook.com/CafeEs-594646893880470/,https://www.google.com/maps/place/Cafe+ES/data=!4m7!3m6!1s0x14caba18408b8d61:0x7e088eebc1de9800!8m2!3d41.0239531!4d28.9428551!16s%2Fg%2F11bztvmqb0!19sChIJYY2LQBi6yhQRAJjeweuOCH4?authuser=0&hl=tr&rclk=1
Divella Bistro Restaurant,"Cankurtaran mah. akbıyık caddesi, Adliye Sk. no:11, 34122 Fatih/İstanbul",0552 880 21 31,"info@divellabistro.net, info@divella.com",https://www.divellabistro.net/,https://www.google.com/maps/place/Divella+Bistro+Restaurant/data=!4m7!3m6!1s0x14cab9e1a405fee1:0xf3d6a4a861b3fcc5!8m2!3d41.006464!4d28.9807498!16s%2Fg%2F11j15jf6hn!19sChIJ4f4FpOG5yhQRxfyzYaik1vM?authuser=0&hl=tr&rclk=1
Mardin Et Ve Kebap Salonu,"Molla Fenari, İskender Boğazı Sk. No:45, 34120 Fatih/İstanbul",0531 597 36 83,No Website,,https://www.google.com/maps/place/Mardin+Et+Ve+Kebap+Salonu/data=!4m7!3m6!1s0x14cab99349b98191:0x8c055db75844823a!8m2!3d41.00987!4d28.9686661!16s%2Fg%2F11cs6bmjz9!19sChIJkYG5SZO5yhQROoJEWLddBYw?authuser=0&hl=tr&rclk=1
İstanbul çorba ve ev yemekleri,"k çekmece İstanbul, Cennet, Mevlana Cd. 4/f, 34000 Küçükçekmece/İstanbul",(0212) 599 19 09,No Website,,https://www.google.com/maps/place/%C4%B0stanbul+%C3%A7orba+ve+ev+yemekleri/data=!4m7!3m6!1s0x14caa3c473261e13:0x35aeba17bd99d170!8m2!3d40.9876556!4d28.7793282!16s%2Fg%2F1t_6jvsl!19sChIJEx4mc8SjyhQRcNGZvRe6rjU?authuser=0&hl=tr&rclk=1
Buyruk Esnaf Lokantası | 1980'den Bugüne | Lezzet Adresi | Osmanlı Mutfağı | Sirkeci Lokanta,"Hoca Paşa, Hoca Paşa Sk. No:12 D:12, 34112 Fatih/İstanbul",0542 118 00 37,hello@sirkecilokanta.com.tr,https://www.sirkecilokanta.com.tr/,https://www.google.com/maps/place/Buyruk+Esnaf+Lokantas%C4%B1+%7C+1980%27den+Bug%C3%BCne+%7C+Lezzet+Adresi+%7C+Osmanl%C4%B1+Mutfa%C4%9F%C4%B1+%7C+Sirkeci+Lokanta/data=!4m7!3m6!1s0x14cab9eabacf3df5:0x160a7fdece796ee3!8m2!3d41.0138267!4d28.9760457!16s%2Fg%2F1tgdwnjc!19sChIJ9T3Puuq5yhQR4255zt5_ChY?authuser=0&hl=tr&rclk=1
Coffee İstanbul,"Kuştepe, Mecidiyeköy Yolu Cd. No:16, 34387 Şişli/İstanbul",(0212) 217 68 43,No Website,,https://www.google.com/maps/place/Coffee+%C4%B0stanbul/data=!4m7!3m6!1s0x14cab6fc2ebbd939:0xe329da36352d10fe!8m2!3d41.0674091!4d28.9911957!16s%2Fg%2F11b6nzjjyy!19sChIJOdm7Lvy2yhQR_hAtNTbaKeM?authuser=0&hl=tr&rclk=1
Estanbul Cafe,"Nine Hatun, Davutpaşa Cd. No:28, 34220 Esenler/İstanbul",Telefon Yok,No Website,,https://www.google.com/maps/place/Estanbul+Cafe/data=!4m7!3m6!1s0x14cabaea7abcadb5:0x68c2f9086c586729!8m2!3d41.0359822!4d28.8836393!16s%2Fg%2F11gb3zbdmd!19sChIJta28euq6yhQRKWdYbAj5wmg?authuser=0&hl=tr&rclk=1
Istanbul Cafe,"Esentepe, 2392. Sk., 34265 Sultangazi/İstanbul",Telefon Yok,No Website,,https://www.google.com/maps/place/Istanbul+Cafe/data=!4m7!3m6!1s0x14cab1c987d61533:0xd91d98f8beee05b!8m2!3d41.0999694!4d28.8808212!16s%2Fg%2F11mvrr63zq!19sChIJMxXWh8mxyhQRW-Dui4_ZkQ0?authuser=0&hl=tr&rclk=1
Sultanahmet Buhara Kebab House Restaurant,"Alemdar, Ç. Nuruosmaniye Cd. No:7, 34120 Fatih/İstanbul",(0212) 513 74 24,info@buhara93restaurant.com,https://www.facebook.com/buhararestaurant/,https://www.google.com/maps/place/Sultanahmet+Buhara+Kebab+House+Restaurant/data=!4m7!3m6!1s0x14cab9914e995891:0x30c461083a8602c8!8m2!3d41.010274!4d28.97518!16s%2Fg%2F11c67vk_q4!19sChIJkViZTpG5yhQRyAKGOghhxDA?authuser=0&hl=tr&rclk=1
BESO Rooftop Restaurant,"rooftop Top floor, Mimar Kemalettin, Koca Ragıppaşa Cd No:9, 34130 Fatih/İstanbul",0530 669 53 63,No Email Found,https://besorooftop.com/,https://www.google.com/maps/place/BESO+Rooftop+Restaurant/data=!4m7!3m6!1s0x14cab9235aa19e09:0xcd2cde408c40b0ac!8m2!3d41.009012!4d28.9594472!16s%2Fg%2F11vsd9s3x5!19sChIJCZ6hWiO5yhQRrLBAjEDeLM0?authuser=0&hl=tr&rclk=1
Seher Restaurant,"Hoca Paşa, İbni Kemal Cd. No:18, 34110 Fatih/İstanbul",0538 580 40 70,info@seherrestaurant.com,https://www.seherrestaurant.com/,https://www.google.com/maps/place/Seher+Restaurant/data=!4m7!3m6!1s0x14cab9bff3c65a9b:0xef54853dd9960687!8m2!3d41.0133246!4d28.9766168!16s%2Fg%2F11c2lb07tx!19sChIJm1rG87-5yhQRhwaW2T2FVO8?authuser=0&hl=tr&rclk=1
The Terrace Restaurant Cafe,"Alemdar, Divan Yolu Cd. No: 16, 34122 Fatih/İstanbul",0546 144 09 20,No Website,,https://www.google.com/maps/place/The+Terrace+Restaurant+Cafe/data=!4m7!3m6!1s0x14cab9bdf650c385:0xef9dd99bc8ed0df5!8m2!3d41.0082258!4d28.9765041!16s%2Fg%2F11cn98n_dt!19sChIJhcNQ9r25yhQR9Q3tyJvZne8?authuser=0&hl=tr&rclk=1
Rumeli Restaurant,"Alemdar, Ticarethane Çk. No:11, 34110 Fatih/İstanbul",0541 904 96 04,No Website,,https://www.google.com/maps/place/Rumeli+Restaurant/data=!4m7!3m6!1s0x14cab9965d1841dd:0xfb90639fa25d846d!8m2!3d41.0086282!4d28.9762238!16s%2Fg%2F1tg2ynsq!19sChIJ3UEYXZa5yhQRbYRdop9jkPs?authuser=0&hl=tr&rclk=1
By Kinyas Restaurant,"Cankurtaran, Tevkifhane Sk. No:18, 34122 Fatih/İstanbul",(0212) 516 44 02,info@bykinyasrestaurant.com,http://bykinyasrestaurant.com/,https://www.google.com/maps/place/By+Kinyas+Restaurant/data=!4m7!3m6!1s0x14cab9cf7cdcb12f:0xdfa057201375f2df!8m2!3d41.0061787!4d28.9799959!16s%2Fg%2F11flgdrpb6!19sChIJL7HcfM-5yhQR3_J1EyBXoN8?authuser=0&hl=tr&rclk=1
İstanbul Kebab Fish House,"Şehsuvar Bey, Kadırga Limanı Cd. No:27, 34093 Fatih/İstanbul",0534 482 12 09,No Website,,https://www.google.com/maps/place/%C4%B0stanbul+Kebab+Fish+House/data=!4m7!3m6!1s0x14cab98107b5e15b:0x3356825d5a6f2488!8m2!3d41.004627!4d28.9668381!16s%2Fg%2F11w319qpvp!19sChIJW-G1B4G5yhQRiCRvWl2CVjM?authuser=0&hl=tr&rclk=1
Harab'be Cafe & Hookah Lounge,"Alemdar, Ticarethane Çk. No:4B, 34122 Fatih/İstanbul",0554 788 28 67,webmaps-revolution@yandex-team.ru,https://harabbe.com/,https://www.google.com/maps/place/Harab%27be+Cafe+%26+Hookah+Lounge/data=!4m7!3m6!1s0x14cab996010f1d27:0x85a33628d4a40b98!8m2!3d41.0084009!4d28.9761307!16s%2Fg%2F1ptw12lmz!19sChIJJx0PAZa5yhQRmAuk1Cg2o4U?authuser=0&hl=tr&rclk=1
Little Sofia Cafe & Restaurant,"Küçük Ayasofya, Küçük Ayasofya Cd. NO: 72A, 34122 Fatih/İstanbul",0536 966 50 13,No Website,,https://www.google.com/maps/place/Little+Sofia+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cab927352ab2ad:0x11f06bb26f738fc6!8m2!3d41.0031422!4d28.9724431!16s%2Fg%2F11sq4yd9zt!19sChIJrbIqNSe5yhQRxo9zb7Jr8BE?authuser=0&hl=tr&rclk=1
