Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Klida Karadeniz,"Yenişehir, Ziynet Sk. No:2, 41050 İzmit/Kocaeli",(0262) 331 33 41,No Email Found,https://www.google.com/url?q=http://tr-tr.facebook.com/Klida-Karadeniz-920081214766839/&opi=79508299&sa=U&ved=0ahUKEwjzpbWxkKeMAxWlVPEDHQE4AKcQ61gIGSgQ&usg=AOvVaw1TT2RNAcaIeXKOu_hI-mzE,https://www.google.com/maps/place/Klida+Karadeniz/data=!4m7!3m6!1s0x14cb4fe5ac0c6c91:0x15c7fdf54fb0d0ec!8m2!3d40.767122!4d29.9649656!16s%2Fg%2F11cst2l7yc!19sChIJkWwMrOVPyxQR7NCwT_X9xxU?authuser=0&hl=tr&rclk=1
Kare Restaurant,"Yenişehir, Adnan Menderes Blv. No:8/1, 41100 İzmit/Kocaeli",(0262) 335 50 80,No Website,,https://www.google.com/maps/place/Kare+Restaurant/data=!4m7!3m6!1s0x14cb4f2066d3b0cb:0xb19f2d36a3f158bc!8m2!3d40.7641456!4d29.9595979!16s%2Fg%2F11j285cpcn!19sChIJy7DTZiBPyxQRvFjxozYtn7E?authuser=0&hl=tr&rclk=1
Basol Et Kasap Steak house,"Sanayi, Ömer Türkçakal Blv. No:99, 41040 İzmit/Kocaeli",(0262) 333 01 41,iletisim@yakalamac.com.tr,https://www.google.com/url?q=http://www.basolsteakhouse.com/&opi=79508299&sa=U&ved=0ahUKEwia3tu1kKeMAxV_RvEDHe6kNsQQ61gIFSgQ&usg=AOvVaw3dHbwO41mU8b9LNzeTwd-N,https://www.google.com/maps/place/Basol+Et+Kasap+Steak+house/data=!4m7!3m6!1s0x14cb45139148419b:0xd6dfe129f83c8177!8m2!3d40.739849!4d29.9440983!16s%2Fg%2F11c1tjbjgj!19sChIJm0FIkRNFyxQRd4E8-Cnh39Y?authuser=0&hl=tr&rclk=1
"Refiye Restoran - Cağ Kebap , Izgara , Serpme Kahvaltı , İzmit","Yahyakaptan, Kara Yolu Cd. No:21/B, 41050 İzmit/Kocaeli",(0262) 333 11 12,bilgi@refiyerestaurant.com,https://www.google.com/url?q=https://www.refiyerestaurant.com/&opi=79508299&sa=U&ved=0ahUKEwiu1ee4kKeMAxUdQvEDHc_OBWkQ61gIFSgQ&usg=AOvVaw0vk0j-OZsl57PQbEDf7rLY,"https://www.google.com/maps/place/Refiye+Restoran+-+Ca%C4%9F+Kebap+,+Izgara+,+Serpme+Kahvalt%C4%B1+,+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f5acc34e273:0x75da875d03438e1f!8m2!3d40.7798403!4d29.9727987!16s%2Fg%2F11g1qj706h!19sChIJc-I0zFpPyxQRH45DA12H2nU?authuser=0&hl=tr&rclk=1"
Avrasya cafe Restorant,"Yenişehir, Dönmez Sk. No.1, 41050 İzmit/Kocaeli",0533 659 78 54,No Website,,https://www.google.com/maps/place/Avrasya+cafe+Restorant/data=!4m7!3m6!1s0x14cb4f155e81fc6b:0xd0396ff8ee35de49!8m2!3d40.7673373!4d29.9665586!16s%2Fg%2F11px38s412!19sChIJa_yBXhVPyxQRSd417vhvOdA?authuser=0&hl=tr&rclk=1
Maçka İşkembe,"Yenişehir, Demokrasi Cd. No:74, 41050 İzmit/Kocaeli",(0262) 313 00 11,info@macka.com.tr,https://www.google.com/url?q=http://www.macka.com.tr/&opi=79508299&sa=U&ved=0ahUKEwi2tKi9kKeMAxUCBNsEHTKKFp0Q61gIFSgQ&usg=AOvVaw17uyjhSqAOlG-JXvOWEvzw,https://www.google.com/maps/place/Ma%C3%A7ka+%C4%B0%C5%9Fkembe/data=!4m7!3m6!1s0x14cb4ff07dc91143:0x9af16d88cbc1dcf8!8m2!3d40.763416!4d29.962055!16s%2Fg%2F1q66xsn89!19sChIJQxHJffBPyxQR-NzBy4ht8Zo?authuser=0&hl=tr&rclk=1
Özler Restoran,"Körfez, Atatürk Blv. No:10, 41040 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/%C3%96zler+Restoran/data=!4m7!3m6!1s0x14cb4f88807b398d:0x51bb164e08e601e9!8m2!3d40.7651058!4d29.9395298!16s%2Fg%2F113g7j971!19sChIJjTl7gIhPyxQR6QHmCE4Wu1E?authuser=0&hl=tr&rclk=1
Balıkçı Asiye,"Ömerağa Mah. Şehabettin Bilgisu Cad, Latif Bey Sk. No:18, 41000 İzmit/Kocaeli",(0262) 324 40 60,No Website,,https://www.google.com/maps/place/Bal%C4%B1k%C3%A7%C4%B1+Asiye/data=!4m7!3m6!1s0x14cb451a4f1e4bf9:0x5e21280a9875a7f5!8m2!3d40.7624461!4d29.9268057!16s%2Fg%2F11kkvv41nd!19sChIJ-UseTxpFyxQR9ad1mAooIV4?authuser=0&hl=tr&rclk=1
Fi 712 Restaurant,"Yahyakaptan, Şht. Ergün Köncü Sk. N:21, 41050 İzmit/Kocaeli",0553 800 07 12,No Email Found,https://www.google.com/url?q=https://fi712dinner.com.tr/&opi=79508299&sa=U&ved=0ahUKEwjg3OzDkKeMAxWKVvEDHTdlJBYQ61gIGSgQ&usg=AOvVaw0CF4yPxVGnRyCA0IfLOpF-,https://www.google.com/maps/place/Fi+712+Restaurant/data=!4m7!3m6!1s0x14cb4f17d0579959:0xe24bcc21f10d1e86!8m2!3d40.769091!4d29.9688726!16s%2Fg%2F11vwpdkhnr!19sChIJWZlX0BdPyxQRhh4N8SHMS-I?authuser=0&hl=tr&rclk=1
Kışla Ciğer Kebap,"Kadıköy, 41050 İzmit/Kocaeli",(0262) 332 33 34,No Website,,https://www.google.com/maps/place/K%C4%B1%C5%9Fla+Ci%C4%9Fer+Kebap/data=!4m7!3m6!1s0x14cb4f2f56560599:0x6d9b2be646161b1c!8m2!3d40.7653402!4d29.9486479!16s%2Fg%2F11fd4ct92d!19sChIJmQVWVi9PyxQRHBsWRuYrm20?authuser=0&hl=tr&rclk=1
Kışla Ciğer Kebap,"Kadıköy, 41050 İzmit/Kocaeli",(0262) 332 33 34,No Website,,https://www.google.com/maps/place/K%C4%B1%C5%9Fla+Ci%C4%9Fer+Kebap/data=!4m7!3m6!1s0x14cb4f2f56560599:0x6d9b2be646161b1c!8m2!3d40.7653402!4d29.9486479!16s%2Fg%2F11fd4ct92d!19sChIJmQVWVi9PyxQRHBsWRuYrm20?authuser=0&hl=tr&rclk=1
Kokoreç Office,"Tepecik, Cumhuriyet Cd. No:63/B, 41200 İzmit/Kocaeli",(0262) 333 04 44,No Website,,https://www.google.com/maps/place/Kokore%C3%A7+Office/data=!4m7!3m6!1s0x14cb458177141b2b:0xb317e42cf9afa6f0!8m2!3d40.7630678!4d29.9247404!16s%2Fg%2F11fhz588tm!19sChIJKxsUd4FFyxQR8Kav-SzkF7M?authuser=0&hl=tr&rclk=1
Çınar Lokantası Çarşı yapı,"Sanayi mah. Çarşı yapı sitesi H-5 İzmit Kocaeli, 41000 İzmit/Kocaeli",(0262) 335 40 34,iletisim@yakalamac.com.tr,https://www.google.com/url?q=https://m.facebook.com/%25C3%2587INAR-Lokantasi-%25C3%2587ar%25C5%259F%25C4%25B1-Yap%25C4%25B1-AVM-514549341911406/%3Fref%3Dbookmarks&opi=79508299&sa=U&ved=0ahUKEwi8lMrMkKeMAxXMSvEDHUR8ONYQ61gIEygO&usg=AOvVaw3NMoq7SZRoTwTr8XfxsPvN,https://www.google.com/maps/place/%C3%87%C4%B1nar+Lokantas%C4%B1+%C3%87ar%C5%9F%C4%B1+yap%C4%B1/data=!4m7!3m6!1s0x14cb455e885b1d6f:0x883883437d546d93!8m2!3d40.754744!4d29.95353!16s%2Fg%2F11c1ssljmp!19sChIJbx1biF5FyxQRk21UfUODOIg?authuser=0&hl=tr&rclk=1
Beyaz Yalı,"Kemalpaşa, Oramiral Salim Dervişoğlu Cd. No:62, 41300 İzmit/Kocaeli",0545 190 10 10,No Website,,https://www.google.com/maps/place/Beyaz+Yal%C4%B1/data=!4m7!3m6!1s0x14cb4f843ba5717d:0xef0f60f162eb1989!8m2!3d40.7608242!4d29.9195754!16s%2Fg%2F11g7v6v3yr!19sChIJfXGlO4RPyxQRiRnrYvFgD-8?authuser=0&hl=tr&rclk=1
Keyfi İkram Yenicuma,"Ömerağa, Pertev Paşa Cd. No:1, 41300 İzmit/Kocaeli",(0262) 323 77 88,iletisim@yakalamac.com.tr,https://www.google.com/url?q=http://keyfiikram.com.tr/&opi=79508299&sa=U&ved=0ahUKEwjM5e7QkKeMAxXKRfEDHe16JxUQ61gIGSgQ&usg=AOvVaw1bWTDBJq98IG-RGg_R1SB_,https://www.google.com/maps/place/Keyfi+%C4%B0kram+Yenicuma/data=!4m7!3m6!1s0x14cb457f024452a9:0xdb2e5f1c63432055!8m2!3d40.7625465!4d29.9305458!16s%2Fg%2F11bxb9gmc_!19sChIJqVJEAn9FyxQRVSBDYxxfLts?authuser=0&hl=tr&rclk=1
Maşşa Ocakbaşı,"M.Ali Pasa Mah. Erkan Sok. No:3 (Teona Otel Altı), 41050 İzmit/Kocaeli",(0262) 322 40 40,No Email Found,https://www.google.com/url?q=http://facebook.com/massaocakbasi&opi=79508299&sa=U&ved=0ahUKEwjZibnTkKeMAxVNBNsEHQfAD-cQ61gIFigO&usg=AOvVaw2hOCghT9UTsPjqTO40D3I-,https://www.google.com/maps/place/Ma%C5%9F%C5%9Fa+Ocakba%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb4ff3e727bfbf:0x5b9e406c2327e5e5!8m2!3d40.7636425!4d29.9562956!16s%2Fg%2F11c5rq2532!19sChIJv78n5_NPyxQR5eUnI2xAnls?authuser=0&hl=tr&rclk=1
Çınaraltı Künefe & Kahvaltı,"Yenişehir, Demokrasi Cd. No:76, 41900 İzmit/Kocaeli",(0262) 311 54 61,info@cinaraltikunefe.com,https://www.google.com/url?q=http://www.cinaraltikunefe.com/&opi=79508299&sa=U&ved=0ahUKEwjZ8t3VkKeMAxWMRfEDHe95J6EQ61gIFSgQ&usg=AOvVaw1qQzl_MoKX3ql5vRjZv8ph,https://www.google.com/maps/place/%C3%87%C4%B1naralt%C4%B1+K%C3%BCnefe+%26+Kahvalt%C4%B1/data=!4m7!3m6!1s0x14cb4f24913dc991:0xbfb0195a74f19da8!8m2!3d40.763447!4d29.9617489!16s%2Fg%2F11f6514z44!19sChIJkck9kSRPyxQRqJ3xdFoZsL8?authuser=0&hl=tr&rclk=1
Locale İzmit,"Karabaş Mahallesi, Leyla Atakan Caddesi, Karabaş, Belde Sk. No:2/A, 41100 İzmit/Kocaeli",0531 990 68 63,No Website,,https://www.google.com/maps/place/Locale+%C4%B0zmit/data=!4m7!3m6!1s0x14cb45a13f85b0bb:0xe9b5130ccfbe24f6!8m2!3d40.7626997!4d29.9346856!16s%2Fg%2F11j8vn4qfv!19sChIJu7CFP6FFyxQR9iS-zwwTtek?authuser=0&hl=tr&rclk=1
Ciğerci Bahattin,"Yenişehir, Gazi Mustafa Kemal Blv. No:135 D:A, 41050 İzmit/Kocaeli",(0262) 325 41 33,info@cigercibahattin.com,https://www.google.com/url?q=https://instagram.com/cigercibahattinizmit&opi=79508299&sa=U&ved=0ahUKEwjxl4vbkKeMAxUdSvEDHXtrCqYQ61gIGCgQ&usg=AOvVaw3mV_3AowUdEMXKT22oUjre,https://www.google.com/maps/place/Ci%C4%9Ferci+Bahattin/data=!4m7!3m6!1s0x14cb4fe5974ce983:0xe2f0bf8011cf0e26!8m2!3d40.7680831!4d29.9634451!16s%2Fg%2F11cn9mj43_!19sChIJg-lMl-VPyxQRJg7PEYC_8OI?authuser=0&hl=tr&rclk=1
Tarif Cağ Kebap,"Mehmet Ali Paşa Mahallesi, Adnan Menderes Blv. No:3, 41050 İzmit/Kocaeli",0530 773 61 06,No Website,,https://www.google.com/maps/place/Tarif+Ca%C4%9F+Kebap/data=!4m7!3m6!1s0x14cb4fccaad6dfed:0x6cbf5e003094d3b!8m2!3d40.7637451!4d29.9591348!16s%2Fg%2F11h24rvl8d!19sChIJ7d_WqsxPyxQRO00JA-D1ywY?authuser=0&hl=tr&rclk=1
Livadi Cafe & Restaurant,"Cephanelik Mesire Alanı Tesisleri içinde, 28 Haziran, 41060 İzmit/Kocaeli",(0262) 322 80 00,"info@LivadiCafeWeb.com, info@LivadiCafe.com",https://www.google.com/url?q=http://www.livadicafe.com/&opi=79508299&sa=U&ved=0ahUKEwjLs7jfkKeMAxWtB9sEHYvQKIYQ61gIGigQ&usg=AOvVaw2aGTIzSs-41x0LKdKeOMO6,https://www.google.com/maps/place/Livadi+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cb4fbf2702a423:0xd486bbd46d602f0c!8m2!3d40.7826178!4d29.9480714!16s%2Fg%2F11cjkq136t!19sChIJI6QCJ79PyxQRDC9gbdS7htQ?authuser=0&hl=tr&rclk=1
Geçit restaurant,"Şahabettin bilgisi cad .ömerağa mah.no 75 kat 2izmit merkez Kocaeli TR, 41100 Kocaeli",0546 557 33 35,No Email Found,https://www.google.com/url?q=https://menuburada.com/gecit-restaurant-izmit-carsi-kocaeli/&opi=79508299&sa=U&ved=0ahUKEwjKn_3hkKeMAxWDA9sEHXgoNQIQ61gIFigO&usg=AOvVaw1a2winPxKLRRIGU3d45Z3s,https://www.google.com/maps/place/Ge%C3%A7it+restaurant/data=!4m7!3m6!1s0x14cb45481316a60b:0xfd1244820263cac2!8m2!3d40.7618331!4d29.9280446!16s%2Fg%2F11gr68qfhc!19sChIJC6YWE0hFyxQRwspjAoJEEv0?authuser=0&hl=tr&rclk=1
Köseoğlu Pide,"Yenişehir Mh., Yeni Yahya Kaptan Yolu, Demokrasi Bulvarı No:29, 41050 Bekirpaşa/İzmit/Kocaeli",(0262) 332 02 25,info@koseogluekmek.com,https://www.google.com/url?q=http://www.koseogluekmek.com/&opi=79508299&sa=U&ved=0ahUKEwiRtP7kkKeMAxUEVfEDHdELKcgQ61gIFSgQ&usg=AOvVaw0cALQhOXfmeGq9VOiIWnTv,https://www.google.com/maps/place/K%C3%B6seo%C4%9Flu+Pide/data=!4m7!3m6!1s0x14cb4ff11d2886bf:0x170272e5e5dd6adc!8m2!3d40.7633333!4d29.9594444!16s%2Fg%2F1tj825qr!19sChIJv4YoHfFPyxQR3Grd5eVyAhc?authuser=0&hl=tr&rclk=1
BALIKÇI ERHAN,"Yenişehir, Adnan Menderes Blv. No:10/A, 41050 İzmit/Kocaeli",0532 135 75 41,iletisim@yakalamac.com.tr,https://www.google.com/url?q=https://www.facebook.com/Bal%25C4%25B1k%25C3%25A7%25C4%25B1-ERHAN-104923665327026/%3Fref%3Dpages_you_manage&opi=79508299&sa=U&ved=0ahUKEwiq1KnnkKeMAxVfcfEDHUePJuYQ61gIGSgQ&usg=AOvVaw27RZzn2Q8HT9l6GRkpGX57,https://www.google.com/maps/place/BALIK%C3%87I+ERHAN/data=!4m7!3m6!1s0x14cb4fd516f69c23:0x5ac0905567e9e818!8m2!3d40.7642103!4d29.9596199!16s%2Fg%2F11p76qnpxg!19sChIJI5z2FtVPyxQRGOjpZ1WQwFo?authuser=0&hl=tr&rclk=1
ÇADIR KANDIRA SOFRASI,"Kandıra Yolu Üzeri 3. Km Çayırköy Mevkii, 41060 İzmit/Kocaeli",(0262) 332 11 11,No Website,,https://www.google.com/maps/place/%C3%87ADIR+KANDIRA+SOFRASI/data=!4m7!3m6!1s0x14cb51c6806a74bd:0xca1dd81b09b0532b!8m2!3d40.7964515!4d29.9917984!16s%2Fg%2F11bztrq7ch!19sChIJvXRqgMZRyxQRK1OwCRvYHco?authuser=0&hl=tr&rclk=1
Marifet Restaurant,"Körfez Mahallesi Birlik iş hanı Denizbank yanı, 41000",(0262) 323 67 38,No Website,,https://www.google.com/maps/place/Marifet+Restaurant/data=!4m7!3m6!1s0x14cb4f88334ad0dd:0x1da7e8722a4c50e2!8m2!3d40.762827!4d29.9422497!16s%2Fg%2F1pp2vgch6!19sChIJ3dBKM4hPyxQR4lBMKnLopx0?authuser=0&hl=tr&rclk=1
Serpmeköy Trabzon Köy Kahvaltısı,"Yenişehir, Demokrasi Cd. 68/A, 41050 İzmit/Kocaeli",(0262) 311 23 61,info@getir.com,https://www.google.com/url?q=http://serpmekoy.com/&opi=79508299&sa=U&ved=0ahUKEwjyvuPtkKeMAxWEQPEDHaCpDMQQ61gIFSgQ&usg=AOvVaw00qXEFWL_JZboE794cJQL4,https://www.google.com/maps/place/Serpmek%C3%B6y+Trabzon+K%C3%B6y+Kahvalt%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4ffa8fec85f3:0x92ba4a928a867dc5!8m2!3d40.763348!4d29.9632864!16s%2Fg%2F11ggw7_3y9!19sChIJ84Xsj_pPyxQRxX2GipJKupI?authuser=0&hl=tr&rclk=1
Garniture Cafe Restaurant Patisserie,"Fethiye Caddesi No:45 Tarihi Osmanlı Hamamı Karşısı, 41200 İzmit/Kocaeli",(0262) 322 52 00,enteryour@addresshere.com,https://www.google.com/url?q=http://www.garniture.com.tr/&opi=79508299&sa=U&ved=0ahUKEwiw4JzwkKeMAxUCRPEDHY5WKAkQ61gIEygO&usg=AOvVaw087HfUVT-w1_OkBW5US88x,https://www.google.com/maps/place/Garniture+Cafe+Restaurant+Patisserie/data=!4m7!3m6!1s0x14cb4580439ef93f:0xc3b99b418cae87a3!8m2!3d40.7653356!4d29.9257476!16s%2Fg%2F113fkdc5t!19sChIJP_meQ4BFyxQRo4eujEGbucM?authuser=0&hl=tr&rclk=1
meşhur kavurmacı,"Yenişehir, Yenişehir, Feyzullah İzmidi Cd, Şht. Ender Güven Sk. No:39/4, 41050 İzmit/Kocaeli",(0262) 325 15 41,No Website,,https://www.google.com/maps/place/me%C5%9Fhur+kavurmac%C4%B1/data=!4m7!3m6!1s0x14cb4fde95b347a9:0x47938ec59d322fea!8m2!3d40.7760913!4d29.9694495!16s%2Fg%2F1q64g6fcg!19sChIJqUezld5PyxQR6i8yncWOk0c?authuser=0&hl=tr&rclk=1
Hoşgör Pastanesi,"Ömerağa, 41040 İzmit/Kocaeli",(0262) 321 35 40,inonu@hosgor.com.tr,https://www.google.com/url?q=http://www.hosgor.com.tr/&opi=79508299&sa=U&ved=0ahUKEwi-6N30kKeMAxW5QvEDHb4ZEhwQ61gIEigO&usg=AOvVaw3-8Ki6yXxVyW54i6YgUn5h,https://www.google.com/maps/place/Ho%C5%9Fg%C3%B6r+Pastanesi/data=!4m7!3m6!1s0x14cb4580122e15a9:0x94d4cbb2149fb575!8m2!3d40.765716!4d29.9266927!16s%2Fg%2F1th463k9!19sChIJqRUuEoBFyxQRdbWfFLLL1JQ?authuser=0&hl=tr&rclk=1
Beytül Bahçe,"Karabaş mah. ömer türkçakal bulvarı no:2 Fuariçi, 41040 İzmit/Kocaeli",(0262) 291 01 00,No Website,,https://www.google.com/maps/place/Beyt%C3%BCl+Bah%C3%A7e/data=!4m7!3m6!1s0x14cb4562e3cb306d:0xc94cdfdc3945da39!8m2!3d40.7576231!4d29.9422552!16s%2Fg%2F11byyd_6_h!19sChIJbTDL42JFyxQROdpFOdzfTMk?authuser=0&hl=tr&rclk=1
1863 Ocakbaşı,"Ömerağa, Şahabettin Bilgisu Cd. No:85, 41300, 41300 İzmit/Kocaeli",(0262) 333 18 63,flags@2x.png,https://www.google.com/url?q=https://www.instagram.com/1863ocakbasi/&opi=79508299&sa=U&ved=0ahUKEwiWo4L_kKeMAxXPQPEDHbiuO3sQ61gIFSgQ&usg=AOvVaw2elkYSwSuDQii7StQ0XVZo,https://www.google.com/maps/place/1863+Ocakba%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb459d9370a5e9:0xcaf53f47b95f6f46!8m2!3d40.7619403!4d29.9275927!16s%2Fg%2F11h3q3txb8!19sChIJ6aVwk51FyxQRRm9fuUc_9co?authuser=0&hl=tr&rclk=1
Sülo Babanın Yeri,"6, Karabaş, Hafız Binbaşı Cd., 41040 İzmit/Kocaeli",(0262) 322 70 55,No Website,,https://www.google.com/maps/place/S%C3%BClo+Baban%C4%B1n+Yeri/data=!4m7!3m6!1s0x14cb4f87c440c2e9:0xa454337c5a6e1ce1!8m2!3d40.764637!4d29.9383751!16s%2Fg%2F1tt95xfm!19sChIJ6cJAxIdPyxQR4RxuWnwzVKQ?authuser=0&hl=tr&rclk=1
Pizzaköy İzmit Yahyakaptan Şubesi,"Yenişehir, Demokrasi Cd. No: 80/A, 41050 İzmit/Kocaeli",0536 321 28 40,No Website,,https://www.google.com/maps/place/Pizzak%C3%B6y+%C4%B0zmit+Yahyakaptan+%C5%9Eubesi/data=!4m7!3m6!1s0x14cb4fbdebb50811:0x5d39992d80cc9879!8m2!3d40.7634597!4d29.9609022!16s%2Fg%2F11t9q59cdq!19sChIJEQi1671PyxQReZjMgC2ZOV0?authuser=0&hl=tr&rclk=1
Mavi Körfez Tarihi Eminönü Balıkçısı,"Kemalpaşa Mahallesi Oramiral Salim Dervişoğlu Caddesi, İzmit Marina, 41200 İzmit/Kocaeli",(0262) 339 40 33,No Website,,https://www.google.com/maps/place/Mavi+K%C3%B6rfez+Tarihi+Emin%C3%B6n%C3%BC+Bal%C4%B1k%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4584f1878597:0x94d27ff0afd9f2db!8m2!3d40.759405!4d29.920038!16s%2Fg%2F11b7q0ggzr!19sChIJl4WH8YRFyxQR2_LZr_B_0pQ?authuser=0&hl=tr&rclk=1
