Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Twinss,"Karabaş Mahallesi Hürriyet Caddesi Hürriyet Apartmanı, No:159 Daire:4, 41100 İzmit/Kocaeli",0533 581 41 00,No Email Found,https://twinss.com.tr/,https://www.google.com/maps/place/Twinss/data=!4m7!3m6!1s0x14cb45bca5fd0199:0xbca6586521ca6bc0!8m2!3d40.7644401!4d29.9332259!16s%2Fg%2F11t3wd78_v!19sChIJmQH9pbxFyxQRwGvKIWVYprw?authuser=0&hl=tr&rclk=1
The House Cafe İzmit,"Yenişehir, Konak Sk. No: 19, 41050 İzmit/Kocaeli",0506 871 49 26,No Email Found,http://www.thehousecafe.com/,https://www.google.com/maps/place/The+House+Cafe+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f40a6e461b9:0x96504557dfa86b78!8m2!3d40.7659823!4d29.9666466!16s%2Fg%2F11ss57gl29!19sChIJuWHkpkBPyxQReGuo31dFUJY?authuser=0&hl=tr&rclk=1
TEPE CAFE & RESTORAN,"Kabaoğlu, Kabaoğlu Mahallesi, Kocaeli Ünv. Araştırma Hastanesi Yanı Umuttepe Kampüsü, 41000 İzmit/Kocaeli",(0262) 303 78 37,No Website,,https://www.google.com/maps/place/TEPE+CAFE+%26+RESTORAN/data=!4m7!3m6!1s0x14cb4e8cb7bb75a7:0x300be2253335f670!8m2!3d40.8234432!4d29.9167358!16s%2Fg%2F11g_jbjxr!19sChIJp3W7t4xOyxQRcPY1MyXiCzA?authuser=0&hl=tr&rclk=1
Kebapçı Mehmet Usta,"Çenedağ, Denizciler Cd. No:17 D:2a, 41900 Derince/Kocaeli",(0262) 229 87 44,info@kebapcimehmetusta.com,https://instagram.com/kebapcimehmetusta,https://www.google.com/maps/place/Kebap%C3%A7%C4%B1+Mehmet+Usta/data=!4m7!3m6!1s0x14cb4654d83a064d:0x2a5b85839fbd870d!8m2!3d40.757589!4d29.836052!16s%2Fg%2F113h7w0zy!19sChIJTQY62FRGyxQRDYe9n4OFWyo?authuser=0&hl=tr&rclk=1
PİLAV LAND cafe,"Karabaş, Cengiz Topel Cd. No:38/B, 41040 İzmit/Kocaeli",(0262) 332 30 32,No Website,,https://www.google.com/maps/place/P%C4%B0LAV+LAND+cafe/data=!4m7!3m6!1s0x14cb4f61998ec8c9:0xb8ff0684c742eac0!8m2!3d40.7647505!4d29.9375437!16s%2Fg%2F11j3wxbtd3!19sChIJyciOmWFPyxQRwOpCx4QG_7g?authuser=0&hl=tr&rclk=1
Hoşgör Pastaneleri,"Karabaş, Cumhuriyet Cd. No:190, 41040 İzmit/Kocaeli",(0262) 322 55 35,demiryolu@hosgor.com.tr,http://www.hosgorpastaneleri.com/,https://www.google.com/maps/place/Ho%C5%9Fg%C3%B6r+Pastaneleri/data=!4m7!3m6!1s0x14cb4613fa4f3571:0xb98beb7dbd4230ac!8m2!3d40.7641667!4d29.9341667!16s%2Fg%2F1v86h0r1!19sChIJcTVP-hNGyxQRrDBCvX3ri7k?authuser=0&hl=tr&rclk=1
Cafe Silvio,"Tepecik, Fethiye Cd., 41300 İzmit/Kocaeli",(0262) 332 47 46,No Website,,https://www.google.com/maps/place/Cafe+Silvio/data=!4m7!3m6!1s0x14cb4581b5be80e9:0xdda1bb0bacc7a643!8m2!3d40.7648861!4d29.9269647!16s%2Fg%2F11c1s3t7g_!19sChIJ6YC-tYFFyxQRQ6bHrAu7od0?authuser=0&hl=tr&rclk=1
Çoşkun İşkembe,"Körfez, Atatürk Blv. No:12, 41040 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/%C3%87o%C5%9Fkun+%C4%B0%C5%9Fkembe/data=!4m7!3m6!1s0x14cb4f88813dedcd:0x881326e14472f061!8m2!3d40.7651179!4d29.9396549!16s%2Fg%2F11c31ss_ms!19sChIJze09gYhPyxQRYfByROEmE4g?authuser=0&hl=tr&rclk=1
Tuzla Balıkçısı Mars Kocaeli,"Yahyakaptan, Kara Yolu Cd. No:28/C, 41050 İzmit/Kocaeli",0530 663 95 41,"umraniye@tuzlabalikcisi.com, izmit@tuzlabalikcisi.com, info@tuzlabalikcisi.com, basaksehir@tuzlabalikcisi.com",https://tuzlabalikcisi.com/,https://www.google.com/maps/place/Tuzla+Bal%C4%B1k%C3%A7%C4%B1s%C4%B1+Mars+Kocaeli/data=!4m7!3m6!1s0x14cb4fcd87a69ed5:0x30419331e08a11ce!8m2!3d40.781279!4d29.973413!16s%2Fg%2F11x03vpnwb!19sChIJ1Z6mh81PyxQRzhGK4DGTQTA?authuser=0&hl=tr&rclk=1
Olta Balık,"Ömerağa, Salim Dervişoğlu Cd (Oramiral Salim Dervişoğlu Cd.), 41300 İzmit/Kocaeli",(0262) 322 90 96,No Website,,https://www.google.com/maps/place/Olta+Bal%C4%B1k/data=!4m7!3m6!1s0x14cb458ff4d8b283:0x5583f2535e80f83d!8m2!3d40.760812!4d29.930585!16s%2Fg%2F1tj4_y6d!19sChIJg7LY9I9FyxQRPfiAXlPyg1U?authuser=0&hl=tr&rclk=1
Unfiltered Love Cafe,"Kadıköy, Atatürk Blv. Güzide aprt no:12/c, 41310 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Unfiltered+Love+Cafe/data=!4m7!3m6!1s0x14cb4f5b89a749d9:0x9b93c54c8567bd61!8m2!3d40.7653976!4d29.9444412!16s%2Fg%2F11t_z8lhf9!19sChIJ2UmniVtPyxQRYb1nhUzFk5s?authuser=0&hl=tr&rclk=1
Çınaraltı Künefe & Kahvaltı,"Yenişehir, Demokrasi Cd. No:76, 41900 İzmit/Kocaeli",(0262) 311 54 61,info@cinaraltikunefe.com,http://www.cinaraltikunefe.com/,https://www.google.com/maps/place/%C3%87%C4%B1naralt%C4%B1+K%C3%BCnefe+%26+Kahvalt%C4%B1/data=!4m7!3m6!1s0x14cb4f24913dc991:0xbfb0195a74f19da8!8m2!3d40.763447!4d29.9617489!16s%2Fg%2F11f6514z44!19sChIJkck9kSRPyxQRqJ3xdFoZsL8?authuser=0&hl=tr&rclk=1
ANTİK KÖFTE,"Uzuntarla, 41040 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/ANT%C4%B0K+K%C3%96FTE/data=!4m7!3m6!1s0x14cb4fc34294c039:0x76e66a0ee33c1bb7!8m2!3d40.7650765!4d29.9394356!16s%2Fg%2F11hzwfrvm6!19sChIJOcCUQsNPyxQRtxs84w5q5nY?authuser=0&hl=tr&rclk=1
Ihlamur Restaurant,"Umuttepe Mevki Kocaeli Üniversitesi, İzmit Merkez, İzmit, Kocaeli (İzmit), 41300",(0262) 359 11 85,No Website,,https://www.google.com/maps/place/Ihlamur+Restaurant/data=!4m7!3m6!1s0x14cb4f8883609e65:0x458634f34ae68d89!8m2!3d40.7654843!4d29.9388042!16s%2Fg%2F1ptwx_j_2!19sChIJZZ5gg4hPyxQRiY3mSvM0hkU?authuser=0&hl=tr&rclk=1
Casual Coffee Shop,"Karabaş, Rauf Orbay Sk., 41040 İzmit/Kocaeli",0530 695 64 41,No Website,,https://www.google.com/maps/place/Casual+Coffee+Shop/data=!4m7!3m6!1s0x14cb4568b24c4a4f:0xcf402042553895c9!8m2!3d40.7631284!4d29.9331051!16s%2Fg%2F11s0t8m67_!19sChIJT0pMsmhFyxQRyZU4VUIgQM8?authuser=0&hl=tr&rclk=1
Heef,"Körfez Mah. Sanayi Cad, Berk Sk., 41000 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Heef/data=!4m7!3m6!1s0x14cb4fd157d391b1:0x950f950e9dc39ae5!8m2!3d40.7641142!4d29.9405081!16s%2Fg%2F11r2jd25v3!19sChIJsZHTV9FPyxQR5ZrDnQ6VD5U?authuser=0&hl=tr&rclk=1
Voge Restaurant,"Wes Hotel, Kozluk Mah. Ruşen Hakkı Caddesi, Dut Sk. No:2 Kat:1, 41200 İzmit/Kocaeli",0533 400 62 41,info@voge.com.tr,https://voge.com.tr/,https://www.google.com/maps/place/Voge+Restaurant/data=!4m7!3m6!1s0x14cb453c38ca9db1:0x7f180d7cecc00899!8m2!3d40.763032!4d29.9184416!16s%2Fg%2F11kc8nxcj0!19sChIJsZ3KODxFyxQRmQjA7HwNGH8?authuser=0&hl=tr&rclk=1
Mutlu Yemek,"Ömerağa, Salim Efendi Sk. No:1, 41300 İzmit/Kocaeli (Izmit)",(0262) 325 27 11,No Website,,https://www.google.com/maps/place/Mutlu+Yemek/data=!4m7!3m6!1s0x14cb4580159446cb:0x8c13ef5b3428a34c!8m2!3d40.7664673!4d29.924789!16s%2Fg%2F1hc3p_sl8!19sChIJy0aUFYBFyxQRTKMoNFvvE4w?authuser=0&hl=tr&rclk=1
Paşafırını,"Körfez, Berk Sk. No:1, 41040 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Pa%C5%9Faf%C4%B1r%C4%B1n%C4%B1/data=!4m7!3m6!1s0x14cb4f8874555555:0xd3c3352c06909905!8m2!3d40.7640739!4d29.9395416!16s%2Fg%2F11h54zbh4n!19sChIJVVVVdIhPyxQRBZmQBiw1w9M?authuser=0&hl=tr&rclk=1
Şen Yuvam Lokantası,"Çukurbağ, İnönü Cd. No:270, 41300 İzmit/Kocaeli",(0262) 321 39 63,webmaps-revolution@yandex-team.ru,http://www.firmasec.com/firma/rmmykr-sen-yuvam-lokantasi/,https://www.google.com/maps/place/%C5%9Een+Yuvam+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cb4f80c3377ab3:0xd903c50b4df86e55!8m2!3d40.7664642!4d29.9326855!16s%2Fg%2F1tfthjxz!19sChIJs3o3w4BPyxQRVW74TQvFA9k?authuser=0&hl=tr&rclk=1
Kocaeli 82,"Kozluk, İnönü Cd. No:6, 41200 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Kocaeli+82/data=!4m7!3m6!1s0x14cb4585f1c2f73b:0x3f82d22dda1b87f5!8m2!3d40.7637209!4d29.9168777!16s%2Fg%2F11kkxtc4n6!19sChIJO_fC8YVFyxQR9Ycb2i3Sgj8?authuser=0&hl=tr&rclk=1
Tarihi Köfteci Niyazi,"Yenişehir, Gazi Mustafa Kemal Blv. No:82/A, 41050 İzmit/Kocaeli",(0262) 324 85 95,No Website,,https://www.google.com/maps/place/Tarihi+K%C3%B6fteci+Niyazi/data=!4m7!3m6!1s0x14cb4fefb5d1e7eb:0x2fab3df00e1f3290!8m2!3d40.7671124!4d29.9578385!16s%2Fg%2F1q674bw8x!19sChIJ6-fRte9PyxQRkDIfDvA9qy8?authuser=0&hl=tr&rclk=1
Pizzaköy İzmit Yahyakaptan Şubesi,"Yenişehir, Demokrasi Cd. No: 80/A, 41050 İzmit/Kocaeli",0536 321 28 40,No Website,,https://www.google.com/maps/place/Pizzak%C3%B6y+%C4%B0zmit+Yahyakaptan+%C5%9Eubesi/data=!4m7!3m6!1s0x14cb4fbdebb50811:0x5d39992d80cc9879!8m2!3d40.7634597!4d29.9609022!16s%2Fg%2F11t9q59cdq!19sChIJEQi1671PyxQReZjMgC2ZOV0?authuser=0&hl=tr&rclk=1
Mahmut Usta Künefe ve Baklava Salonları,"Kemalpaşa, Hürriyet Cd. No:21, 41200 İzmit/Kocaeli",(0262) 321 88 03,info@mahmutustatatlilari.com,https://mahmutustatatlilari.com/,https://www.google.com/maps/place/Mahmut+Usta+K%C3%BCnefe+ve+Baklava+Salonlar%C4%B1/data=!4m7!3m6!1s0x14cb4583e33924a3:0xfd1365eca1b9b83!8m2!3d40.762723!4d29.9230038!16s%2Fg%2F113fjj8sd!19sChIJoyQ544NFyxQRg5sbyl420Q8?authuser=0&hl=tr&rclk=1
Contra Coffee Kocaeli,"Kemalpaşa, Şahabettin Bilgisu Cd. Kamburoğlu İşhanı Sitesi No 131A, 41200 İzmit/Kocaeli",Telefon Yok,enteryour@addresshere.com,https://www.instagram.com/contracoffeekocaeli/,https://www.google.com/maps/place/Contra+Coffee+Kocaeli/data=!4m7!3m6!1s0x14cb45599fcb3d2f:0x8087c588a9d67d1b!8m2!3d40.7619994!4d29.9240706!16s%2Fg%2F11vd89722p!19sChIJLz3Ln1lFyxQRG33WqYjFh4A?authuser=0&hl=tr&rclk=1
Keyfi İkram Yenicuma,"Ömerağa, Pertev Paşa Cd. No:1, 41300 İzmit/Kocaeli",(0262) 323 77 88,iletisim@yakalamac.com.tr,http://keyfiikram.com.tr/,https://www.google.com/maps/place/Keyfi+%C4%B0kram+Yenicuma/data=!4m7!3m6!1s0x14cb457f024452a9:0xdb2e5f1c63432055!8m2!3d40.7625465!4d29.9305458!16s%2Fg%2F11bxb9gmc_!19sChIJqVJEAn9FyxQRVSBDYxxfLts?authuser=0&hl=tr&rclk=1
Kadayıfçıoğlu,"Körfez, Atatürk Blv. No:18, 41040 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Kaday%C4%B1f%C3%A7%C4%B1o%C4%9Flu/data=!4m7!3m6!1s0x14cb4f888615b22f:0x65c746b34ef4e239!8m2!3d40.7651598!4d29.9400107!16s%2Fg%2F113h4j87x!19sChIJL7IVhohPyxQROeL0TrNGx2U?authuser=0&hl=tr&rclk=1
Caffe Jö Bien,"Acısu Parkı, Tepecik, Acısu Sk. no:1, 41200 İzmit/Kocaeli",0542 820 37 07,No Website,,https://www.google.com/maps/place/Caffe+J%C3%B6+Bien/data=!4m7!3m6!1s0x14cb45c2b3ad6fd1:0x31e1af238278ad5c!8m2!3d40.7647561!4d29.9239465!16s%2Fg%2F11fkmym2lm!19sChIJ0W-ts8JFyxQRXK14giOv4TE?authuser=0&hl=tr&rclk=1
Köseoğlu Pide,"Yenişehir Mh., Yeni Yahya Kaptan Yolu, Demokrasi Bulvarı No:29, 41050 Bekirpaşa/İzmit/Kocaeli",(0262) 332 02 25,info@koseogluekmek.com,http://www.koseogluekmek.com/,https://www.google.com/maps/place/K%C3%B6seo%C4%9Flu+Pide/data=!4m7!3m6!1s0x14cb4ff11d2886bf:0x170272e5e5dd6adc!8m2!3d40.7633333!4d29.9594444!16s%2Fg%2F1tj825qr!19sChIJv4YoHfFPyxQR3Grd5eVyAhc?authuser=0&hl=tr&rclk=1
"Saklı Vadi Restaurant - Maşukiye, Kartepe","Kartepe Kayak Merkezi yolu üzeri 5.km Maşukiye, 41295 Kartepe/Kocaeli",(0262) 354 20 30,info@kartepesaklivadi.com,https://kartepesaklivadi.com/,"https://www.google.com/maps/place/Sakl%C4%B1+Vadi+Restaurant+-+Ma%C5%9Fukiye,+Kartepe/data=!4m7!3m6!1s0x14cb58697c598bf7:0x529553bbe6e63582!8m2!3d40.6831094!4d30.1388374!16s%2Fg%2F1yfh_kdwx!19sChIJ94tZfGlYyxQRgjXm5rtTlVI?authuser=0&hl=tr&rclk=1"
Maşukiye Şelale Restaurant,"Maşukiye Şelale Restaurant Dere İçi Mevki, 41290 İzmit, Kocaeli, 41110 İzmit/Kocaeli",(0262) 354 33 25,No Website,,https://www.google.com/maps/place/Ma%C5%9Fukiye+%C5%9Eelale+Restaurant/data=!4m7!3m6!1s0x14cb5845d645aebf:0x9f5ae8e3ddd49ed8!8m2!3d40.686044!4d30.126686!16s%2Fg%2F11f33hmzjw!19sChIJv65F1kVYyxQR2J7U3ePoWp8?authuser=0&hl=tr&rclk=1
İNCİLA RESTORAN,"Hacıhasan, Hacı Hasan Ykş., 41500 İzmit/Kocaeli",0531 087 26 87,No Email Found,https://incilarestoran.eatbu.com/,https://www.google.com/maps/place/%C4%B0NC%C4%B0LA+RESTORAN/data=!4m7!3m6!1s0x14cb457c3227cd19:0xeb60cd2dd1d3b59e!8m2!3d40.7657715!4d29.9241782!16s%2Fg%2F11hz_3c8l7!19sChIJGc0nMnxFyxQRnrXT0S3NYOs?authuser=0&hl=tr&rclk=1
Alkan Yemek İzmit,"Ömerağa, Alemdar Cd. No:20, 41300 İzmit/Kocaeli",0546 104 46 41,"Thyme-Leaves@2x-291x300.png, nfo@alkanyemekizmit.com, rosemary-item@2x-300x281.png, rosemary-item@2x.png, Thyme-Leaves@2x.png",http://alkanyemekizmit.com/,https://www.google.com/maps/place/Alkan+Yemek+%C4%B0zmit/data=!4m7!3m6!1s0x14cb455abd03d031:0x4b3928708869382b!8m2!3d40.7631269!4d29.9287335!16s%2Fg%2F11shfnd39b!19sChIJMdADvVpFyxQRKzhpiHAoOUs?authuser=0&hl=tr&rclk=1
Limon Cafe,"Ömerağa, 41300 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Limon+Cafe/data=!4m7!3m6!1s0x14cb4581e8d03ddd:0xf092ca1e55860a1c!8m2!3d40.7626257!4d29.9268467!16s%2Fg%2F113hdxfhh!19sChIJ3T3Q6IFFyxQRHAqGVR7KkvA?authuser=0&hl=tr&rclk=1
Ciğerci Süleyman,":121, 41190 Başiskele/Kocaeli",0532 241 77 75,No Website,,https://www.google.com/maps/place/Ci%C4%9Ferci+S%C3%BCleyman/data=!4m7!3m6!1s0x14cb451d32c442f3:0x7c5e4d2c57a3405b!8m2!3d40.7119722!4d29.9110784!16s%2Fg%2F11g0drpm_p!19sChIJ80LEMh1FyxQRW0CjVyxNXnw?authuser=0&hl=tr&rclk=1
Esperanto Café & Restaurant,"Karabaş, Rauf Orbay Sk. No:19, 41100 İzmit/Kocaeli",(0262) 325 60 66,No Website,,https://www.google.com/maps/place/Esperanto+Caf%C3%A9+%26+Restaurant/data=!4m7!3m6!1s0x14cb457e769c146d:0xedabea90218a891c!8m2!3d40.7632725!4d29.9333421!16s%2Fg%2F1tn8hpqj!19sChIJbRScdn5FyxQRHImKIZDqq-0?authuser=0&hl=tr&rclk=1
Antikkapi Restaurant,"Karabaş, 1. Cd. No:5, 41040 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Antikkapi+Restaurant/data=!4m7!3m6!1s0x14cb457c6c8b7563:0x4d0c866f609f49b2!8m2!3d40.7586877!4d29.9337674!16s%2Fg%2F11fmz2hsmd!19sChIJY3WLbHxFyxQRskmfYG-GDE0?authuser=0&hl=tr&rclk=1
Kare Restaurant,"Yenişehir, Adnan Menderes Blv. No:8/1, 41100 İzmit/Kocaeli",(0262) 335 50 80,No Website,,https://www.google.com/maps/place/Kare+Restaurant/data=!4m7!3m6!1s0x14cb4f2066d3b0cb:0xb19f2d36a3f158bc!8m2!3d40.7641456!4d29.9595979!16s%2Fg%2F11j285cpcn!19sChIJy7DTZiBPyxQRvFjxozYtn7E?authuser=0&hl=tr&rclk=1
Best Simit Cafe,"Karabaş, Cengiz Topel Cd. No:36, 41900 İzmit/Kocaeli",(0262) 324 00 00,No Website,,https://www.google.com/maps/place/Best+Simit+Cafe/data=!4m7!3m6!1s0x14cb4f87bcc398e3:0x3322fa10d4d79a58!8m2!3d40.7647281!4d29.9374017!16s%2Fg%2F1tsyxwnv!19sChIJ45jDvIdPyxQRWJrX1BD6IjM?authuser=0&hl=tr&rclk=1
Monad Coffee,"Karabaş, Şahabettin Bilgisu Cd. No:10/C, 41040 İzmit/Kocaeli",(0262) 324 90 40,info@monadcoffee.com,http://www.monadcoffee.com/,https://www.google.com/maps/place/Monad+Coffee/data=!4m7!3m6!1s0x14cb457e657cf30b:0x130febbe497967ba!8m2!3d40.76297!4d29.93271!16s%2Fg%2F11cs9mjhn1!19sChIJC_N8ZX5FyxQRumd5Sb7rDxM?authuser=0&hl=tr&rclk=1
Beytül Bahçe,"Karabaş mah. ömer türkçakal bulvarı no:2 Fuariçi, 41040 İzmit/Kocaeli",(0262) 291 01 00,No Website,,https://www.google.com/maps/place/Beyt%C3%BCl+Bah%C3%A7e/data=!4m7!3m6!1s0x14cb4562e3cb306d:0xc94cdfdc3945da39!8m2!3d40.7576231!4d29.9422552!16s%2Fg%2F11byyd_6_h!19sChIJbTDL42JFyxQROdpFOdzfTMk?authuser=0&hl=tr&rclk=1
Kocaeli Lahmacun,"Yenişehir, Gazi Mustafa Kemal Blv. 1A, 41050 İzmit/Kocaeli",(0262) 321 04 40,No Website,,https://www.google.com/maps/place/Kocaeli+Lahmacun/data=!4m7!3m6!1s0x14cb4f1b2afe8177:0xa51d5a49b3b638f2!8m2!3d40.768094!4d29.963393!16s%2Fg%2F11w85p71mx!19sChIJd4H-KhtPyxQR8ji2s0laHaU?authuser=0&hl=tr&rclk=1
Okka Cafe,"Cedit, Atatürk Blv. No:9, 41300 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Okka+Cafe/data=!4m7!3m6!1s0x14cb4f862df55ec1:0xc0f9287a488469ce!8m2!3d40.7655636!4d29.938639!16s%2Fg%2F11c51vqq8m!19sChIJwV71LYZPyxQRzmmESHoo-cA?authuser=0&hl=tr&rclk=1
Obur Közde Mantı,"Rıza Aygün İşhanı, Tepecik, Kemaliye Cd. No22-A, 41200 İzmit/Kocaeli",0545 630 25 83,oburcaferestaurant@gmail.com,https://oburkozdemanti.com/franchise.html,https://www.google.com/maps/place/Obur+K%C3%B6zde+Mant%C4%B1/data=!4m7!3m6!1s0x14cb4f8ee74bafc3:0xdae55b00c3b1210d!8m2!3d40.7636551!4d29.924417!16s%2Fg%2F11fzvdnl25!19sChIJw69L545PyxQRDSGxwwBb5do?authuser=0&hl=tr&rclk=1
Mis Bir Tat Döner,"Kadıköy, Zümrüt Sk., 41050 İzmit/Kocaeli",0530 908 07 23,No Website,,https://www.google.com/maps/place/Mis+Bir+Tat+D%C3%B6ner/data=!4m7!3m6!1s0x14cb4f892a16e115:0xb0aada8fd985f343!8m2!3d40.7663121!4d29.9423222!16s%2Fg%2F11q1j4nbz2!19sChIJFeEWKolPyxQRQ_OF2Y_aqrA?authuser=0&hl=tr&rclk=1
Ali Baba Et Lokantası,"Karabaş, Kuruçeşme Sk., 41040 İzmit/Kocaeli",0545 845 03 38,No Website,,https://www.google.com/maps/place/Ali+Baba+Et+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cb4f8735d53ea9:0xd1a458e330e33781!8m2!3d40.766113!4d29.9337964!16s%2Fg%2F11c6_t_mf9!19sChIJqT7VNYdPyxQRgTfjMONYpNE?authuser=0&hl=tr&rclk=1
AFFİNE COFFEE,"Ataevler, Özgürlük Cd No:4/B, 41180 Kartepe/Kocaeli",0544 548 48 48,"bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com, info@affinee.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com",https://www.affinee.com/,https://www.google.com/maps/place/AFF%C4%B0NE+COFFEE/data=!4m7!3m6!1s0x14cb5095a4ce91df:0xc14b368cba39adee!8m2!3d40.7493112!4d30.041485!16s%2Fg%2F11sdfxwt04!19sChIJ35HOpJVQyxQR7q05uow2S8E?authuser=0&hl=tr&rclk=1
