Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Livadi Cafe & Restaurant,"Cephanelik Mesire Alanı Tesisleri içinde, 28 Haziran, 41060 İzmit/Kocaeli",(0262) 322 80 00,"info@LivadiCafeWeb.com, info@LivadiCafe.com",http://www.livadicafe.com/,https://www.google.com/maps/place/Livadi+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cb4fbf2702a423:0xd486bbd46d602f0c!8m2!3d40.7826178!4d29.9480714!16s%2Fg%2F11cjkq136t!19sChIJI6QCJ79PyxQRDC9gbdS7htQ?authuser=0&hl=tr&rclk=1
Çınar Lokantası,"Ömerağa, Şahabettin Bilgisu Cd. No:38, 41040 İzmit/Kocaeli",(0262) 321 96 94,No Website,N/A,https://www.google.com/maps/place/%C3%87%C4%B1nar+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cb457f6f015c4b:0xf0ef2390272c5e3e!8m2!3d40.7621851!4d29.9295386!16s%2Fg%2F1tcx40_c!19sChIJS1wBb39FyxQRPl4sJ5Aj7_A?authuser=0&hl=tr&rclk=1
Maşşa Ocakbaşı,"M.Ali Pasa Mah. Erkan Sok. No:3 (Teona Otel Altı), 41050 İzmit/Kocaeli",(0262) 322 40 40,No Email Found,http://facebook.com/massaocakbasi,https://www.google.com/maps/place/Ma%C5%9F%C5%9Fa+Ocakba%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb4ff3e727bfbf:0x5b9e406c2327e5e5!8m2!3d40.7636425!4d29.9562956!16s%2Fg%2F11c5rq2532!19sChIJv78n5_NPyxQR5eUnI2xAnls?authuser=0&hl=tr&rclk=1
Antikkapi Restaurant,"Karabaş, 1. Cd. No:5, 41040 İzmit/Kocaeli",Telefon Yok,No Website,N/A,https://www.google.com/maps/place/Antikkapi+Restaurant/data=!4m7!3m6!1s0x14cb457c6c8b7563:0x4d0c866f609f49b2!8m2!3d40.7586877!4d29.9337674!16s%2Fg%2F11fmz2hsmd!19sChIJY3WLbHxFyxQRskmfYG-GDE0?authuser=0&hl=tr&rclk=1
Romano Cafe Restaurant,"Cumhuriyet, Sahil Sk. No:15, 41100 İzmit/Kocaeli",(0262) 226 88 75,info@romanorestorancafe.com,http://www.romanorestorancafe.com/,https://www.google.com/maps/place/Romano+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb446a2336b7d5:0xbbb18e8e21b18115!8m2!3d40.760134!4d29.879708!16s%2Fg%2F1ptwr5_ft!19sChIJ1bc2I2pEyxQRFYGxIY6Osbs?authuser=0&hl=tr&rclk=1
Basol Et Kasap Steak house,"Sanayi, Ömer Türkçakal Blv. No:99, 41040 İzmit/Kocaeli",(0262) 333 01 41,No Email Found,http://www.basolsteakhouse.com/,https://www.google.com/maps/place/Basol+Et+Kasap+Steak+house/data=!4m7!3m6!1s0x14cb45139148419b:0xd6dfe129f83c8177!8m2!3d40.739849!4d29.9440983!16s%2Fg%2F11c1tjbjgj!19sChIJm0FIkRNFyxQRd4E8-Cnh39Y?authuser=0&hl=tr&rclk=1
Tarif Cağ Kebap,"Mehmet Ali Paşa Mahallesi, Adnan Menderes Blv. No:3, 41050 İzmit/Kocaeli",0530 773 61 06,No Website,N/A,https://www.google.com/maps/place/Tarif+Ca%C4%9F+Kebap/data=!4m7!3m6!1s0x14cb4fccaad6dfed:0x6cbf5e003094d3b!8m2!3d40.7637451!4d29.9591348!16s%2Fg%2F11h24rvl8d!19sChIJ7d_WqsxPyxQRO00JA-D1ywY?authuser=0&hl=tr&rclk=1
Beyaz Yalı,"Kemalpaşa, Oramiral Salim Dervişoğlu Cd. No:62, 41300 İzmit/Kocaeli",0545 190 10 10,No Website,N/A,https://www.google.com/maps/place/Beyaz+Yal%C4%B1/data=!4m7!3m6!1s0x14cb4f843ba5717d:0xef0f60f162eb1989!8m2!3d40.7608242!4d29.9195754!16s%2Fg%2F11g7v6v3yr!19sChIJfXGlO4RPyxQRiRnrYvFgD-8?authuser=0&hl=tr&rclk=1
Şelale Manzara Cafe Restaurant,"Erenler, Kevser Sk. no:5, 41060 İzmit/Kocaeli",0501 253 33 53,No Website,N/A,https://www.google.com/maps/place/%C5%9Eelale+Manzara+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb4fe082cdfcb9:0x48f41805819642b1!8m2!3d40.7777109!4d29.9425067!16s%2Fg%2F11rss641_q!19sChIJufzNguBPyxQRsUKWgQUY9Eg?authuser=0&hl=tr&rclk=1
"Refiye Restoran - Cağ Kebap , Izgara , Serpme Kahvaltı , İzmit","Yahyakaptan, Kara Yolu Cd. No:21/B, 41050 İzmit/Kocaeli",(0262) 333 11 12,bilgi@refiyerestaurant.com,https://www.refiyerestaurant.com/,"https://www.google.com/maps/place/Refiye+Restoran+-+Ca%C4%9F+Kebap+,+Izgara+,+Serpme+Kahvalt%C4%B1+,+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f5acc34e273:0x75da875d03438e1f!8m2!3d40.7798403!4d29.9727987!16s%2Fg%2F11g1qj706h!19sChIJc-I0zFpPyxQRH45DA12H2nU?authuser=0&hl=tr&rclk=1"
MehmET kebap ciğer,"Yenişehir, Dönmez Sk. No:40, 41050 İzmit/Kocaeli",0537 795 56 66,No Website,N/A,https://www.google.com/maps/place/MehmET+kebap+ci%C4%9Fer/data=!4m7!3m6!1s0x14cb4ffadef6b607:0xa1b274eb616b556d!8m2!3d40.7636415!4d29.9651126!16s%2Fg%2F11clygwg1n!19sChIJB7b23vpPyxQRbVVrYet0sqE?authuser=0&hl=tr&rclk=1
Pehlivan Restaurant,"Kemalpaşa, 41200 İzmit/Kocaeli",(0262) 339 46 60,No Website,N/A,https://www.google.com/maps/place/Pehlivan+Restaurant/data=!4m7!3m6!1s0x14cb4584c56889f7:0xcdd3871ec6d8f3fb!8m2!3d40.7597155!4d29.9199443!16s%2Fg%2F11c2pf11sd!19sChIJ94loxYRFyxQR-_PYxh6H080?authuser=0&hl=tr&rclk=1
Kışla Ciğer Kebap,"Kadıköy, 41050 İzmit/Kocaeli",(0262) 332 33 34,No Website,N/A,https://www.google.com/maps/place/K%C4%B1%C5%9Fla+Ci%C4%9Fer+Kebap/data=!4m7!3m6!1s0x14cb4f2f56560599:0x6d9b2be646161b1c!8m2!3d40.7653402!4d29.9486479!16s%2Fg%2F11fd4ct92d!19sChIJmQVWVi9PyxQRHBsWRuYrm20?authuser=0&hl=tr&rclk=1
Masala Kebap,"Körfez Mahallesi, Berk Sokak No:1 - Dolphin AVM Karşısı, 41040 İzmit/Kocaeli",(0262) 324 40 70,info@masalakebap.com,https://www.masalakebap.com/,https://www.google.com/maps/place/Masala+Kebap/data=!4m7!3m6!1s0x14cb4f87d7a3f2eb:0x5953f0cb1e4e4c0f!8m2!3d40.7647183!4d29.9401826!16s%2Fg%2F11bz_vjj_c!19sChIJ6_Kj14dPyxQRD0xOHsvwU1k?authuser=0&hl=tr&rclk=1
Beyaz Yalı,"Kemalpaşa, Oramiral Salim Dervişoğlu Cd. No:62, 41300 İzmit/Kocaeli",0545 190 10 10,No Website,N/A,https://www.google.com/maps/place/Beyaz+Yal%C4%B1/data=!4m7!3m6!1s0x14cb4f843ba5717d:0xef0f60f162eb1989!8m2!3d40.7608242!4d29.9195754!16s%2Fg%2F11g7v6v3yr!19sChIJfXGlO4RPyxQRiRnrYvFgD-8?authuser=0&hl=tr&rclk=1
Ala Restaurant,"metropol avn, Kemalpaşa, Cumhuriyet Cd. Kat:4, 41200 İzmit/Kocaeli",0541 485 54 70,No Website,N/A,https://www.google.com/maps/place/Ala+Restaurant/data=!4m7!3m6!1s0x14cb457993e198b5:0x24bb292a43189934!8m2!3d40.7622974!4d29.9205501!16s%2Fg%2F11pv372y63!19sChIJtZjhk3lFyxQRNJkYQyopuyQ?authuser=0&hl=tr&rclk=1
Ciğerci Bahattin,"Yenişehir, Gazi Mustafa Kemal Blv. No:135 D:A, 41050 İzmit/Kocaeli",(0262) 325 41 33,No Email Found,https://instagram.com/cigercibahattinizmit,https://www.google.com/maps/place/Ci%C4%9Ferci+Bahattin/data=!4m7!3m6!1s0x14cb4fe5974ce983:0xe2f0bf8011cf0e26!8m2!3d40.7680831!4d29.9634451!16s%2Fg%2F11cn9mj43_!19sChIJg-lMl-VPyxQRJg7PEYC_8OI?authuser=0&hl=tr&rclk=1
ÇADIR KANDIRA SOFRASI,"Kandıra Yolu Üzeri 3. Km Çayırköy Mevkii, 41060 İzmit/Kocaeli",(0262) 332 11 11,No Email Found,http://cadirkandirasofrasi.com/,https://www.google.com/maps/place/%C3%87ADIR+KANDIRA+SOFRASI/data=!4m7!3m6!1s0x14cb51c6806a74bd:0xca1dd81b09b0532b!8m2!3d40.7964515!4d29.9917984!16s%2Fg%2F11bztrq7ch!19sChIJvXRqgMZRyxQRK1OwCRvYHco?authuser=0&hl=tr&rclk=1
Olta Balık,"Ömerağa, Salim Dervişoğlu Cd (Oramiral Salim Dervişoğlu Cd.), 41300 İzmit/Kocaeli",(0262) 322 90 96,No Website,N/A,https://www.google.com/maps/place/Olta+Bal%C4%B1k/data=!4m7!3m6!1s0x14cb458ff4d8b283:0x5583f2535e80f83d!8m2!3d40.760812!4d29.930585!16s%2Fg%2F1tj4_y6d!19sChIJg7LY9I9FyxQRPfiAXlPyg1U?authuser=0&hl=tr&rclk=1
Marifet Restaurant,"Körfez Mahallesi Birlik iş hanı Denizbank yanı, 41000",(0262) 323 67 38,No Website,N/A,https://www.google.com/maps/place/Marifet+Restaurant/data=!4m7!3m6!1s0x14cb4f88334ad0dd:0x1da7e8722a4c50e2!8m2!3d40.762827!4d29.9422497!16s%2Fg%2F1pp2vgch6!19sChIJ3dBKM4hPyxQR4lBMKnLopx0?authuser=0&hl=tr&rclk=1
Garniture Cafe Restaurant Patisserie,"Fethiye Caddesi No:45 Tarihi Osmanlı Hamamı Karşısı, 41200 İzmit/Kocaeli",(0262) 322 52 00,Error Accessing Site,http://www.garniture.com.tr/,https://www.google.com/maps/place/Garniture+Cafe+Restaurant+Patisserie/data=!4m7!3m6!1s0x14cb4580439ef93f:0xc3b99b418cae87a3!8m2!3d40.7653356!4d29.9257476!16s%2Fg%2F113fkdc5t!19sChIJP_meQ4BFyxQRo4eujEGbucM?authuser=0&hl=tr&rclk=1
Beytül Bahçe,"Karabaş mah. ömer türkçakal bulvarı no:2 Fuariçi, 41040 İzmit/Kocaeli",(0262) 291 01 00,No Website,N/A,https://www.google.com/maps/place/Beyt%C3%BCl+Bah%C3%A7e/data=!4m7!3m6!1s0x14cb4562e3cb306d:0xc94cdfdc3945da39!8m2!3d40.7576231!4d29.9422552!16s%2Fg%2F11byyd_6_h!19sChIJbTDL42JFyxQROdpFOdzfTMk?authuser=0&hl=tr&rclk=1
Maide Kafe & Restoran & Düğün Salonu,"Sekapark 2.Etap, Serdar, Güneş Cd., 41100 İzmit/Kocaeli",0536 313 33 11,No Website,N/A,https://www.google.com/maps/place/Maide+Kafe+%26+Restoran+%26+D%C3%BC%C4%9F%C3%BCn+Salonu/data=!4m7!3m6!1s0x14cb454254fa935b:0xf04d8cacb6e27f40!8m2!3d40.7599655!4d29.8909353!16s%2Fg%2F11cs5y2pg5!19sChIJW5P6VEJFyxQRQH_itqyMTfA?authuser=0&hl=tr&rclk=1
Bursa Kebabçısı,"Ömerağa, Hürriyet Cd. No:91, 41300 İzmit/Kocaeli",(0262) 331 31 19,ybbursakebap@gmail.com,http://bursakebapcisiizmit.com/,https://www.google.com/maps/place/Bursa+Kebab%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4581c6a8c559:0x551c7b09afc6066b!8m2!3d40.7634548!4d29.9271169!16s%2Fg%2F1tf90tl9!19sChIJWcWoxoFFyxQRawbGrwl7HFU?authuser=0&hl=tr&rclk=1
KAPTAN KEBAP,"Yahyakaptan, Şht. Ergün Köncü Sk. No: 13, 41100 İzmit/Kocaeli",(0262) 311 41 11,No Website,N/A,https://www.google.com/maps/place/KAPTAN+KEBAP/data=!4m7!3m6!1s0x14cb4fb7e4f9caf9:0x750d9cb92e6b1dd6!8m2!3d40.7686327!4d29.9687586!16s%2Fg%2F11rd3l_4sy!19sChIJ-cr55LdPyxQR1h1rLrmcDXU?authuser=0&hl=tr&rclk=1
INIIS,"Yahyakaptan, Yahyakaptan mah.sarı mimoza Cad.ayçiceği Sokak, Ilgın Sk. no:11, 41040 İzmit/Kocaeli",(0262) 333 34 44,No Website,N/A,https://www.google.com/maps/place/INIIS/data=!4m7!3m6!1s0x14cb51f36a73aa47:0x6f79316a4380e2d3!8m2!3d40.769607!4d29.9764374!16s%2Fg%2F11tsybwnpb!19sChIJR6pzavNRyxQR0-KAQ2oxeW8?authuser=0&hl=tr&rclk=1
Halit Balık Restoran,"Agah Ateş, Tayyar Yıldırım Cd. No: 31 D, 41800 Körfez/Kocaeli",(0262) 511 34 34,info@halitbalik.com,http://www.halitbalik.com/,https://www.google.com/maps/place/Halit+Bal%C4%B1k+Restoran/data=!4m7!3m6!1s0x14cb3bc7a0f4808b:0x2581ad9abc4e89c2!8m2!3d40.7837994!4d29.6184658!16s%2Fg%2F11j3ry7gp0!19sChIJi4D0oMc7yxQRwolOvJqtgSU?authuser=0&hl=tr&rclk=1
Happymoon's Cafe,"Arastapark AVM, Yahyakaptan, Akasyalar Cd. No:24 kat:2, 41050 İzmit/Kocaeli",(0262) 311 75 32,No Email Found,http://www.happymoons.com.tr/,https://www.google.com/maps/place/Happymoon%27s+Cafe/data=!4m7!3m6!1s0x14cb501e7d5a2ad5:0x6232f163c2079d25!8m2!3d40.7671045!4d29.975776!16s%2Fg%2F11cjlw7f28!19sChIJ1SpafR5QyxQRJZ0HwmPxMmI?authuser=0&hl=tr&rclk=1
Barista Plus - 41 Burda AVM,"Sanayi, Ömer Türkçekal BUlvarı 41 Burda AVM No:7, 41040 İzmit/Kocaeli",(0262) 332 33 77,No Website,N/A,https://www.google.com/maps/place/Barista+Plus+-+41+Burda+AVM/data=!4m7!3m6!1s0x14cb457d00000001:0x9d809320d7f73cca!8m2!3d40.7561547!4d29.946276!16s%2Fg%2F11f3cn9hnb!19sChIJAQAAAH1FyxQRyjz31yCTgJ0?authuser=0&hl=tr&rclk=1
doy çık lokantası,"Tepecik, Feridun Özbay Cd. no 6, 41200 İzmit/Kocaeli",0507 675 65 77,No Website,N/A,https://www.google.com/maps/place/doy+%C3%A7%C4%B1k+lokantas%C4%B1/data=!4m7!3m6!1s0x14cb4596f54fd1dd:0xfcb275a7012ad0e3!8m2!3d40.7637842!4d29.9247625!16s%2Fg%2F11g1pcpzn5!19sChIJ3dFP9ZZFyxQR49AqAad1svw?authuser=0&hl=tr&rclk=1
Gölbaşı Restaurant,"Hisareyn Mh. Fatih Cd. No:185, Gölcük / Kocaeli, 41663",(0262) 434 48 00,iletisim@golbasirestaurant.net,http://www.golbasirestaurant.net/,https://www.google.com/maps/place/G%C3%B6lba%C5%9F%C4%B1+Restaurant/data=!4m7!3m6!1s0x14cb40cbf7721973:0x5c535b03c9927b83!8m2!3d40.6831817!4d29.8660945!16s%2Fg%2F1hc1l_m9w!19sChIJcxly98tAyxQRg3uSyQNbU1w?authuser=0&hl=tr&rclk=1
AliBaba Kocaeli,"Körfez, Liman Cd. No:54, 41245 Başiskele/Kocaeli",,No Website,N/A,https://www.google.com/maps/place/AliBaba+Kocaeli/data=!4m7!3m6!1s0x14cb45d7f93ed019:0x754c576a73ad8eff!8m2!3d40.7140887!4d29.9146421!16s%2Fg%2F11sj663lgg!19sChIJGdA--ddFyxQR_46tc2pXTHU?authuser=0&hl=tr&rclk=1
Best Simit Cafe,"Karabaş, Cengiz Topel Cd. No:36, 41900 İzmit/Kocaeli",(0262) 324 00 00,No Website,N/A,https://www.google.com/maps/place/Best+Simit+Cafe/data=!4m7!3m6!1s0x14cb4f87bcc398e3:0x3322fa10d4d79a58!8m2!3d40.7647281!4d29.9374017!16s%2Fg%2F1tsyxwnv!19sChIJ45jDvIdPyxQRWJrX1BD6IjM?authuser=0&hl=tr&rclk=1
"Saklı Vadi Restaurant - Maşukiye, Kartepe","Kartepe Kayak Merkezi yolu üzeri 5.km Maşukiye, 41295 Kartepe/Kocaeli",(0262) 354 20 30,info@kartepesaklivadi.com,https://kartepesaklivadi.com/,"https://www.google.com/maps/place/Sakl%C4%B1+Vadi+Restaurant+-+Ma%C5%9Fukiye,+Kartepe/data=!4m7!3m6!1s0x14cb58697c598bf7:0x529553bbe6e63582!8m2!3d40.6831094!4d30.1388374!16s%2Fg%2F1yfh_kdwx!19sChIJ94tZfGlYyxQRgjXm5rtTlVI?authuser=0&hl=tr&rclk=1"
Mavi Kayalar Restoran,"Mahallesi, Servetiye Cami, Aşağı Alartı Mevkii 22/1, 41090 Başiskele/Kocaeli",(0262) 345 00 53,No Email Found,http://www.mavikayalar.com/,https://www.google.com/maps/place/Mavi+Kayalar+Restoran/data=!4m7!3m6!1s0x14cb431231f87ed5:0x53887c8111f3ab61!8m2!3d40.6337392!4d29.9506154!16s%2Fg%2F11h18dtjzh!19sChIJ1X74MRJDyxQRYavzEYF8iFM?authuser=0&hl=tr&rclk=1
Gurme Steak House,"Sarımeşe, Sapanca Yolu Cd., 41100 Kartepe/Kocaeli",0532 628 07 41,info@gurmesteakhouse.com,http://www.gurmesteakhouse.com/,https://www.google.com/maps/place/Gurme+Steak+House/data=!4m7!3m6!1s0x14cb51d5b677edf9:0x26545be7c98a3ee4!8m2!3d40.728898!4d30.0691049!16s%2Fg%2F11j3v8c3ny!19sChIJ-e13ttVRyxQR5D6KyedbVCY?authuser=0&hl=tr&rclk=1
Sümela Köfte ve Fırını,"Atakent Mh, Sapanca Yolu Cd. No:44, 41180 Kartepe/Kocaeli",(0262) 371 23 78,iletisim@naiboglusumela.com,http://www.sumelakartepe.com/,https://www.google.com/maps/place/S%C3%BCmela+K%C3%B6fte+ve+F%C4%B1r%C4%B1n%C4%B1/data=!4m7!3m6!1s0x14cb50bba11a4eb5:0x3d10335fe4258e01!8m2!3d40.742642!4d30.050569!16s%2Fg%2F1thm0p1s!19sChIJtU4aobtQyxQRAY4l5F8zED0?authuser=0&hl=tr&rclk=1
Koçal Çiftliği Kafe&Restoran Yuvacık,"Mahallesi, Yuvacık Yakacık, Önder Sk. No:43, 41090 Başiskele/Kocaeli",0539 841 33 22,kocalciftligirestorant@gmail.com,http://www.kocalciftligi.com/,https://www.google.com/maps/place/Ko%C3%A7al+%C3%87iftli%C4%9Fi+Kafe%26Restoran+Yuvac%C4%B1k/data=!4m7!3m6!1s0x14cb5d9df3cd0965:0x630e118a86e211f5!8m2!3d40.6713709!4d29.9788658!16s%2Fg%2F11hz3cndc0!19sChIJZQnN851dyxQR9RHihooRDmM?authuser=0&hl=tr&rclk=1
Georgian Cafe - Gürcü Kafe,"Hacıhalil, 1212. Sk. 4B, 41400 Gebze/Kocaeli",0545 660 63 33,No Email Found,http://www.gurcukafe.com/,https://www.google.com/maps/place/Georgian+Cafe+-+G%C3%BCrc%C3%BC+Kafe/data=!4m7!3m6!1s0x14cb208be8512147:0x534003dbfec9fd10!8m2!3d40.7970812!4d29.4362322!16s%2Fg%2F11cn6b_yjt!19sChIJRyFR6IsgyxQREP3J_tsDQFM?authuser=0&hl=tr&rclk=1
Meram Restaurant,"Mimar Sinan Mah, no : 1, 41000 Dilovası/Kocaeli",(0262) 754 07 54,No Website,N/A,https://www.google.com/maps/place/Meram+Restaurant/data=!4m7!3m6!1s0x14cb2377bec32a9d:0xf9aa9eb8f6bfed88!8m2!3d40.7892094!4d29.5317284!16s%2Fg%2F11k80jbzkw!19sChIJnSrDvncjyxQRiO2_9rieqvk?authuser=0&hl=tr&rclk=1
Maşukiye Şelale Restaurant,"Maşukiye Şelale Restaurant Dere İçi Mevki, 41290 İzmit, Kocaeli, 41110 İzmit/Kocaeli",(0262) 354 33 25,No Website,N/A,https://www.google.com/maps/place/Ma%C5%9Fukiye+%C5%9Eelale+Restaurant/data=!4m7!3m6!1s0x14cb5845d645aebf:0x9f5ae8e3ddd49ed8!8m2!3d40.686044!4d30.126686!16s%2Fg%2F11f33hmzjw!19sChIJv65F1kVYyxQR2J7U3ePoWp8?authuser=0&hl=tr&rclk=1
Villa Restoran,"Kocaeli Üniversitesi Veziroğlu Mevki Sefa Sirmen Bulv. Eski Gölcük Yolu, İzmit Merkez, İzmit, Kocaeli (İzmit), 41300",(0262) 335 54 46,No Website,N/A,https://www.google.com/maps/place/Villa+Restoran/data=!4m7!3m6!1s0x14cb4f8883609e65:0x2f262ad7382f9a4e!8m2!3d40.7655889!4d29.9396994!16s%2Fg%2F1ptwhx6zn!19sChIJZZ5gg4hPyxQRTpovONcqJi8?authuser=0&hl=tr&rclk=1
Başdeğirmen Aşıklar Tepesi,"Oluklu, Oluklu Mah, Oluklu, Çamçukur Merkez Mevkii Küme Evler No:173, 41500 Karamürsel/Kocaeli",0535 349 34 34,No Website,N/A,https://www.google.com/maps/place/Ba%C5%9Fde%C4%9Firmen+A%C5%9F%C4%B1klar+Tepesi/data=!4m10!3m9!1s0x14cb193d56f18e45:0x214866da977ca664!5m2!4m1!1i2!8m2!3d40.6675404!4d29.5859288!16s%2Fg%2F11c55btg7k!19sChIJRY7xVj0ZyxQRZKZ8l9pmSCE?authuser=0&hl=tr&rclk=1
Cammekan Restaurant Şişecam Sosyal Tesisleri,"Emek, Fatih Sultan Mehmet Cd. No:23, 41700 Gebze/Kocaeli",0543 442 43 49,No Website,N/A,https://www.google.com/maps/place/Cammekan+Restaurant+%C5%9Ei%C5%9Fecam+Sosyal+Tesisleri/data=!4m7!3m6!1s0x14cade4c5c6cd877:0x7ce0232bdf857aa2!8m2!3d40.798809!4d29.3478775!16s%2Fg%2F11cn9m3_7w!19sChIJd9hsXEzeyhQRonqF3ysj4Hw?authuser=0&hl=tr&rclk=1
Akasya Alabalık,"Maşukiye, Alabalık Sk. No:45/A, 41295 Kartepe/Kocaeli",(0262) 354 31 36,No Email Found,https://www.akasyaalabalik.com/,https://www.google.com/maps/place/Akasya+Alabal%C4%B1k/data=!4m7!3m6!1s0x14cb581955555555:0x805cf4c63294c580!8m2!3d40.6891282!4d30.1259993!16s%2Fg%2F1td82r3j!19sChIJVVVVVRlYyxQRgMWUMsb0XIA?authuser=0&hl=tr&rclk=1
