Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Antik köfte kafe restoran,"Dumlupınar, Ankara Cd. No:18, 41250, 41250 Kartepe/Kocaeli",(0262) 373 10 40,No Website,N/A,https://www.google.com/maps/place/Antik+k%C3%B6fte+kafe+restoran/data=!4m7!3m6!1s0x14cb517b5d035a87:0xfc32533c41778951!8m2!3d40.7573489!4d30.02293!16s%2Fg%2F11j57v_s_h!19sChIJh1oDXXtRyxQRUYl3QTxTMvw?authuser=0&hl=tr&rclk=1
Hacı Davutoğulları,"İstasyon, Ankara Cd. No:115, 41250 Kartepe/Kocaeli",0553 082 90 41,No Website,N/A,https://www.google.com/maps/place/Hac%C4%B1+Davuto%C4%9Fullar%C4%B1/data=!4m7!3m6!1s0x14cb5121382a6097:0x73a33ec6071b4cce!8m2!3d40.7528708!4d30.024856!16s%2Fg%2F11h7rnyfn0!19sChIJl2AqOCFRyxQRzkwbB8Y-o3M?authuser=0&hl=tr&rclk=1
Lezzet-iBolu,"Mithatpaşa caddesi 43/A köseköy kocaeli izmit, 41250 İzmit/Kocaeli",0538 509 29 36,No Website,N/A,https://www.google.com/maps/place/Lezzet-iBolu/data=!4m7!3m6!1s0x14cb51eb9efe2457:0x9b48fefc75f58446!8m2!3d40.752413!4d30.023771!16s%2Fg%2F11dzx6tbd1!19sChIJVyT-nutRyxQRRoT1dfz-SJs?authuser=0&hl=tr&rclk=1
"Saklı Vadi Restaurant - Maşukiye, Kartepe","Kartepe Kayak Merkezi yolu üzeri 5.km Maşukiye, 41295 Kartepe/Kocaeli",(0262) 354 20 30,info@kartepesaklivadi.com,https://kartepesaklivadi.com/,"https://www.google.com/maps/place/Sakl%C4%B1+Vadi+Restaurant+-+Ma%C5%9Fukiye,+Kartepe/data=!4m7!3m6!1s0x14cb58697c598bf7:0x529553bbe6e63582!8m2!3d40.6831094!4d30.1388374!16s%2Fg%2F1yfh_kdwx!19sChIJ94tZfGlYyxQRgjXm5rtTlVI?authuser=0&hl=tr&rclk=1"
Sivas etliekmek ve köfte,"Fatih Sultan Mehmet, Demokrasi Cd. no:90/B, 41320 Kartepe/Kocaeli",0501 255 58 00,No Website,N/A,https://www.google.com/maps/place/Sivas+etliekmek+ve+k%C3%B6fte/data=!4m7!3m6!1s0x14cb518cc255ce39:0x40c750e84f21f682!8m2!3d40.7432861!4d30.0236835!16s%2Fg%2F11r_y5pvn7!19sChIJOc5VwoxRyxQRgvYhT-hQx0A?authuser=0&hl=tr&rclk=1
Necip Usta,"İstasyon, Hüsnü Efe Cd. no:52/b, 41250 Kartepe/Kocaeli",0532 579 00 41,No Website,N/A,https://www.google.com/maps/place/Necip+Usta/data=!4m7!3m6!1s0x14cb51668614f8f1:0x717732b11237f26a!8m2!3d40.751819!4d30.0224863!16s%2Fg%2F11vblczsvt!19sChIJ8fgUhmZRyxQRavI3ErEyd3E?authuser=0&hl=tr&rclk=1
KARTEPE PARK CAFE RESTAURANT,"PARK CAFE RESTAURANT, İstasyon, 41400 Kartepe/Kocaeli",Telefon Yok,No Website,N/A,https://www.google.com/maps/place/KARTEPE+PARK+CAFE+RESTAURANT/data=!4m7!3m6!1s0x14cb510ebaa25b27:0x3ae458e40a4751e!8m2!3d40.753369!4d30.023216!16s%2Fg%2F11h5qp_3rp!19sChIJJ1uiug5RyxQRHnWkQI5FrgM?authuser=0&hl=tr&rclk=1
Kartepe Cafe Restaurant,"Ataevler, Sapanca Yolu Cd. 38/1, 41000 Kartepe/Kocaeli",Telefon Yok,No Website,N/A,https://www.google.com/maps/place/Kartepe+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb51192ae59803:0x9cff426e944612a3!8m2!3d40.7435577!4d30.0503796!16s%2Fg%2F11gy4rlx3n!19sChIJA5jlKhlRyxQRoxJGlG5C_5w?authuser=0&hl=tr&rclk=1
Metin Usta Gece Dönercisi Kartepe,"İstasyon, Ankara Cd. no: 177/A, 41250 Kartepe/Kocaeli",0546 552 41 67,No Website,N/A,https://www.google.com/maps/place/Metin+Usta+Gece+D%C3%B6nercisi+Kartepe/data=!4m7!3m6!1s0x14cb51893e000195:0x37510e7c574f76eb!8m2!3d40.7535894!4d30.0200565!16s%2Fg%2F11vx2gs7yx!19sChIJlQEAPolRyxQR63ZPV3wOUTc?authuser=0&hl=tr&rclk=1
Köfteci Remzi - Kartepe,"Ataevler, Sapanca Yolu Cd. No 52, 41100 Kartepe/Kocaeli",(0262) 371 14 14,No Website,N/A,https://www.google.com/maps/place/K%C3%B6fteci+Remzi+-+Kartepe/data=!4m7!3m6!1s0x14cb5101b9419f9f:0xb3e0f3c743677ef7!8m2!3d40.741725!4d30.050828!16s%2Fg%2F11hz0j_6r2!19sChIJn59BuQFRyxQR935nQ8fz4LM?authuser=0&hl=tr&rclk=1
Köfteci Remzi - Kartepe,"Ataevler, Sapanca Yolu Cd. No 52, 41100 Kartepe/Kocaeli",(0262) 371 14 14,No Website,N/A,https://www.google.com/maps/place/K%C3%B6fteci+Remzi+-+Kartepe/data=!4m7!3m6!1s0x14cb5101b9419f9f:0xb3e0f3c743677ef7!8m2!3d40.741725!4d30.050828!16s%2Fg%2F11hz0j_6r2!19sChIJn59BuQFRyxQR935nQ8fz4LM?authuser=0&hl=tr&rclk=1
Bolu Sofrası,"İstasyon, Sarmaşık Sk. No:1, 41250 Kartepe/Kocaeli",(0262) 373 52 45,No Email Found,https://instagram.com/bolu_sofrasii?igshid=1d3wc4ds14gfa,https://www.google.com/maps/place/Bolu+Sofras%C4%B1/data=!4m7!3m6!1s0x14cb51c2df217eeb:0xf3d019ef4c40cb9f!8m2!3d40.750956!4d30.0227927!16s%2Fg%2F11lgpmphpl!19sChIJ634h38JRyxQRn8tATO8Z0PM?authuser=0&hl=tr&rclk=1
Altınoluk Pastanesi Kartepe Şubesi,"İstasyon Mahallesi Leyla Atakan Caddesi 23 Kartepe/KOCAELİ, 41250, 41180 Kartepe/Kocaeli",Telefon Yok,No Email Found,https://www.altinolukpastanesi.com.tr/,https://www.google.com/maps/place/Alt%C4%B1noluk+Pastanesi+Kartepe+%C5%9Eubesi/data=!4m7!3m6!1s0x14cb5089a4200383:0xb026301f6e7a521e!8m2!3d40.7514617!4d30.0229321!16s%2Fg%2F11gfgzlhbv!19sChIJgwMgpIlQyxQRHlJ6bh8wJrA?authuser=0&hl=tr&rclk=1
Ünlü yemek,"İstasyon, Hüsnü Efe Cd. 42/a, 41250 Kartepe/Kocaeli",0542 287 41 41,No Website,N/A,https://www.google.com/maps/place/%C3%9Cnl%C3%BC+yemek/data=!4m7!3m6!1s0x14cb50896e77d641:0x967239920bd5efdc!8m2!3d40.7517865!4d30.0240058!16s%2Fg%2F11f545kp26!19sChIJQdZ3bolQyxQR3O_VC5I5cpY?authuser=0&hl=tr&rclk=1
Seyr-et,"Maşukiye, Kartepe Cd. no:201, 41295 Kartepe/Kocaeli",0538 033 81 61,No Website,N/A,https://www.google.com/maps/place/Seyr-et/data=!4m7!3m6!1s0x14cb577de10eba33:0x79c0bd7f84085bae!8m2!3d40.6739008!4d30.1471422!16s%2Fg%2F11rmnfcq1j!19sChIJM7oO4X1XyxQRrlsIhH-9wHk?authuser=0&hl=tr&rclk=1
Saklı Bahçe Restaurant Maşukiye,"Maşukiye Mahallesi Kartepe Caddesi, Alabalık Sk. No:28, 41295 Kartepe/Kocaeli",(0262) 354 21 90,info@saklibahcerestaurant.com,http://saklibahcerestaurant.com/,https://www.google.com/maps/place/Sakl%C4%B1+Bah%C3%A7e+Restaurant+Ma%C5%9Fukiye/data=!4m7!3m6!1s0x14cb5847e9fa25d1:0xd93ac300f531c73e!8m2!3d40.6903859!4d30.1251441!16s%2Fg%2F1hc5c_pm5!19sChIJ0SX66UdYyxQRPscx9QDDOtk?authuser=0&hl=tr&rclk=1
Köy Konağı Restoran,"Maşukiye, Leyla Atakan Cd. No:25, 41295 Kartepe/Kocaeli",0536 317 82 13,No Website,N/A,https://www.google.com/maps/place/K%C3%B6y+Kona%C4%9F%C4%B1+Restoran/data=!4m7!3m6!1s0x14cb583bffa6052d:0x4ddf2b132d2868f0!8m2!3d40.6947945!4d30.1302075!16s%2Fg%2F11dfj25z3k!19sChIJLQWm_ztYyxQR8GgoLRMr300?authuser=0&hl=tr&rclk=1
Kaygana Kartepe,"İfraziye Küme Evleri, Balaban, Çepni, Leyla Atakan Cd No:45, 41250 Kartepe/Kocaeli",Telefon Yok,No Website,N/A,https://www.google.com/maps/place/Kaygana+Kartepe/data=!4m7!3m6!1s0x14cb51cb5d15b6d3:0xc460570532887d25!8m2!3d40.6815933!4d30.0481101!16s%2Fg%2F11t_tt2wd0!19sChIJ07YVXctRyxQRJX2IMgVXYMQ?authuser=0&hl=tr&rclk=1
İstasyon Lokantası,"İstasyon, 41135 Kartepe/Kocaeli",(0262) 373 56 44,isdunyasiorg@gmail.com,https://isdunyasi.org/istasyon-lokantasi,https://www.google.com/maps/place/%C4%B0stasyon+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cb50898325a56d:0x7939ea567bd654d9!8m2!3d40.7522501!4d30.0228735!16s%2Fg%2F1v2sj9z2!19sChIJbaUlg4lQyxQR2VTWe1bqOXk?authuser=0&hl=tr&rclk=1
Zirve pide& lahmacun,"Fatih Sultan Mehmet, Uluışık Cad. No:14, 41250 Kartepe/Kocaeli",0539 389 04 41,No Website,N/A,https://www.google.com/maps/place/Zirve+pide%26+lahmacun/data=!4m7!3m6!1s0x14cb512a0bdce75d:0x2b6e4afa216f9d51!8m2!3d40.7440439!4d30.0137631!16s%2Fg%2F11h1hn2_tw!19sChIJXefcCypRyxQRUZ1vIfpKbis?authuser=0&hl=tr&rclk=1
KARTEPE BELEDİYESİ KAHVALTI EVİ,"Derbent, Meleksuyu Cd., 41080 Kartepe/Kocaeli",(0262) 373 10 46,No Website,N/A,https://www.google.com/maps/place/KARTEPE+BELED%C4%B0YES%C4%B0+KAHVALTI+EV%C4%B0/data=!4m7!3m6!1s0x14cb594f08b14265:0xf4366f56a387652e!8m2!3d40.6991378!4d30.1192522!16s%2Fg%2F11nt408b42!19sChIJZUKxCE9ZyxQRLmWHo1ZvNvQ?authuser=0&hl=tr&rclk=1
Seçkin işkembe kartepe,"Uzunçiftlik Atakent Mahallesi, Uzunçiftlik - Sapanca Yolu No:8, 41180 Kartepe/Kocaeli",(0262) 371 41 12,No Website,N/A,https://www.google.com/maps/place/Se%C3%A7kin+i%C5%9Fkembe+kartepe/data=!4m7!3m6!1s0x14cb514e5f0bc5e1:0x247d553c69326206!8m2!3d40.7494177!4d30.0447113!16s%2Fg%2F11h5rtsdby!19sChIJ4cULX05RyxQRBmIyaTxVfSQ?authuser=0&hl=tr&rclk=1
Maşukiye Değirmen Alabalık,"Maşukiye, Alabalık Vadisi, 41295 Kartepe/Kocaeli",0530 702 65 20,No Website,N/A,https://www.google.com/maps/place/Ma%C5%9Fukiye+De%C4%9Firmen+Alabal%C4%B1k/data=!4m7!3m6!1s0x14cb5839a7c56c69:0x938f1463241b8b65!8m2!3d40.6951165!4d30.1276638!16s%2Fg%2F1ptwj1dzx!19sChIJaWzFpzlYyxQRZYsbJGMUj5M?authuser=0&hl=tr&rclk=1
Kartepe Dağ Evi Restaurant,"Maşukiye, 41000 Kartepe/Kocaeli",0536 507 73 47,No Website,N/A,https://www.google.com/maps/place/Kartepe+Da%C4%9F+Evi+Restaurant/data=!4m7!3m6!1s0x14cb58900509fb0b:0x922204f802d65599!8m2!3d40.6568695!4d30.1470156!16s%2Fg%2F113f1cdl0!19sChIJC_sJBZBYyxQRmVXWAvgEIpI?authuser=0&hl=tr&rclk=1
Dönerci Hacı Ahmet,"İstasyon, Atlas Sk. No:115, 41250 Kartepe/Kocaeli",Telefon Yok,No Website,N/A,https://www.google.com/maps/place/D%C3%B6nerci+Hac%C4%B1+Ahmet/data=!4m7!3m6!1s0x14cb508be89ae2b3:0x9ee0227db749626b!8m2!3d40.7528708!4d30.024856!16s%2Fg%2F11h37s48nc!19sChIJs-Ka6ItQyxQRa2JJt30i4J4?authuser=0&hl=tr&rclk=1
Balıkçı Kartepe (Mezeci),"Uzunçiftlik, Sapanca Yolu Cd. No:50, 41180 Kartepe/Kocaeli",0541 867 47 41,No Website,N/A,https://www.google.com/maps/place/Bal%C4%B1k%C3%A7%C4%B1+Kartepe+%28Mezeci%29/data=!4m7!3m6!1s0x14cb50bb126a71a9:0x622019c6abe4916!8m2!3d40.741904!4d30.0508907!16s%2Fg%2F11gwmhlxx1!19sChIJqXFqErtQyxQRFkm-apwBIgY?authuser=0&hl=tr&rclk=1
Balıkçı müco,"Fatih Sultan Mehmet, Bağdat Cd. No:96, 41100 Kartepe/Kocaeli",(0262) 373 41 72,No Website,N/A,https://www.google.com/maps/place/Bal%C4%B1k%C3%A7%C4%B1+m%C3%BCco/data=!4m7!3m6!1s0x14cb5b53b0c3fbb1:0xa34eb586326661ca!8m2!3d40.7331098!4d30.0157714!16s%2Fg%2F11gydl_xpw!19sChIJsfvDsFNbyxQRymFmMoa1TqM?authuser=0&hl=tr&rclk=1
DOSTLAR LOKANTASI,"İstasyon, Leyla Atakan Cad. NO:9, 41100 Kartepe/Kocaeli",(0262) 373 65 55,No Website,N/A,https://www.google.com/maps/place/DOSTLAR+LOKANTASI/data=!4m7!3m6!1s0x14cb5154a8fdb9c5:0x3e8d3e7cafd1c067!8m2!3d40.7523708!4d30.0231987!16s%2Fg%2F11q7zmq57h!19sChIJxbn9qFRRyxQRZ8DRr3w-jT4?authuser=0&hl=tr&rclk=1
Foşa GARDEN Metin GARDEN,"Ataevler, Sarımeşe Yolu Cd. No:11, 41170 Kartepe/Kocaeli",0530 043 06 61,No Website,N/A,https://www.google.com/maps/place/Fo%C5%9Fa+GARDEN+Metin+GARDEN/data=!4m7!3m6!1s0x14cb50bb0d4af3cd:0xfb608a5b8b2460be!8m2!3d40.7378318!4d30.050408!16s%2Fg%2F12ml2mr5_!19sChIJzfNKDbtQyxQRvmAki1uKYPs?authuser=0&hl=tr&rclk=1
Boşnak Börekçi Kartepe Merkez,"Zeray Effect Sitesi, Fatih Sultan Mehmet, Akyol Sk. A Block No 43, 41320 Kartepe/Kocaeli",0532 471 07 44,No Email Found,https://www.bosnakborekci.com.tr/,https://www.google.com/maps/place/Bo%C5%9Fnak+B%C3%B6rek%C3%A7i+Kartepe+Merkez/data=!4m7!3m6!1s0x14cb5145c65d93f5:0xa0b41773e79353f9!8m2!3d40.7373081!4d30.0306245!16s%2Fg%2F11vyxmml7s!19sChIJ9ZNdxkVRyxQR-VOT53MXtKA?authuser=0&hl=tr&rclk=1
Zirve Katık,"Hacı Mustafa, Nazım Demirci Cd. No:50, 41250 Kartepe/Kocaeli",(0262) 373 10 58,No Website,N/A,https://www.google.com/maps/place/Zirve+Kat%C4%B1k/data=!4m7!3m6!1s0x14cb5b06c8bad749:0xed6d863da7d10b2f!8m2!3d40.7334362!4d30.0154469!16s%2Fg%2F11rxm4j0jd!19sChIJSde6yAZbyxQRLwvRpz2Gbe0?authuser=0&hl=tr&rclk=1
Imorday Otel & Restoran,"İstasyon, Sanayi Cd. No:17, 41250 Kartepe/Kocaeli",Telefon Yok,No Website,N/A,https://www.google.com/maps/place/Imorday+Otel+%26+Restoran/data=!4m7!3m6!1s0x14cb51c253af6271:0xc08143c5cb9c71ed!8m2!3d40.7518641!4d30.0304318!16s%2Fg%2F11h5lywxpg!19sChIJcWKvU8JRyxQR7XGcy8VDgcA?authuser=0&hl=tr&rclk=1
KARTEPE IZGARA,"İstasyon, Mithatpaşa Cd. NO:41, 41250 Kartepe/Kocaeli",0552 417 67 41,No Website,N/A,https://www.google.com/maps/place/KARTEPE+IZGARA/data=!4m7!3m6!1s0x14cb519232900bcb:0x3d801695de7e4ac9!8m2!3d40.7523362!4d30.0240252!16s%2Fg%2F11trx9yv2c!19sChIJywuQMpJRyxQRyUp-3pUWgD0?authuser=0&hl=tr&rclk=1
Kartepe Simit - Dumlupınar,"Dumlupınar, Nur Cd. No:9, 41250 Kartepe/Kocaeli",Telefon Yok,No Website,N/A,https://www.google.com/maps/place/Kartepe+Simit+-+Dumlup%C4%B1nar/data=!4m7!3m6!1s0x14cb508bad624835:0x47709bbabc22c0fc!8m2!3d40.7544988!4d30.0232349!16s%2Fg%2F11c619yl06!19sChIJNUhirYtQyxQR_MAivLqbcEc?authuser=0&hl=tr&rclk=1
Kartepe Seryar Köftecisi,"Dumlupınar, Nur Cd. No:2, 41250 Kartepe/Kocaeli",0536 851 55 97,No Website,N/A,https://www.google.com/maps/place/Kartepe+Seryar+K%C3%B6ftecisi/data=!4m7!3m6!1s0x14cb508bca70a7d1:0xd35e436acd33b631!8m2!3d40.7539349!4d30.0237023!16s%2Fg%2F11ggrlnd2m!19sChIJ0adwyotQyxQRMbYzzWpDXtM?authuser=0&hl=tr&rclk=1
Akgül Kasap & Izgara,"Köseköy, Atatürk Cd. No:18, 41250 Kartepe/Kocaeli",0536 034 41 14,No Email Found,https://akgulcatering.com/,https://www.google.com/maps/place/Akg%C3%BCl+Kasap+%26+Izgara/data=!4m7!3m6!1s0x14cb5b00692adc85:0x545414a59126e518!8m2!3d40.7385046!4d29.9980627!16s%2Fg%2F11lr7fxfyv!19sChIJhdwqaQBbyxQRGOUmkaUUVFQ?authuser=0&hl=tr&rclk=1
Arka Bahçem,"İstasyon, Hürriyet Cd. No:91, 41250 Kartepe/Kocaeli",0532 225 54 82,No Email Found,https://arkabahcem.eatbu.com/,https://www.google.com/maps/place/Arka+Bah%C3%A7em/data=!4m7!3m6!1s0x14cb5181d05e2acb:0x6fc76509b64c611f!8m2!3d40.7525972!4d30.0164834!16s%2Fg%2F11fm3vqryc!19sChIJyype0IFRyxQRH2FMtgllx28?authuser=0&hl=tr&rclk=1
Köfteci Yusuf,"Ovacık, D100 No:18, 41140 Başiskele/Kocaeli",444 6 162,No Email Found,https://www.kofteciyusuf.com/,https://www.google.com/maps/place/K%C3%B6fteci+Yusuf/data=!4m7!3m6!1s0x408703b02dc8c6cd:0x9195ea3dcd417229!8m2!3d40.7598112!4d29.9742297!16s%2Fg%2F11clwj6t6q!19sChIJzcbILbADh0ARKXJBzT3qlZE?authuser=0&hl=tr&rclk=1
Tarihi Ayintap Restaurant,"İstasyon, Hüsnü Efe Cd. No:22, 41250 Kartepe/Kocaeli",0541 741 28 27,No Email Found,https://tarihiayintaprestaurant.eatbu.com/,https://www.google.com/maps/place/Tarihi+Ayintap+Restaurant/data=!4m7!3m6!1s0x14cb51c25d31f2cf:0x240a61f61a666195!8m2!3d40.7512121!4d30.0267623!16s%2Fg%2F11h59pncs_!19sChIJz_IxXcJRyxQRlWFmGvZhCiQ?authuser=0&hl=tr&rclk=1
Halil ibrahim sofrası kartepe,"İstasyon, Leyla Atakan Cad. NO:133, 41000 Kartepe/Kocaeli",0541 370 49 59,No Website,N/A,https://www.google.com/maps/place/Halil+ibrahim+sofras%C4%B1+kartepe/data=!4m7!3m6!1s0x14cb515606b941af:0x573582447f12eef6!8m2!3d40.7531094!4d30.0230652!16s%2Fg%2F11j22wdbzd!19sChIJr0G5BlZRyxQR9u4Sf0SCNVc?authuser=0&hl=tr&rclk=1
NOSTA KOKOREÇ,"Acısu, Sapanca Yolu Cd. No:440, 41320 Kartepe/Kocaeli",0555 356 89 36,Error Accessing Site,http://kokorecnosta.busisess.site/,https://www.google.com/maps/place/NOSTA+KOKORE%C3%87/data=!4m7!3m6!1s0x14cab7b57d7f2c61:0xf30e3cfbd3c10a0b!8m2!3d40.7173756!4d30.1145279!16s%2Fg%2F11gg5w7vl_!19sChIJYSx_fbW3yhQRCwrB0_s8DvM?authuser=0&hl=tr&rclk=1
IKIZLER PIDE LAHMACUN,"Fatih Sultan Mehmet, Demokrasi Cd. No:39/1, 41080 Kartepe/Kocaeli",0535 736 08 64,No Website,N/A,https://www.google.com/maps/place/IKIZLER+PIDE+LAHMACUN/data=!4m7!3m6!1s0x14cb5b8d06df9b51:0x2bc2b28d5172b812!8m2!3d40.7400119!4d30.0173645!16s%2Fg%2F11pyc4xypz!19sChIJUZvfBo1byxQRErhyUY2ywis?authuser=0&hl=tr&rclk=1
SNOOPY PİZZA KÖSEKÖY,"Demokrasi caddesi, Yasa Sk. No:4, 41250 Kartepe/Kocaeli",(0262) 503 35 35,No Website,N/A,https://www.google.com/maps/place/SNOOPY+P%C4%B0ZZA+K%C3%96SEK%C3%96Y/data=!4m7!3m6!1s0x14cb514407352735:0x7d4f92a38e27f69b!8m2!3d40.7414108!4d30.0194457!16s%2Fg%2F11sgzqnyf5!19sChIJNSc1B0RRyxQRm_YnjqOST30?authuser=0&hl=tr&rclk=1
Mini Köşk Köfte,"Çayırköy, Yeni Kandıra Yolu, 41000 İzmit/Kocaeli",(0262) 367 41 92,No Email Found,http://www.minikosk.com/,https://www.google.com/maps/place/Mini+K%C3%B6%C5%9Fk+K%C3%B6fte/data=!4m7!3m6!1s0x14cb51c6950ade11:0xd9bec258e5fa254!8m2!3d40.7971493!4d29.9927932!16s%2Fg%2F1v0bvzks!19sChIJEd4KlcZRyxQRVKJfjiXsmw0?authuser=0&hl=tr&rclk=1
SANCAK CAFE,"İstasyon, Hüsnü Efe Cd. no:27A, 41250 Kartepe/Kocaeli",0539 884 58 08,No Website,N/A,https://www.google.com/maps/place/SANCAK+CAFE/data=!4m7!3m6!1s0x14cb5163ee144a9f:0x697fbcfd51338f12!8m2!3d40.7512556!4d30.0258901!16s%2Fg%2F11fkjqq7fy!19sChIJn0oU7mNRyxQREo8zUf28f2k?authuser=0&hl=tr&rclk=1
Maydonoz Döner Kocaeli Kartepe,"İstasyon, Leyla Atakan Cad. NO13/A, 41001 Kartepe/Kocaeli",(0262) 302 00 88,info@maydonozdoner.com,https://www.maydonozdoner.com/,https://www.google.com/maps/place/Maydonoz+D%C3%B6ner+Kocaeli+Kartepe/data=!4m7!3m6!1s0x14cb51e6f69c87c5:0x6105e47535d0b17b!8m2!3d40.7520046!4d30.0230879!16s%2Fg%2F11wwrt48b8!19sChIJxYec9uZRyxQRe7HQNXXkBWE?authuser=0&hl=tr&rclk=1
Gülüm Ev Yemekleri,"İstasyon, Hüsnü Efe Cd., 41250 Kartepe/Kocaeli",0535 860 94 50,No Website,N/A,https://www.google.com/maps/place/G%C3%BCl%C3%BCm+Ev+Yemekleri/data=!4m7!3m6!1s0x14cb508eb8af39b9:0xe0948adc186b1512!8m2!3d40.7509471!4d30.0272042!16s%2Fg%2F11c52bcmpy!19sChIJuTmvuI5QyxQREhVrGNyKlOA?authuser=0&hl=tr&rclk=1
